base_commit	operation	previous_git_path	current_git_path	previous_git_sha256	current_git_sha256	transformation
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/04_ARIMURA_MAO/GKM_PHASE3_MAO_SOURCE_OBJECT_CHECKSUMS.sha256	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/04_ARIMURA_MAO/GKM_PHASE3_MAO_SOURCE_OBJECT_CHECKSUMS.sha256	d1d5f419fa97308de2d7fb1e7bae6d32a711ffcad4af296607beb6a98336d9f5	d1d5f419fa97308de2d7fb1e7bae6d32a711ffcad4af296607beb6a98336d9f5	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/04_ARIMURA_MAO/SUPPORTING_DATA/GKM_PHASE3_MAO_DIALOGUE_SEGMENT_SOURCE_METRICS.json	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/04_ARIMURA_MAO/SUPPORTING_DATA/GKM_PHASE3_MAO_DIALOGUE_SEGMENT_SOURCE_METRICS.json	cd955f803564669e982aace16901d5d3500bec302a4f5f158d3d7f4757e721f4	cd955f803564669e982aace16901d5d3500bec302a4f5f158d3d7f4757e721f4	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/04_ARIMURA_MAO/SUPPORTING_DATA/GKM_PHASE3_MAO_EBUR128_SOURCE_METRICS.json	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/04_ARIMURA_MAO/SUPPORTING_DATA/GKM_PHASE3_MAO_EBUR128_SOURCE_METRICS.json	c50bbff039a400a8495b788a7493ba52d64e59ebca094e84c50da14302e52873	c50bbff039a400a8495b788a7493ba52d64e59ebca094e84c50da14302e52873	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/04_ARIMURA_MAO/SUPPORTING_DATA/GKM_PHASE3_MAO_SONG_SOURCE_METRICS.json	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/04_ARIMURA_MAO/SUPPORTING_DATA/GKM_PHASE3_MAO_SONG_SOURCE_METRICS.json	b980db7105c171a962f1a273ca1b7a2feb934b5fd25454611fd04a307494428f	b980db7105c171a962f1a273ca1b7a2feb934b5fd25454611fd04a307494428f	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/04_ARIMURA_MAO/SUPPORTING_DATA/GKM_PHASE3_MAO_VISUAL_SOURCE_METRICS.json	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/04_ARIMURA_MAO/SUPPORTING_DATA/GKM_PHASE3_MAO_VISUAL_SOURCE_METRICS.json	9b89cade529e20a23c44526bf9ba8cc48bab2d6dc7b5bce9b77f0dfb4c4dbcd3	9b89cade529e20a23c44526bf9ba8cc48bab2d6dc7b5bce9b77f0dfb4c4dbcd3	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/04_ARIMURA_MAO/SUPPORTING_DATA/ebur128_metrics.json	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/04_ARIMURA_MAO/SUPPORTING_DATA/ebur128_metrics.json	59c78843cfbe44404567ad3f465f7b9e3b525ac2c33fe9b22477035a783b5583	59c78843cfbe44404567ad3f465f7b9e3b525ac2c33fe9b22477035a783b5583	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/04_ARIMURA_MAO/SUPPORTING_DATA/ffprobe_manifest.json	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/04_ARIMURA_MAO/SUPPORTING_DATA/ffprobe_manifest.json	786a5789c5317ef81471715594322adbb0cc5dd42c845139ef028c93711d5da1	786a5789c5317ef81471715594322adbb0cc5dd42c845139ef028c93711d5da1	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/04_ARIMURA_MAO/SUPPORTING_DATA/music_audio_metrics.json	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/04_ARIMURA_MAO/SUPPORTING_DATA/music_audio_metrics.json	06c4abfb79e3a31eaaac0760de7f4986e27406019bcfb0b34d618138d50f27a9	06c4abfb79e3a31eaaac0760de7f4986e27406019bcfb0b34d618138d50f27a9	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/04_ARIMURA_MAO/SUPPORTING_DATA/scene_audio_proxies.json	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/04_ARIMURA_MAO/SUPPORTING_DATA/scene_audio_proxies.json	3ed7daca1cc2e6d30fbcac252214e8a539ee6c282a12f266acdeecfea4e50891	3ed7daca1cc2e6d30fbcac252214e8a539ee6c282a12f266acdeecfea4e50891	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/04_ARIMURA_MAO/SUPPORTING_DATA/source_object_hashes.sha256	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/04_ARIMURA_MAO/SUPPORTING_DATA/source_object_hashes.sha256	7de2be40204d4d96feb32057255b6f7d176b1bd764f046265560bf9e53ab9fa5	7de2be40204d4d96feb32057255b6f7d176b1bd764f046265560bf9e53ab9fa5	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/05_KATSURAGI_LILJA/00_README_AND_DOCUMENT_MAP.md	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/05_KATSURAGI_LILJA/00_README_AND_DOCUMENT_MAP.md	3db099d824f0b5f1c279f40b828331818d9ce9a18822b5bddcad6c2cc4021253	3db099d824f0b5f1c279f40b828331818d9ce9a18822b5bddcad6c2cc4021253	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/05_KATSURAGI_LILJA/GKM_LILJA_AUDIOVISUAL_BASELINE_AND_REQUESTS.md	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/05_KATSURAGI_LILJA/GKM_LILJA_AUDIOVISUAL_BASELINE_AND_REQUESTS.md	cf060e1132121a859ca733d4bdc33690a51cfddb7a995751d69230f43b927acb	24198e3031897c98d7af0095fec90180c0338f8b33a7a4ee357c88a0240beca7	MOVE_AND_UPDATE_NAVIGATION_OR_AUTHORITY_PATHS
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/05_KATSURAGI_LILJA/GKM_LILJA_AV_EVIDENCE_AND_METRICS_MATRIX.md	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/05_KATSURAGI_LILJA/GKM_LILJA_AV_EVIDENCE_AND_METRICS_MATRIX.md	d7fd47fed6194f012e552cebe7266f521dde3b30d2fcc272b503e2b89b2c8e02	d7fd47fed6194f012e552cebe7266f521dde3b30d2fcc272b503e2b89b2c8e02	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/05_KATSURAGI_LILJA/GKM_LILJA_COMPLETE_AUDIOVISUAL_BASELINE.md	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/05_KATSURAGI_LILJA/GKM_LILJA_COMPLETE_AUDIOVISUAL_BASELINE.md	aaf14779aa5657648cc62769d6449f707e3ad20dcd94c31cf9fb60e81b0aebdb	b079cdb296ca9cbeeadf70fa47e04b736dd9f37226b45be87ccb1d4d274b8bb2	MOVE_AND_UPDATE_NAVIGATION_OR_AUTHORITY_PATHS
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/05_KATSURAGI_LILJA/GKM_PHASE3_LILJA_AUDIOVISUAL_COMPLETION_REPORT.md	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/05_KATSURAGI_LILJA/GKM_PHASE3_LILJA_AUDIOVISUAL_COMPLETION_REPORT.md	f0e4316eb665c068904623585c66afb831cfb1bc7fd36b7f31b0c9e454c26628	f0e4316eb665c068904623585c66afb831cfb1bc7fd36b7f31b0c9e454c26628	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/05_KATSURAGI_LILJA/GKM_PHASE3_LILJA_AUDIOVISUAL_SOURCE_MANIFEST.json	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/05_KATSURAGI_LILJA/GKM_PHASE3_LILJA_AUDIOVISUAL_SOURCE_MANIFEST.json	2e05e7d7edefc8a415bae81d949114d91913a697e775ced0ac932ba05d2ba567	2e05e7d7edefc8a415bae81d949114d91913a697e775ced0ac932ba05d2ba567	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/05_KATSURAGI_LILJA/GKM_PHASE3_LILJA_AV_ARTIFACT_CHECKSUMS.sha256	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/05_KATSURAGI_LILJA/GKM_PHASE3_LILJA_AV_ARTIFACT_CHECKSUMS.sha256	6565dbd60adf4c658114c41bc450efd93d5965d15c37d70fd45584ba559d91d2	6565dbd60adf4c658114c41bc450efd93d5965d15c37d70fd45584ba559d91d2	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/05_KATSURAGI_LILJA/GKM_PHASE3_LILJA_AV_DELIVERY_AUDIT.md	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/05_KATSURAGI_LILJA/GKM_PHASE3_LILJA_AV_DELIVERY_AUDIT.md	584545a0c58831c9a460d210a2f1faee01a34db9782584ca731aea558391c51c	584545a0c58831c9a460d210a2f1faee01a34db9782584ca731aea558391c51c	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/05_KATSURAGI_LILJA/GKM_PHASE3_LILJA_AV_TECHNICAL_METRICS_APPENDIX.md	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/05_KATSURAGI_LILJA/GKM_PHASE3_LILJA_AV_TECHNICAL_METRICS_APPENDIX.md	e2eefbe360dbb972a23afcc36b1f42c80eed8757c9c8edaf519524a8afc1c372	e2eefbe360dbb972a23afcc36b1f42c80eed8757c9c8edaf519524a8afc1c372	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/05_KATSURAGI_LILJA/SUPPORTING_DATA/GKM_PHASE3_LILJA_DIALOGUE_MIXED_SCENE_PROBES.json	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/05_KATSURAGI_LILJA/SUPPORTING_DATA/GKM_PHASE3_LILJA_DIALOGUE_MIXED_SCENE_PROBES.json	9baa6bc64ac7d21919a62f64b77e8f4d37ac6c1ed6b027a6a10a3d549cee75be	9baa6bc64ac7d21919a62f64b77e8f4d37ac6c1ed6b027a6a10a3d549cee75be	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/05_KATSURAGI_LILJA/SUPPORTING_DATA/GKM_PHASE3_LILJA_DIALOGUE_MIXED_SCENE_PROBES.tsv	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/05_KATSURAGI_LILJA/SUPPORTING_DATA/GKM_PHASE3_LILJA_DIALOGUE_MIXED_SCENE_PROBES.tsv	1417fb1e01caa645990ffdb91ba03e3db0383d3f5eff6e9d319757860e4e43e2	1417fb1e01caa645990ffdb91ba03e3db0383d3f5eff6e9d319757860e4e43e2	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/05_KATSURAGI_LILJA/SUPPORTING_DATA/GKM_PHASE3_LILJA_SONG_MIX_METRICS.json	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/05_KATSURAGI_LILJA/SUPPORTING_DATA/GKM_PHASE3_LILJA_SONG_MIX_METRICS.json	0a9ae161ed6495fe01e7ea0fbd7b385e4318e16b83111cf70b7041f2b0f5205c	0a9ae161ed6495fe01e7ea0fbd7b385e4318e16b83111cf70b7041f2b0f5205c	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/05_KATSURAGI_LILJA/SUPPORTING_DATA/GKM_PHASE3_LILJA_SONG_MIX_METRICS.tsv	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/05_KATSURAGI_LILJA/SUPPORTING_DATA/GKM_PHASE3_LILJA_SONG_MIX_METRICS.tsv	0c269bab80ceb354174418ca292d0f672404f016e72ecf3da0638d76a3754752	0c269bab80ceb354174418ca292d0f672404f016e72ecf3da0638d76a3754752	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/05_KATSURAGI_LILJA/SUPPORTING_DATA/GKM_PHASE3_LILJA_SOURCE_MANIFEST.tsv	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/05_KATSURAGI_LILJA/SUPPORTING_DATA/GKM_PHASE3_LILJA_SOURCE_MANIFEST.tsv	b5424fe83bb8eadcc040cf609af523e06b6484d99d43024df5d2e04397a71009	b5424fe83bb8eadcc040cf609af523e06b6484d99d43024df5d2e04397a71009	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/05_KATSURAGI_LILJA/SUPPORTING_DATA/GKM_PHASE3_LILJA_TEXTUAL_REGISTER_METRICS.json	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/05_KATSURAGI_LILJA/SUPPORTING_DATA/GKM_PHASE3_LILJA_TEXTUAL_REGISTER_METRICS.json	a6158d209f12ad9e1c3a13cd674913aaaf31506a1a849c7897bce40be1615d45	a6158d209f12ad9e1c3a13cd674913aaaf31506a1a849c7897bce40be1615d45	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/05_KATSURAGI_LILJA/SUPPORTING_DATA/GKM_PHASE3_LILJA_TEXTUAL_REGISTER_METRICS.tsv	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/05_KATSURAGI_LILJA/SUPPORTING_DATA/GKM_PHASE3_LILJA_TEXTUAL_REGISTER_METRICS.tsv	c0f925bc578f6b5d5184bd6bfc0a0fcb2cf9f3d2a965214dc888a81478e3c12a	c0f925bc578f6b5d5184bd6bfc0a0fcb2cf9f3d2a965214dc888a81478e3c12a	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/05_KATSURAGI_LILJA/SUPPORTING_DATA/GKM_PHASE3_LILJA_VISUAL_ENVELOPE_METRICS.json	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/05_KATSURAGI_LILJA/SUPPORTING_DATA/GKM_PHASE3_LILJA_VISUAL_ENVELOPE_METRICS.json	7e1d77ea15f75d6405647fc0ae1d496128c3c786af5d87b295f5c81953f958d3	7e1d77ea15f75d6405647fc0ae1d496128c3c786af5d87b295f5c81953f958d3	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/05_KATSURAGI_LILJA/SUPPORTING_DATA/GKM_PHASE3_LILJA_VISUAL_ENVELOPE_METRICS.tsv	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/05_KATSURAGI_LILJA/SUPPORTING_DATA/GKM_PHASE3_LILJA_VISUAL_ENVELOPE_METRICS.tsv	c27d0a4e8842561c51b83563e83c8764ac1ee8ad7dc3366fe5477d1fd9be0d74	c27d0a4e8842561c51b83563e83c8764ac1ee8ad7dc3366fe5477d1fd9be0d74	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/06_KURAMOTO_CHINA/00_README_AND_DOCUMENT_MAP.md	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/06_KURAMOTO_CHINA/00_README_AND_DOCUMENT_MAP.md	e1e2fd4a1e5645863ab327a5baf6bd5558a644895c88f5506582455c7b708dc4	e1e2fd4a1e5645863ab327a5baf6bd5558a644895c88f5506582455c7b708dc4	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/06_KURAMOTO_CHINA/GAKUEN_IDOLMASTER_PHASE3_CHINA_INTEGRATED_AV_R1.zip.sha256	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/06_KURAMOTO_CHINA/GAKUEN_IDOLMASTER_PHASE3_CHINA_INTEGRATED_AV_R1.zip.sha256	ece609b8cc3957e6ff8e4b90e71e9a13d213a99f77870db1471335c394c6c53a	ece609b8cc3957e6ff8e4b90e71e9a13d213a99f77870db1471335c394c6c53a	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/06_KURAMOTO_CHINA/GKM_CHINA_AUDIOVISUAL_BASELINE_AND_REQUESTS.md	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/06_KURAMOTO_CHINA/GKM_CHINA_AUDIOVISUAL_BASELINE_AND_REQUESTS.md	b85de0e735a112909dd6ee0e1cd47cdc1baf4b8b10ac5edb73b8dfe4a3181fab	552b4f0d84e79d7eb29f80981fcfb01fce5257253d858f9b671d511cb69a3bf6	MOVE_AND_UPDATE_NAVIGATION_OR_AUTHORITY_PATHS
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/06_KURAMOTO_CHINA/GKM_CHINA_AV_EVIDENCE_AND_METRICS_MATRIX.md	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/06_KURAMOTO_CHINA/GKM_CHINA_AV_EVIDENCE_AND_METRICS_MATRIX.md	ec75803c0710144b9ea24b7ac8fc7960a2b533e2f97e31c5c918b74cf4cea5c9	ec75803c0710144b9ea24b7ac8fc7960a2b533e2f97e31c5c918b74cf4cea5c9	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/06_KURAMOTO_CHINA/GKM_CHINA_COMPLETE_AUDIOVISUAL_BASELINE.md	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/06_KURAMOTO_CHINA/GKM_CHINA_COMPLETE_AUDIOVISUAL_BASELINE.md	df2ec8edb80dd81c9552b371919bb725571109f3ac4e715c6907ee0ef2e43917	69a0a1f5855aaed0f777978c7516054abfd607b5dd32022ea8e7814fe10067d2	MOVE_AND_UPDATE_NAVIGATION_OR_AUTHORITY_PATHS
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/06_KURAMOTO_CHINA/GKM_PHASE3_CHINA_AUDIOVISUAL_COMPLETION_REPORT.md	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/06_KURAMOTO_CHINA/GKM_PHASE3_CHINA_AUDIOVISUAL_COMPLETION_REPORT.md	ceac5522461d9a31293489c6b375102dd3b8028e8d06d41d27a1b7e2094ac84b	ceac5522461d9a31293489c6b375102dd3b8028e8d06d41d27a1b7e2094ac84b	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/06_KURAMOTO_CHINA/GKM_PHASE3_CHINA_AUDIOVISUAL_SOURCE_MANIFEST.json	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/06_KURAMOTO_CHINA/GKM_PHASE3_CHINA_AUDIOVISUAL_SOURCE_MANIFEST.json	6d6ca91a3510a10971030c5e572f4e9d86c9a3a6a1aacd985814541adad4eda2	6d6ca91a3510a10971030c5e572f4e9d86c9a3a6a1aacd985814541adad4eda2	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/06_KURAMOTO_CHINA/GKM_PHASE3_CHINA_AUDIO_ENVELOPE_METRICS.json	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/06_KURAMOTO_CHINA/SUPPORTING_DATA/GKM_PHASE3_CHINA_AUDIO_ENVELOPE_METRICS.json	9da179b72d46ec6b8587a7cde779e915529a81b88c98b8e46fe81d07b401e5d1	9da179b72d46ec6b8587a7cde779e915529a81b88c98b8e46fe81d07b401e5d1	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/06_KURAMOTO_CHINA/GKM_PHASE3_CHINA_AUDIO_ENVELOPE_METRICS.tsv	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/06_KURAMOTO_CHINA/SUPPORTING_DATA/GKM_PHASE3_CHINA_AUDIO_ENVELOPE_METRICS.tsv	d84ed8f99ca3c8f80a8afebc63e5d6895c1c618fb58f21d79875e8d1c799f82a	d84ed8f99ca3c8f80a8afebc63e5d6895c1c618fb58f21d79875e8d1c799f82a	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/06_KURAMOTO_CHINA/GKM_PHASE3_CHINA_AV_ARTIFACT_CHECKSUMS.sha256	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/06_KURAMOTO_CHINA/GKM_PHASE3_CHINA_AV_ARTIFACT_CHECKSUMS.sha256	d0922b65707075ffcabe525c95a9c31a237af39149ea62023d8deaf13cff2b19	d0922b65707075ffcabe525c95a9c31a237af39149ea62023d8deaf13cff2b19	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/06_KURAMOTO_CHINA/GKM_PHASE3_CHINA_AV_DELIVERY_AUDIT.md	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/06_KURAMOTO_CHINA/GKM_PHASE3_CHINA_AV_DELIVERY_AUDIT.md	5bd81c1b7d7ba39e98a55af78a41c2b412d07aa088e41d7a7f45cd93dbee00fc	5bd81c1b7d7ba39e98a55af78a41c2b412d07aa088e41d7a7f45cd93dbee00fc	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/06_KURAMOTO_CHINA/GKM_PHASE3_CHINA_AV_TECHNICAL_METRICS_APPENDIX.md	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/06_KURAMOTO_CHINA/GKM_PHASE3_CHINA_AV_TECHNICAL_METRICS_APPENDIX.md	123035e55a9d28f3d72d02d3ea02695b944cc7668eb5d7acfa0f75e97da7d32a	123035e55a9d28f3d72d02d3ea02695b944cc7668eb5d7acfa0f75e97da7d32a	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/06_KURAMOTO_CHINA/GKM_PHASE3_CHINA_SONG_MIX_METRICS.json	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/06_KURAMOTO_CHINA/SUPPORTING_DATA/GKM_PHASE3_CHINA_SONG_MIX_METRICS.json	694c18bd8c255dccf9ca52910c0a47c14c8325ecc5b5c168d95aa3ca804084bf	694c18bd8c255dccf9ca52910c0a47c14c8325ecc5b5c168d95aa3ca804084bf	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/06_KURAMOTO_CHINA/GKM_PHASE3_CHINA_SONG_MIX_METRICS.tsv	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/06_KURAMOTO_CHINA/SUPPORTING_DATA/GKM_PHASE3_CHINA_SONG_MIX_METRICS.tsv	0922113242e99eb8b550927a81d65389b7e1739fec3d3ac95c909fff808e8fc7	0922113242e99eb8b550927a81d65389b7e1739fec3d3ac95c909fff808e8fc7	MOVE_ONLY
