story_id,story_title,source_arc,source_path,utterance_count,character_count,bundle_id,bundle_title,corpus_layer,bundle_priority,bundle_priority_status,bundle_md_path,source_snapshot_id
st-card-suz-05-xmas-00-03,アイドル サンタの お通りですわ,cards,idoly-corpus/stories/cards/st-card-suz-05-xmas-00-03,86,2864,card_suz_018_st-card-suz-05-xmas-00,きっと 驚きますわよ,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/suz/card_suz_018_st-card-suz-05-xmas-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-alic-00-01,主役の アリスだよ,cards,idoly-corpus/stories/cards/st-card-szk-05-alic-00-01,87,3129,card_szk_001_st-card-szk-05-alic-00,主役の アリスだよ,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_001_st-card-szk-05-alic-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-alic-00-02,イタズラ 好きな猫,cards,idoly-corpus/stories/cards/st-card-szk-05-alic-00-02,81,2836,card_szk_001_st-card-szk-05-alic-00,主役の アリスだよ,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_001_st-card-szk-05-alic-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-alic-00-03,私の時計 ウサギさん,cards,idoly-corpus/stories/cards/st-card-szk-05-alic-00-03,92,3178,card_szk_001_st-card-szk-05-alic-00,主役の アリスだよ,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_001_st-card-szk-05-alic-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-angl-00-01,あの頃の 私の名前,cards,idoly-corpus/stories/cards/st-card-szk-05-angl-00-01,88,2995,card_szk_002_st-card-szk-05-angl-00,あの頃の 私の名前,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_002_st-card-szk-05-angl-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-angl-00-02,久しぶりの 握手会,cards,idoly-corpus/stories/cards/st-card-szk-05-angl-00-02,83,3021,card_szk_002_st-card-szk-05-angl-00,あの頃の 私の名前,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_002_st-card-szk-05-angl-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-angl-00-03,今、しずくが 弾けるよ,cards,idoly-corpus/stories/cards/st-card-szk-05-angl-00-03,85,2827,card_szk_002_st-card-szk-05-angl-00,あの頃の 私の名前,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_002_st-card-szk-05-angl-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-birt-00-01,大胆過ぎる 企画,cards,idoly-corpus/stories/cards/st-card-szk-05-birt-00-01,79,2412,card_szk_003_st-card-szk-05-birt-00,大胆過ぎる 企画,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_003_st-card-szk-05-birt-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-birt-00-02,お願いkanaさん,cards,idoly-corpus/stories/cards/st-card-szk-05-birt-00-02,88,2742,card_szk_003_st-card-szk-05-birt-00,大胆過ぎる 企画,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_003_st-card-szk-05-birt-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-birt-00-03,ファンサが 手厚い,cards,idoly-corpus/stories/cards/st-card-szk-05-birt-00-03,103,3139,card_szk_003_st-card-szk-05-birt-00,大胆過ぎる 企画,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_003_st-card-szk-05-birt-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-birt-01-01,慰安旅行 in京都,cards,idoly-corpus/stories/cards/st-card-szk-05-birt-01-01,76,2309,card_szk_004_st-card-szk-05-birt-01,慰安旅行 in京都,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_004_st-card-szk-05-birt-01.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-birt-01-02,さあたーん！,cards,idoly-corpus/stories/cards/st-card-szk-05-birt-01-02,56,2105,card_szk_004_st-card-szk-05-birt-01,慰安旅行 in京都,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_004_st-card-szk-05-birt-01.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-birt-01-03,嬉し過ぎて 昇天しそう,cards,idoly-corpus/stories/cards/st-card-szk-05-birt-01-03,59,2096,card_szk_004_st-card-szk-05-birt-01,慰安旅行 in京都,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_004_st-card-szk-05-birt-01.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-birt-02-01,これは 家宝に しなきゃ,cards,idoly-corpus/stories/cards/st-card-szk-05-birt-02-01,39,1392,card_szk_005_st-card-szk-05-birt-02,これは 家宝に しなきゃ,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_005_st-card-szk-05-birt-02.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-birt-02-02,二人で食べ たらもっと 美味しい,cards,idoly-corpus/stories/cards/st-card-szk-05-birt-02-02,39,1399,card_szk_005_st-card-szk-05-birt-02,これは 家宝に しなきゃ,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_005_st-card-szk-05-birt-02.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-birt-02-03,自慢 しちゃおう かな,cards,idoly-corpus/stories/cards/st-card-szk-05-birt-02-03,38,1339,card_szk_005_st-card-szk-05-birt-02,これは 家宝に しなきゃ,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_005_st-card-szk-05-birt-02.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-chna-00-01,SNSの声,cards,idoly-corpus/stories/cards/st-card-szk-05-chna-00-01,72,2414,card_szk_006_st-card-szk-05-chna-00,SNSの声,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_006_st-card-szk-05-chna-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-chna-00-02,無口な二枚貝,cards,idoly-corpus/stories/cards/st-card-szk-05-chna-00-02,61,1965,card_szk_006_st-card-szk-05-chna-00,SNSの声,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_006_st-card-szk-05-chna-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-chna-00-03,あなたは私にそっくりです,cards,idoly-corpus/stories/cards/st-card-szk-05-chna-00-03,66,2009,card_szk_006_st-card-szk-05-chna-00,SNSの声,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_006_st-card-szk-05-chna-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-goch-00-01,お友達に なったから,cards,idoly-corpus/stories/cards/st-card-szk-05-goch-00-01,87,3083,card_szk_007_st-card-szk-05-goch-00,お友達に なったから,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_007_st-card-szk-05-goch-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-goch-00-02,レッスン してみる？,cards,idoly-corpus/stories/cards/st-card-szk-05-goch-00-02,91,3328,card_szk_007_st-card-szk-05-goch-00,お友達に なったから,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_007_st-card-szk-05-goch-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-goch-00-03,一杯送ろっと,cards,idoly-corpus/stories/cards/st-card-szk-05-goch-00-03,85,2888,card_szk_007_st-card-szk-05-goch-00,お友達に なったから,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_007_st-card-szk-05-goch-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-idol-00-01,アイドル文化 の先生,cards,idoly-corpus/stories/cards/st-card-szk-05-idol-00-01,75,2502,card_szk_008_st-card-szk-05-idol-00,アイドル文化 の先生,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_008_st-card-szk-05-idol-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-idol-00-02,沢山の ファンレター,cards,idoly-corpus/stories/cards/st-card-szk-05-idol-00-02,90,2593,card_szk_008_st-card-szk-05-idol-00,アイドル文化 の先生,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_008_st-card-szk-05-idol-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-idol-00-03,自然体の表情,cards,idoly-corpus/stories/cards/st-card-szk-05-idol-00-03,76,2348,card_szk_008_st-card-szk-05-idol-00,アイドル文化 の先生,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_008_st-card-szk-05-idol-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-link-00-01,私が 『一緒に歌い たい』のは,cards,idoly-corpus/stories/cards/st-card-szk-05-link-00-01,82,2593,card_szk_009_st-card-szk-05-link-00,私が 『一緒に歌い たい』のは,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_009_st-card-szk-05-link-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-link-00-02,待たなくて 大丈夫だよ,cards,idoly-corpus/stories/cards/st-card-szk-05-link-00-02,77,2408,card_szk_009_st-card-szk-05-link-00,私が 『一緒に歌い たい』のは,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_009_st-card-szk-05-link-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-link-00-03,ずっと ずっと、 親友だよ,cards,idoly-corpus/stories/cards/st-card-szk-05-link-00-03,86,2633,card_szk_009_st-card-szk-05-link-00,私が 『一緒に歌い たい』のは,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_009_st-card-szk-05-link-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-mizg-03-01,野生に 目覚めた アイドル,cards,idoly-corpus/stories/cards/st-card-szk-05-mizg-03-01,72,2487,card_szk_010_st-card-szk-05-mizg-03,野生に 目覚めた アイドル,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_010_st-card-szk-05-mizg-03.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-mizg-03-02,サバイバルの イメトレ,cards,idoly-corpus/stories/cards/st-card-szk-05-mizg-03-02,92,3221,card_szk_010_st-card-szk-05-mizg-03,野生に 目覚めた アイドル,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_010_st-card-szk-05-mizg-03.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-mizg-03-03,安らぐ～,cards,idoly-corpus/stories/cards/st-card-szk-05-mizg-03-03,89,2972,card_szk_010_st-card-szk-05-mizg-03,野生に 目覚めた アイドル,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_010_st-card-szk-05-mizg-03.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-pajm-00-01,お姉さんに なりたい,cards,idoly-corpus/stories/cards/st-card-szk-05-pajm-00-01,79,2599,card_szk_011_st-card-szk-05-pajm-00,お姉さんに なりたい,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_011_st-card-szk-05-pajm-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-pajm-00-02,グッジョブ お兄ちゃん,cards,idoly-corpus/stories/cards/st-card-szk-05-pajm-00-02,97,3023,card_szk_011_st-card-szk-05-pajm-00,お姉さんに なりたい,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_011_st-card-szk-05-pajm-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-pajm-00-03,これからも 姉妹,cards,idoly-corpus/stories/cards/st-card-szk-05-pajm-00-03,101,3066,card_szk_011_st-card-szk-05-pajm-00,お姉さんに なりたい,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_011_st-card-szk-05-pajm-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-rock-00-01,かっこ良く なりたい…！,cards,idoly-corpus/stories/cards/st-card-szk-05-rock-00-01,82,2808,card_szk_012_st-card-szk-05-rock-00,かっこ良く なりたい…！,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_012_st-card-szk-05-rock-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-rock-00-02,ドルオタの 名に懸けて,cards,idoly-corpus/stories/cards/st-card-szk-05-rock-00-02,82,2732,card_szk_012_st-card-szk-05-rock-00,かっこ良く なりたい…！,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_012_st-card-szk-05-rock-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-rock-00-03,世界で一番 クールな アイドル,cards,idoly-corpus/stories/cards/st-card-szk-05-rock-00-03,111,3592,card_szk_012_st-card-szk-05-rock-00,かっこ良く なりたい…！,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_012_st-card-szk-05-rock-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-sail-00-01,アイドルだ って 分かるもの,cards,idoly-corpus/stories/cards/st-card-szk-05-sail-00-01,90,3200,card_szk_013_st-card-szk-05-sail-00,アイドルだ って 分かるもの,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_013_st-card-szk-05-sail-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-sail-00-02,冷房を最大に,cards,idoly-corpus/stories/cards/st-card-szk-05-sail-00-02,86,2860,card_szk_013_st-card-szk-05-sail-00,アイドルだ って 分かるもの,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_013_st-card-szk-05-sail-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-sail-00-03,磯のアイスマ ンも見てくれ てるかな,cards,idoly-corpus/stories/cards/st-card-szk-05-sail-00-03,93,3204,card_szk_013_st-card-szk-05-sail-00,アイドルだ って 分かるもの,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_013_st-card-szk-05-sail-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-snro-00-01,シナモン くん達との 思い出,cards,idoly-corpus/stories/cards/st-card-szk-05-snro-00-01,80,2821,card_szk_014_st-card-szk-05-snro-00,シナモン くん達との 思い出,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_014_st-card-szk-05-snro-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-snro-00-02,シナモン くん、 遊園地だよ,cards,idoly-corpus/stories/cards/st-card-szk-05-snro-00-02,80,2805,card_szk_014_st-card-szk-05-snro-00,シナモン くん達との 思い出,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_014_st-card-szk-05-snro-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-snro-00-03,ふわふわな 手を握ると,cards,idoly-corpus/stories/cards/st-card-szk-05-snro-00-03,79,2629,card_szk_014_st-card-szk-05-snro-00,シナモン くん達との 思い出,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_014_st-card-szk-05-snro-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-yukt-00-01,憧れの浴衣 デビュー,cards,idoly-corpus/stories/cards/st-card-szk-05-yukt-00-01,77,2611,card_szk_015_st-card-szk-05-yukt-00,憧れの浴衣 デビュー,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_015_st-card-szk-05-yukt-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-yukt-00-02,思い切って 大胆に,cards,idoly-corpus/stories/cards/st-card-szk-05-yukt-00-02,88,2761,card_szk_015_st-card-szk-05-yukt-00,憧れの浴衣 デビュー,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_015_st-card-szk-05-yukt-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-yukt-00-03,いつもと違う ドキドキ,cards,idoly-corpus/stories/cards/st-card-szk-05-yukt-00-03,71,2158,card_szk_015_st-card-szk-05-yukt-00,憧れの浴衣 デビュー,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_015_st-card-szk-05-yukt-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-yuru-00-01,意外な選択,cards,idoly-corpus/stories/cards/st-card-szk-05-yuru-00-01,83,2858,card_szk_016_st-card-szk-05-yuru-00,意外な選択,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_016_st-card-szk-05-yuru-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-yuru-00-02,不器用だけど まっすぐで,cards,idoly-corpus/stories/cards/st-card-szk-05-yuru-00-02,110,3824,card_szk_016_st-card-szk-05-yuru-00,意外な選択,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_016_st-card-szk-05-yuru-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-szk-05-yuru-00-03,憧れの人と 同じ舞台へ,cards,idoly-corpus/stories/cards/st-card-szk-05-yuru-00-03,84,2810,card_szk_016_st-card-szk-05-yuru-00,意外な選択,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/szk/card_szk_016_st-card-szk-05-yuru-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-ymk-05-miku-01-01,共演のお礼に,cards,idoly-corpus/stories/cards/st-card-ymk-05-miku-01-01,80,2472,card_ymk_001_st-card-ymk-05-miku-01,共演のお礼に,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/ymk/card_ymk_001_st-card-ymk-05-miku-01.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-ymk-05-miku-01-02,カラオケ大会 withミク,cards,idoly-corpus/stories/cards/st-card-ymk-05-miku-01-02,84,2693,card_ymk_001_st-card-ymk-05-miku-01,共演のお礼に,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/ymk/card_ymk_001_st-card-ymk-05-miku-01.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-ymk-05-miku-01-03,ようこそ 函館へ！,cards,idoly-corpus/stories/cards/st-card-ymk-05-miku-01-03,101,3218,card_ymk_001_st-card-ymk-05-miku-01,共演のお礼に,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/ymk/card_ymk_001_st-card-ymk-05-miku-01.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-yo-05-sush-00-01,曜ちゃんの おうちに,cards,idoly-corpus/stories/cards/st-card-yo-05-sush-00-01,85,2509,card_yo_001_st-card-yo-05-sush-00,曜ちゃんの おうちに,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/yo/card_yo_001_st-card-yo-05-sush-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-yo-05-sush-00-02,頑張って 作ってみよう,cards,idoly-corpus/stories/cards/st-card-yo-05-sush-00-02,75,2169,card_yo_001_st-card-yo-05-sush-00,曜ちゃんの おうちに,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/yo/card_yo_001_st-card-yo-05-sush-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-yo-05-sush-00-03,全速前進、 ヨーソロー！,cards,idoly-corpus/stories/cards/st-card-yo-05-sush-00-03,65,1903,card_yo_001_st-card-yo-05-sush-00,曜ちゃんの おうちに,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/yo/card_yo_001_st-card-yo-05-sush-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-yu-05-birt-00-01,めんどくさい オタク心理,cards,idoly-corpus/stories/cards/st-card-yu-05-birt-00-01,102,3335,card_yu_001_st-card-yu-05-birt-00,めんどくさい オタク心理,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/yu/card_yu_001_st-card-yu-05-birt-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-yu-05-birt-00-02,推しグッズで 運試し,cards,idoly-corpus/stories/cards/st-card-yu-05-birt-00-02,91,2952,card_yu_001_st-card-yu-05-birt-00,めんどくさい オタク心理,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/yu/card_yu_001_st-card-yu-05-birt-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-yu-05-birt-00-03,実現、 夢の誕生日,cards,idoly-corpus/stories/cards/st-card-yu-05-birt-00-03,109,3521,card_yu_001_st-card-yu-05-birt-00,めんどくさい オタク心理,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/yu/card_yu_001_st-card-yu-05-birt-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-yu-05-birt-01-01,慰安旅行 in北海道,cards,idoly-corpus/stories/cards/st-card-yu-05-birt-01-01,79,2595,card_yu_002_st-card-yu-05-birt-01,慰安旅行 in北海道,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/yu/card_yu_002_st-card-yu-05-birt-01.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-yu-05-birt-01-02,こんな 最高な同人誌 に出会える なんて,cards,idoly-corpus/stories/cards/st-card-yu-05-birt-01-02,59,2222,card_yu_002_st-card-yu-05-birt-01,慰安旅行 in北海道,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/yu/card_yu_002_st-card-yu-05-birt-01.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-yu-05-birt-01-03,創作意欲が 大暴れです,cards,idoly-corpus/stories/cards/st-card-yu-05-birt-01-03,59,2198,card_yu_002_st-card-yu-05-birt-01,慰安旅行 in北海道,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/yu/card_yu_002_st-card-yu-05-birt-01.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-yu-05-birt-02-01,もしもし かめよ,cards,idoly-corpus/stories/cards/st-card-yu-05-birt-02-01,44,1432,card_yu_003_st-card-yu-05-birt-02,もしもし かめよ,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/yu/card_yu_003_st-card-yu-05-birt-02.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-yu-05-birt-02-02,かんしょ～ か～い！,cards,idoly-corpus/stories/cards/st-card-yu-05-birt-02-02,47,1582,card_yu_003_st-card-yu-05-birt-02,もしもし かめよ,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/yu/card_yu_003_st-card-yu-05-birt-02.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-yu-05-birt-02-03,シックス パ～～～ック,cards,idoly-corpus/stories/cards/st-card-yu-05-birt-02-03,49,1589,card_yu_003_st-card-yu-05-birt-02,もしもし かめよ,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/yu/card_yu_003_st-card-yu-05-birt-02.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-yu-05-casl-02-01,全人類キュン 死間違い なしや！,cards,idoly-corpus/stories/cards/st-card-yu-05-casl-02-01,90,3195,card_yu_004_st-card-yu-05-casl-02,全人類キュン 死間違い なしや！,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/yu/card_yu_004_st-card-yu-05-casl-02.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-yu-05-casl-02-02,俳優と一般人 との秘密の恋,cards,idoly-corpus/stories/cards/st-card-yu-05-casl-02-02,101,3571,card_yu_004_st-card-yu-05-casl-02,全人類キュン 死間違い なしや！,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/yu/card_yu_004_st-card-yu-05-casl-02.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-yu-05-casl-02-03,ドキドキしと ったんは、 うちだけ,cards,idoly-corpus/stories/cards/st-card-yu-05-casl-02-03,96,3340,card_yu_004_st-card-yu-05-casl-02,全人類キュン 死間違い なしや！,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/yu/card_yu_004_st-card-yu-05-casl-02.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-yu-05-chna-00-01,ぴったり 過ぎて 恐ろしい,cards,idoly-corpus/stories/cards/st-card-yu-05-chna-00-01,87,3218,card_yu_005_st-card-yu-05-chna-00,ぴったり 過ぎて 恐ろしい,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/yu/card_yu_005_st-card-yu-05-chna-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-yu-05-chna-00-02,でっかい クロワッサン が！,cards,idoly-corpus/stories/cards/st-card-yu-05-chna-00-02,90,3285,card_yu_005_st-card-yu-05-chna-00,ぴったり 過ぎて 恐ろしい,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/yu/card_yu_005_st-card-yu-05-chna-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-yu-05-chna-00-03,おかわり！,cards,idoly-corpus/stories/cards/st-card-yu-05-chna-00-03,85,3100,card_yu_005_st-card-yu-05-chna-00,ぴったり 過ぎて 恐ろしい,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/yu/card_yu_005_st-card-yu-05-chna-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-yu-05-fest-00-01,風邪 ちゃいます,cards,idoly-corpus/stories/cards/st-card-yu-05-fest-00-01,68,2296,card_yu_006_st-card-yu-05-fest-00,風邪 ちゃいます,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/yu/card_yu_006_st-card-yu-05-fest-00.md,IP-V2-SNAPSHOT-2026-08-13-A
st-card-yu-05-fest-00-02,うちの 初めての人,cards,idoly-corpus/stories/cards/st-card-yu-05-fest-00-02,90,3000,card_yu_006_st-card-yu-05-fest-00,風邪 ちゃいます,cards,TEXTURE,PROVISIONAL_PASS_A,idoly-ingest/04_cards/by_character/yu/card_yu_006_st-card-yu-05-fest-00.md,IP-V2-SNAPSHOT-2026-08-13-A
