item_id,source_type,corpus_layer,title,arc,unit,owner_character,event_id,card_id,bundle_part,bundle_part_count,source_story_count,source_story_ids,speaker_count,speakers,character_count,utterance_count,priority,priority_status,priority_reason,narrative_function,historical_selected,historical_priority,historical_rank,historical_reason,requires_av_review,missing_assets,manual_close_read,v1_relevance,contradicts_prior_claim,coverage_status,source_snapshot_id,md_path
origin_tri_006_violette_blooming_proudly,GAME_BUNDLE,unit_origins,TRINITYAiLE: Violette blooming proudly,tri,TRINITYAiLE,,,,1,1,5,st-group-tri-01-01-26|st-group-tri-01-01-27|st-group-tri-01-01-28|st-group-tri-01-01-29|st-group-tri-01-01-30,5,krk|kyi|rui|smr|yu,13992,449,CORE,PROVISIONAL_PASS_A,Tier-A unit-origin narrative; establishes formative history and unit logic.,formative history / unit foundation,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/02_unit_origins/04_trinityaile/origin_tri_006_violette_blooming_proudly.md
origin_liz_001_a_budding_lily,GAME_BUNDLE,unit_origins,LizNoir: a Budding Lily,liz,LizNoir,,,,1,1,5,st-group-liz-01-01-01|st-group-liz-01-01-02|st-group-liz-01-01-03|st-group-liz-01-01-04|st-group-liz-01-01-05,11,aoi|danceb|lizfana|lizfanb|ntm|rio|riomam|shj|traineea|traineeb|traineec,11346,416,CORE,PROVISIONAL_PASS_A,Tier-A unit-origin narrative; establishes formative history and unit logic.,formative history / unit foundation,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/02_unit_origins/05_liznoir/origin_liz_001_a_budding_lily.md
origin_liz_002_one_more_dream,GAME_BUNDLE,unit_origins,LizNoir: One more dream,liz,LizNoir,,,,1,1,5,st-group-liz-01-01-06|st-group-liz-01-01-07|st-group-liz-01-01-08|st-group-liz-01-01-09|st-group-liz-01-01-10,10,aoi|host|krk|kyi|lizfana|lizfanb|mna|rio|shj|vanurstaff,12910,480,CORE,PROVISIONAL_PASS_A,Tier-A unit-origin narrative; establishes formative history and unit logic.,formative history / unit foundation,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/02_unit_origins/05_liznoir/origin_liz_002_one_more_dream.md
origin_liz_003_impatience_of_hollyhock,GAME_BUNDLE,unit_origins,LizNoir: Impatience of Hollyhock,liz,LizNoir,,,,1,1,5,st-group-liz-01-01-11|st-group-liz-01-01-12|st-group-liz-01-01-13|st-group-liz-01-01-14|st-group-liz-01-01-15,6,aoi|krk|ktn|mna|rio|shj,9420,352,CORE,PROVISIONAL_PASS_A,Tier-A unit-origin narrative; establishes formative history and unit logic.,formative history / unit foundation,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/02_unit_origins/05_liznoir/origin_liz_003_impatience_of_hollyhock.md
origin_liz_004_love_heart,GAME_BUNDLE,unit_origins,LizNoir: Love & Heart,liz,LizNoir,,,,1,1,5,st-group-liz-01-01-16|st-group-liz-01-01-17|st-group-liz-01-01-18|st-group-liz-01-01-19|st-group-liz-01-01-20,11,ai|aoi|host|kkr|krk|ktn|kyi|rio|rui|smr|yu,9731,369,CORE,PROVISIONAL_PASS_A,Tier-A unit-origin narrative; establishes formative history and unit logic.,formative history / unit foundation,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/02_unit_origins/05_liznoir/origin_liz_004_love_heart.md
origin_liz_005_smile_or_perfect_performance,GAME_BUNDLE,unit_origins,LizNoir: Smile or Perfect performance,liz,LizNoir,,,,1,1,5,st-group-liz-01-01-21|st-group-liz-01-01-22|st-group-liz-01-01-23|st-group-liz-01-01-24|st-group-liz-01-01-25,7,ai|aoi|kkr|kyi|lizfana|lizfanb|rio,16480,548,CORE,PROVISIONAL_PASS_A,Tier-A unit-origin narrative; establishes formative history and unit logic.,formative history / unit foundation,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/02_unit_origins/05_liznoir/origin_liz_005_smile_or_perfect_performance.md
origin_liz_006_brand-new_liznoir,GAME_BUNDLE,unit_origins,LizNoir: Brand-new LizNoir,liz,LizNoir,,,,1,1,5,st-group-liz-01-01-26|st-group-liz-01-01-27|st-group-liz-01-01-28|st-group-liz-01-01-29|st-group-liz-01-01-30,6,ai|announce|aoi|kkr|kyi|rio,17149,568,CORE,PROVISIONAL_PASS_A,Tier-A unit-origin narrative; establishes formative history and unit logic.,formative history / unit foundation,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/02_unit_origins/05_liznoir/origin_liz_006_brand-new_liznoir.md
origin_liz_007_black_lily_in_the_storm,GAME_BUNDLE,unit_origins,LizNoir: Black Lily in the Storm,liz,LizNoir,,,,1,1,5,st-group-liz-01-02-01|st-group-liz-01-02-02|st-group-liz-01-02-03|st-group-liz-01-02-04|st-group-liz-01-02-05,6,ai|aoi|kkr|koh|rio|rui,19194,571,CORE,PROVISIONAL_PASS_A,Tier-A unit-origin narrative; establishes formative history and unit logic.,formative history / unit foundation,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/02_unit_origins/05_liznoir/origin_liz_007_black_lily_in_the_storm.md
origin_liz_008_the_road_of_battle,GAME_BUNDLE,unit_origins,LizNoir: The Road Of Battle,liz,LizNoir,,,,1,1,5,st-group-liz-01-02-06|st-group-liz-01-02-07|st-group-liz-01-02-08|st-group-liz-01-02-09|st-group-liz-01-02-10,8,ai|aoi|dancea|kkr|koh|rio|rui|vanurstaff,21377,626,CORE,PROVISIONAL_PASS_A,Tier-A unit-origin narrative; establishes formative history and unit logic.,formative history / unit foundation,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/02_unit_origins/05_liznoir/origin_liz_008_the_road_of_battle.md
origin_liz_009_the_beginning_venus,GAME_BUNDLE,unit_origins,LizNoir: The Beginning Venus,liz,LizNoir,,,,1,1,1,st-group-liz-01-02-11,3,koh|rio|shj,6072,171,CORE,PROVISIONAL_PASS_A,Tier-A unit-origin narrative; establishes formative history and unit logic.,formative history / unit foundation,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/02_unit_origins/05_liznoir/origin_liz_009_the_beginning_venus.md
origin_liz_010_kokoro_ai_s_memories,GAME_BUNDLE,unit_origins,LizNoir: Kokoro & Ai's Memories,liz,LizNoir,,,,1,1,2,st-group-liz-01-03-12|st-group-liz-01-03-13,2,ai|kkr,8257,232,CORE,PROVISIONAL_PASS_A,Tier-A unit-origin narrative; establishes formative history and unit logic.,formative history / unit foundation,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/02_unit_origins/05_liznoir/origin_liz_010_kokoro_ai_s_memories.md
origin_thrx_001_diamond_mining,GAME_BUNDLE,unit_origins,IIIX: Diamond Mining,thrx,IIIX,,,,1,1,5,st-group-thrx-01-01-01|st-group-thrx-01-01-02|st-group-thrx-01-01-03|st-group-thrx-01-01-04|st-group-thrx-01-01-05,6,danceb|kan|koh|kor|mhk|stm,16149,506,CORE,PROVISIONAL_PASS_A,Tier-A unit-origin narrative; establishes formative history and unit logic.,formative history / unit foundation,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/02_unit_origins/06_iiix/origin_thrx_001_diamond_mining.md
origin_thrx_002_house_of_cards,GAME_BUNDLE,unit_origins,IIIX: House Of Cards,thrx,IIIX,,,,1,1,5,st-group-thrx-01-01-06|st-group-thrx-01-01-07|st-group-thrx-01-01-08|st-group-thrx-01-01-09|st-group-thrx-01-01-10,6,danceb|host|kan|kor|mhk|reporter,17954,554,CORE,PROVISIONAL_PASS_A,Tier-A unit-origin narrative; establishes formative history and unit logic.,formative history / unit foundation,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/02_unit_origins/06_iiix/origin_thrx_002_house_of_cards.md
origin_thrx_003_gears_go_awry,GAME_BUNDLE,unit_origins,IIIX: Gears Go Awry,thrx,IIIX,,,,1,1,5,st-group-thrx-01-01-11|st-group-thrx-01-01-12|st-group-thrx-01-01-13|st-group-thrx-01-01-14|st-group-thrx-01-01-15,15,grandma|gstudent|host|kan|koh|kor|krk|ktn|littlegirl|mannouncer|mhk|ngs|rui|skr|smr,18310,566,CORE,PROVISIONAL_PASS_A,Tier-A unit-origin narrative; establishes formative history and unit logic.,formative history / unit foundation,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/02_unit_origins/06_iiix/origin_thrx_003_gears_go_awry.md
origin_thrx_004_re-polished,GAME_BUNDLE,unit_origins,IIIX: Re-Polished,thrx,IIIX,,,,1,1,5,st-group-thrx-01-01-16|st-group-thrx-01-01-17|st-group-thrx-01-01-18|st-group-thrx-01-01-19|st-group-thrx-01-01-20,15,chs|gstudenta|gstudentb|host|kan|koh|kor|krk|ktn|lizfana|lizfanb|mannouncer|mhk|rei|skr,19025,588,CORE,PROVISIONAL_PASS_A,Tier-A unit-origin narrative; establishes formative history and unit logic.,formative history / unit foundation,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/02_unit_origins/06_iiix/origin_thrx_004_re-polished.md
event_2021_001_st-eve-2107-tour,GAME_BUNDLE,events,雨上がりの太陽と共に,events,,,st-eve-2107-tour,,1,1,5,st-eve-2107-tour-001|st-eve-2107-tour-002|st-eve-2107-tour-003|st-eve-2107-tour-004|st-eve-2107-tour-005,6,chs|hrk|rei|skr|szk|yu,13259,449,IMPORTANT,PROVISIONAL_PASS_A,Substantial event narrative; provisional pending V2 semantic review.,"event-level character, relationship, professional, or unit development",YES,IMPORTANT,1,Haruko's Okinawa/weather trauma and failed-solo past.,NO,,YES,HISTORICAL_SELECTION_TO_RETEST,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/03_events/by_year/2021/event_2021_001_st-eve-2107-tour.md
event_2021_002_st-eve-2108-tour,GAME_BUNDLE,events,月夜に輝く恋の魔法,events,,,st-eve-2108-tour,,1,1,5,st-eve-2108-tour-001|st-eve-2108-tour-002|st-eve-2108-tour-003|st-eve-2108-tour-004|st-eve-2108-tour-005,5,ktn|mei|ngs|ski|suz,13895,474,IMPORTANT,PROVISIONAL_PASS_A,Substantial event narrative; provisional pending V2 semantic review.,"event-level character, relationship, professional, or unit development",YES,IMPORTANT,2,Shows Mei's bashful romantic longing and love for Tsuki itself.,NO,,YES,HISTORICAL_SELECTION_TO_RETEST,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/03_events/by_year/2021/event_2021_002_st-eve-2108-tour.md
event_2021_003_st-eve-2109-backside,GAME_BUNDLE,events,芽吹く黒ユリの蕾,events,,,st-eve-2109-backside,,1,1,5,st-eve-2109-backside-001|st-eve-2109-backside-002|st-eve-2109-backside-003|st-eve-2109-backside-004|st-eve-2109-backside-005,7,ai|aoi|caffestaff|kkr|lizfana|rio|suz,15376,509,IMPORTANT,PROVISIONAL_PASS_A,Substantial event narrative; provisional pending V2 semantic review.,"event-level character, relationship, professional, or unit development",YES,IMPORTANT,3,Ai learns emotion can strengthen LizNoir discipline.,NO,,YES,HISTORICAL_SELECTION_TO_RETEST,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/03_events/by_year/2021/event_2021_003_st-eve-2109-backside.md
event_2021_004_st-eve-2110-marathon,GAME_BUNDLE,events,煌めく奇跡をもう一度,events,,,st-eve-2110-marathon,,1,1,6,st-eve-2110-marathon-001|st-eve-2110-marathon-002|st-eve-2110-marathon-003|st-eve-2110-marathon-004|st-eve-2110-marathon-005|st-eve-2110-marathon-006,18,ai|aoi|chs|hrk|kkr|koh|ktn|mei|ngs|rei|rio|rui|ski|skr|smr|suz|szk|yu,18621,577,IMPORTANT,PROVISIONAL_PASS_A,Substantial event narrative; provisional pending V2 semantic review.,"event-level character, relationship, professional, or unit development",YES,IMPORTANT,4,Mana birthday ritual; communal memory rather than private wound.,NO,,YES,HISTORICAL_SELECTION_TO_RETEST,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/03_events/by_year/2021/event_2021_004_st-eve-2110-marathon.md
event_2021_005_st-eve-2111-backside,GAME_BUNDLE,events,夢踊るステージに架け橋を,events,,,st-eve-2111-backside,,1,1,5,st-eve-2111-backside-001|st-eve-2111-backside-002|st-eve-2111-backside-003|st-eve-2111-backside-004|st-eve-2111-backside-005,4,0|mei|rei|suz,13334,434,IMPORTANT,PROVISIONAL_PASS_A,Substantial event narrative; provisional pending V2 semantic review.,"event-level character, relationship, professional, or unit development",YES,IMPORTANT,5,Rei articulates why idols matter against a serious medical-family worldview.,NO,,YES,HISTORICAL_SELECTION_TO_RETEST,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/03_events/by_year/2021/event_2021_005_st-eve-2111-backside.md
event_2021_006_st-eve-2112-marathon,GAME_BUNDLE,events,羽休む聖夜のサプライズ,events,,,st-eve-2112-marathon,,1,1,5,st-eve-2112-marathon-001|st-eve-2112-marathon-002|st-eve-2112-marathon-003|st-eve-2112-marathon-004|st-eve-2112-marathon-005,4,rui|smr|suz|yu,12192,390,IMPORTANT,PROVISIONAL_PASS_A,Substantial event narrative; provisional pending V2 semantic review.,"event-level character, relationship, professional, or unit development",YES,IMPORTANT,6,Sumire loneliness and TRINITY private gratitude/care.,NO,,YES,HISTORICAL_SELECTION_TO_RETEST,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/03_events/by_year/2021/event_2021_006_st-eve-2112-marathon.md
event_2022_001_st-eve-2201-contest,GAME_BUNDLE,events,昇る初陽に咲く笑顔,events,,,st-eve-2201-contest,,1,1,5,st-eve-2201-contest-001|st-eve-2201-contest-002|st-eve-2201-contest-003|st-eve-2201-contest-004|st-eve-2201-contest-005,8,chs|hrk|rei|skr|skrdad|skrmam|stm|szk,14121,468,IMPORTANT,PROVISIONAL_PASS_A,Substantial event narrative; provisional pending V2 semantic review.,"event-level character, relationship, professional, or unit development",YES,IMPORTANT,7,Sakura family context and childhood weakness deepen her sun imagery.,NO,,YES,HISTORICAL_SELECTION_TO_RETEST,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/03_events/by_year/2022/event_2022_001_st-eve-2201-contest.md
event_2022_002_st-eve-2202-marathon,GAME_BUNDLE,events,心愛溶けるビターチョコレート,events,,,st-eve-2202-marathon,,1,1,5,st-eve-2202-marathon-001|st-eve-2202-marathon-002|st-eve-2202-marathon-003|st-eve-2202-marathon-004|st-eve-2202-marathon-005,4,ai|aoi|kkr|rio,16153,527,IMPORTANT,PROVISIONAL_PASS_A,Substantial event narrative; provisional pending V2 semantic review.,"event-level character, relationship, professional, or unit development",YES,IMPORTANT,8,Major Kokoro guilt/liability fear event; bitter feeling becomes LizNoir concept.,NO,,YES,HISTORICAL_SELECTION_TO_RETEST,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/03_events/by_year/2022/event_2022_002_st-eve-2202-marathon.md
event_2022_003_st-eve-2203-race,GAME_BUNDLE,events,並び立つ歌姫のフルリール,events,,,st-eve-2203-race,,1,1,6,st-eve-2203-race-001|st-eve-2203-race-002|st-eve-2203-race-003|st-eve-2203-race-004|st-eve-2203-race-005|st-eve-2203-race-006,5,ngs|rui|smr|szk|yu,16324,558,IMPORTANT,PROVISIONAL_PASS_A,Substantial event narrative; provisional pending V2 semantic review.,"event-level character, relationship, professional, or unit development",YES,IMPORTANT,9,Shizuku's fandom and voice become interpretive power.,NO,,YES,HISTORICAL_SELECTION_TO_RETEST,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/03_events/by_year/2022/event_2022_003_st-eve-2203-race.md
event_2022_004_st-eve-2204-contest,GAME_BUNDLE,events,愛歌う星の継承者,events,,,st-eve-2204-contest,,1,1,6,st-eve-2204-contest-001|st-eve-2204-contest-002|st-eve-2204-contest-003|st-eve-2204-contest-004|st-eve-2204-contest-005|st-eve-2204-contest-006,5,koh|ktn|mei|rio|suz,16258,496,IMPORTANT,PROVISIONAL_PASS_A,Substantial event narrative; provisional pending V2 semantic review.,"event-level character, relationship, professional, or unit development",YES,CORE,13,Essential Suzu/Mana-admiration event; converts reverence into ambition to surpass.,NO,,YES,HISTORICAL_SELECTION_TO_RETEST,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/03_events/by_year/2022/event_2022_004_st-eve-2204-contest.md
event_2022_005_st-eve-2205-race,GAME_BUNDLE,events,心紡ぎ合う輝きの競演,events,,,st-eve-2205-race,,1,1,5,st-eve-2205-race-001|st-eve-2205-race-002|st-eve-2205-race-003|st-eve-2205-race-004|st-eve-2205-race-005,10,chs|host|idola|idolb|koh|ngs|ski|spectatora|spectatorb|szk,15386,501,IMPORTANT,PROVISIONAL_PASS_A,Substantial event narrative; provisional pending V2 semantic review.,"event-level character, relationship, professional, or unit development",YES,CORE,17,Core Shiraishi sisters event; forces both support-type sisters to admit they want to step forward.,NO,,YES,HISTORICAL_SELECTION_TO_RETEST,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/03_events/by_year/2022/event_2022_005_st-eve-2205-race.md
event_2022_006_st-eve-2206-marathon,GAME_BUNDLE,events,導きのファンファーレ,events,,,st-eve-2206-marathon,,1,1,5,st-eve-2206-marathon-001|st-eve-2206-marathon-002|st-eve-2206-marathon-003|st-eve-2206-marathon-004|st-eve-2206-marathon-005,8,chs|hrk|koh|littlegirl|rei|skr|szk|vanurstaff,14617,482,IMPORTANT,PROVISIONAL_PASS_A,Substantial event narrative; provisional pending V2 semantic review.,"event-level character, relationship, professional, or unit development",YES,IMPORTANT,10,Sunny Peace authors a song/outfit through fan/local/member input.,NO,,YES,HISTORICAL_SELECTION_TO_RETEST,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/03_events/by_year/2022/event_2022_006_st-eve-2206-marathon.md
event_2022_007_st-eve-2207-contest,GAME_BUNDLE,events,Happy Smile Selfie,events,,,st-eve-2207-contest,,1,1,5,st-eve-2207-contest-001|st-eve-2207-contest-002|st-eve-2207-contest-003|st-eve-2207-contest-004|st-eve-2207-contest-005,7,kan|koh|kor|lizfana|lizfanb|mhk|skr,18772,546,IMPORTANT,PROVISIONAL_PASS_A,Substantial event narrative; provisional pending V2 semantic review.,"event-level character, relationship, professional, or unit development",YES,CORE,1,Essential IIIX-entering-Hoshimi story; establishes IIIX as hostile outsiders and Sakura as a miho trigger.,NO,,YES,HISTORICAL_SELECTION_TO_RETEST,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/03_events/by_year/2022/event_2022_007_st-eve-2207-contest.md
event_2022_008_st-eve-2208-backside,GAME_BUNDLE,events,熱中☆ハプニングサマー,events,,,st-eve-2208-backside,,1,1,5,st-eve-2208-backside-001|st-eve-2208-backside-002|st-eve-2208-backside-003|st-eve-2208-backside-004|st-eve-2208-backside-005,6,ai|aoi|kkr|lizfana|lizfanb|rio,16769,550,IMPORTANT,PROVISIONAL_PASS_A,Substantial event narrative; provisional pending V2 semantic review.,"event-level character, relationship, professional, or unit development",YES,IMPORTANT,11,LizNoir senior/junior affection and casual closeness.,NO,,YES,HISTORICAL_SELECTION_TO_RETEST,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/03_events/by_year/2022/event_2022_008_st-eve-2208-backside.md
event_2022_009_st-eve-2209-contest,GAME_BUNDLE,events,未来とつながるマジカルメロディ,events,,,st-eve-2209-contest,,1,1,5,st-eve-2209-contest-001|st-eve-2209-contest-002|st-eve-2209-contest-003|st-eve-2209-contest-004|st-eve-2209-contest-005,5,koh|mku|rui|smr|yu,14467,461,IMPORTANT,PROVISIONAL_PASS_A,Substantial event narrative; provisional pending V2 semantic review.,"event-level character, relationship, professional, or unit development",YES,IMPORTANT,12,TRINITY's relationship to virtual/mediated singer-presence and feelings-first creation.,YES,adv-live-eve-2209-contest-005,YES,HISTORICAL_SELECTION_TO_RETEST,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/03_events/by_year/2022/event_2022_009_st-eve-2209-contest.md
event_2022_010_st-eve-2210-race,GAME_BUNDLE,events,運命繋ぐ流星の軌跡,events,,,st-eve-2210-race,,1,1,5,st-eve-2210-race-001|st-eve-2210-race-002|st-eve-2210-race-003|st-eve-2210-race-004|st-eve-2210-race-005,5,ai|aoi|kkr|ktn|rio,14447,505,IMPORTANT,PROVISIONAL_PASS_A,Substantial event narrative; provisional pending V2 semantic review.,"event-level character, relationship, professional, or unit development",YES,CORE,25,Essential Rio/Mana/Kotono event; Rio's relationship to Mana becomes gratitude and rivalry.,YES,adv-live-eve-2210-race-005,YES,HISTORICAL_SELECTION_TO_RETEST,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/03_events/by_year/2022/event_2022_010_st-eve-2210-race.md
event_2022_011_st-eve-2211-marathon-raid,GAME_BUNDLE,events,舌戦開幕！賛美の湯,events,,,st-eve-2211-marathon-raid,,1,1,5,st-eve-2211-marathon-raid-001|st-eve-2211-marathon-raid-002|st-eve-2211-marathon-raid-003|st-eve-2211-marathon-raid-004|st-eve-2211-marathon-raid-005,6,hrk|kan|koh|kor|mei|mhk,14719,442,IMPORTANT,PROVISIONAL_PASS_A,Substantial event narrative; provisional pending V2 semantic review.,"event-level character, relationship, professional, or unit development",YES,CORE,6,"Pure IIIX 腐れ縁 grammar: intimacy expressed through combat, praise as attack, honesty as weapon.",NO,,YES,HISTORICAL_SELECTION_TO_RETEST,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/03_events/by_year/2022/event_2022_011_st-eve-2211-marathon-raid.md
event_2022_012_st-eve-2212-race,GAME_BUNDLE,events,君と願う月灯の祝祭,events,,,st-eve-2212-race,,1,1,5,st-eve-2212-race-001|st-eve-2212-race-002|st-eve-2212-race-003|st-eve-2212-race-004|st-eve-2212-race-005,5,ktn|mei|ngs|ski|suz,16275,547,IMPORTANT,PROVISIONAL_PASS_A,Substantial event narrative; provisional pending V2 semantic review.,"event-level character, relationship, professional, or unit development",YES,CORE,12,Important Kotono birthday/Christmas event; lets Kotono be loved as Kotono rather than only Mana's sister or Tsuki's leader.,YES,adv-live-eve-2212-race-004,YES,HISTORICAL_SELECTION_TO_RETEST,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/03_events/by_year/2022/event_2022_012_st-eve-2212-race.md
event_2023_001_st-eve-2301-contest,GAME_BUNDLE,events,最高優美＊飛躍のカウントダウン,events,,,st-eve-2301-contest,,1,1,5,st-eve-2301-contest-001|st-eve-2301-contest-002|st-eve-2301-contest-003|st-eve-2301-contest-004|st-eve-2301-contest-005,6,ai|aoi|kkr|krk|rio|vanurstaff,15074,471,IMPORTANT,PROVISIONAL_PASS_A,Substantial event narrative; provisional pending V2 semantic review.,"event-level character, relationship, professional, or unit development",YES,IMPORTANT,16,Kokoro's center ambition pressure-test and LizNoir meritocracy.,YES,adv-live-eve-2301-contest-005,YES,HISTORICAL_SELECTION_TO_RETEST,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/03_events/by_year/2023/event_2023_001_st-eve-2301-contest.md
event_2023_002_st-eve-2302-marathon-raid,GAME_BUNDLE,events,守れ！純潔のベーゼ～imposition of love～,events,,,st-eve-2302-marathon-raid,,1,1,5,st-eve-2302-marathon-raid-001|st-eve-2302-marathon-raid-002|st-eve-2302-marathon-raid-003|st-eve-2302-marathon-raid-004|st-eve-2302-marathon-raid-005,6,koh|rui|smr|traineea|wannouncer|yu,16703,518,IMPORTANT,PROVISIONAL_PASS_A,Substantial event narrative; provisional pending V2 semantic review.,"event-level character, relationship, professional, or unit development",YES,IMPORTANT,17,Rui autonomy/adult-recognition issue and Yu's possessive protectiveness.,NO,,YES,HISTORICAL_SELECTION_TO_RETEST,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/03_events/by_year/2023/event_2023_002_st-eve-2302-marathon-raid.md
event_2023_003_st-eve-2303-race,GAME_BUNDLE,events,ぱじゃまパーティー！～夢見る少女と眠り姫～,events,,,st-eve-2303-race,,1,1,5,st-eve-2303-race-001|st-eve-2303-race-002|st-eve-2303-race-003|st-eve-2303-race-004|st-eve-2303-race-005,6,chs|kkr|smr|stm|suz|szk,17089,528,IMPORTANT,PROVISIONAL_PASS_A,Substantial event narrative; provisional pending V2 semantic review.,"event-level character, relationship, professional, or unit development",YES,IMPORTANT,18,Sumire tries to lead like Rui and finds her unguarded/playful center.,YES,adv-live-eve-2303-race-005,YES,HISTORICAL_SELECTION_TO_RETEST,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/03_events/by_year/2023/event_2023_003_st-eve-2303-race.md
event_2023_004_st-eve-2304-marathon-raid,GAME_BUNDLE,events,音色の輝石が紡ぐ未来,events,,,st-eve-2304-marathon-raid,,1,1,5,st-eve-2304-marathon-raid-001|st-eve-2304-marathon-raid-002|st-eve-2304-marathon-raid-003|st-eve-2304-marathon-raid-004|st-eve-2304-marathon-raid-005,11,0|chs|host|hrk|koh|ktn|rei|ski|skr|suz|szk,16744,532,IMPORTANT,PROVISIONAL_PASS_A,Substantial event narrative; provisional pending V2 semantic review.,"event-level character, relationship, professional, or unit development",YES,CORE,11,Core Sakura/Kotono/Mana-cover anxiety event; turns jealousy and inheritance into rivalry.,NO,,YES,HISTORICAL_SELECTION_TO_RETEST,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/03_events/by_year/2023/event_2023_004_st-eve-2304-marathon-raid.md
