evidence_id	source	source_locator	prior_locator_id	anchor	quote_state	evidence_class	contradiction_cluster	pressure_direction	source_dossier	analytic_function	note
T14-E083	V13	V13 / `p-002.xhtml` para 11	V13-L003	学校には毎日、一緒に通って。帰ってきてからもまた遊んで。	EXACT_VERIFIED	BA	C10_CHILD_AGENCY_VS_ADULT_PROTECTION	COUNTEREVIDENCE_OR_BOUNDARY	T06	education_capability	Retained from canonical deep-reading locator after contextual rereading for T06.
T14-E084	V01	Ch.1 / `p-005.xhtml ¶211`	V01-L005	誤ちを黙認するのは	EXACT_VERIFIED	CS	C11_NONREVENGE_VS_ACCOUNTABILITY	COUNTEREVIDENCE_OR_BOUNDARY	T08	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T14-E085	V02	Ch.1 / `p-004.xhtml ¶337`	V02-L005	悪い。……ありがとう	EXACT_VERIFIED	CS	C11_NONREVENGE_VS_ACCOUNTABILITY	COUNTEREVIDENCE_OR_BOUNDARY	T08	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T14-E086	V03	Ch.8 / `p-010.xhtml ¶123`	V03-L032	お前の騎士を、言い訳にした	EXACT_VERIFIED	CS	C11_NONREVENGE_VS_ACCOUNTABILITY	COUNTEREVIDENCE_OR_BOUNDARY	T08	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T14-E087	V07	Ch.3 / `p-008.xhtml ¶743`	V07-L029	赦しではない	EXACT_VERIFIED	NV/LI	C11_NONREVENGE_VS_ACCOUNTABILITY	COUNTEREVIDENCE_OR_BOUNDARY	T08	forgiveness_nonforgiveness	Retained from canonical V2 locator after contextual rereading for T08.
T14-E088	V11	D+3 `p-014 ¶68–76` / `その罪を負えるのは、レーナではない`	V11-L006	EXACT_VERIFIED	NV/LI	03,05,09	C11_NONREVENGE_VS_ACCOUNTABILITY	COUNTEREVIDENCE_OR_BOUNDARY	T08	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T14-E089	V13	V13 / `p-003.xhtml` para 591	V13-L032	復讐は、勝利は殺戮は、俺たちの番だ。もういいよな。まだいいよな。まだ、俺たちの番でいいんだよな。	EXACT_VERIFIED	CS	C11_NONREVENGE_VS_ACCOUNTABILITY	COUNTEREVIDENCE_OR_BOUNDARY	T08	revenge_nonrevenge	Retained from canonical V2 locator after contextual rereading for T08.
T14-E090	V14	item/xhtml/p-005.xhtml para 329		「だからこそ、 法的に裁かせる 。仲間殺しの子供殺しとして、生きてる限り、連邦が 在 るかぎり後ろ指を指させて記録を残させてやる。汚名を着せられたとせいぜい嘆いて残りの時間を生きて、嘆きながら銃殺されればいい。未来 永 劫 、人でなしと悪名を残せばいい」	EXACT_VERIFIED	PF/CS/LI	C11_NONREVENGE_VS_ACCOUNTABILITY	FRESH_DIRECT_CONTROL	DIRECT	fresh_primary_source_control	V14_LEGAL_JUDGMENT
T14-E091	V14	`p-001` ¶1	V14-L001	我ら、世界に誇る正義たらん	EXACT_VERIFIED	LI/PT	C11_NONREVENGE_VS_ACCOUNTABILITY	COUNTEREVIDENCE_OR_BOUNDARY	T08	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T14-E092	V01	Ch.2 / p-007.xhtml ¶035	V01-L006	死んだ仲間を悼む自由も	EXACT_VERIFIED	NV	C12_FORMAL_FREEDOM_VS_USABLE_CAPABILITY	COUNTEREVIDENCE_OR_BOUNDARY	T10	usable_freedom_self_government	05, 09
T14-E093	V03	Ch.9 / p-011.xhtml ¶244	V03-L036	引く覚悟はフレデリカ自身が決めるべき	EXACT_VERIFIED	NV	C12_FORMAL_FREEDOM_VS_USABLE_CAPABILITY	COUNTEREVIDENCE_OR_BOUNDARY	T09	decision_refusal_self_government	Retained from canonical V2 locator after contextual rereading for T09.
T14-E094	V07	Ch.3 / p-008.xhtml ¶120	V07-L025	間違いも無力も後悔も、──その先の決断も	EXACT_VERIFIED	CS/LI	C12_FORMAL_FREEDOM_VS_USABLE_CAPABILITY	COUNTEREVIDENCE_OR_BOUNDARY	T09	decision_refusal_self_government	Retained from canonical V2 locator after contextual rereading for T09.
T14-E095	V09	Ch.2 / p-006 ¶30–47	V09-L022	選択の自由はない	EXACT_VERIFIED	PF/MI/LI	C12_FORMAL_FREEDOM_VS_USABLE_CAPABILITY	COUNTEREVIDENCE_OR_BOUNDARY	T09	decision_refusal_self_government	Retained from canonical V2 locator after contextual rereading for T09.
T14-E096	V11	final evac p-026 ¶65–76	V11-L033	共和国市民を見捨てるべきか	EXACT_VERIFIED	NV/MI	C12_FORMAL_FREEDOM_VS_USABLE_CAPABILITY	COUNTEREVIDENCE_OR_BOUNDARY	T10	formal_status_rights_citizenship	03,05,07
T14-E097	V13	item/xhtml/p-005.xhtml para 447		人権だとか、自由だとか平等だとか正義だとか。そういうものは、なるほど幻想だ。実在しない。だからこそ市民それぞれが、その幻想の価値を守らねばならない。本当は無価値な空虚な言葉に、市民それぞれが価値を付与し、そして努力して維持し続けねばならない。	EXACT_VERIFIED	PF/CS/LI	C12_FORMAL_FREEDOM_VS_USABLE_CAPABILITY	FRESH_DIRECT_CONTROL	DIRECT	fresh_primary_source_control	V13_RIGHTS_ILLUSION
T14-E098	V13	V13 / `p-005.xhtml` para 227	V13-L038	「そして、そう、君がいま動けずにいるのは、その責任を正しく自覚しているからだ。とりうる選択肢それぞれの結果を、きちんと評価で...	EXACT_VERIFIED	CS	C12_FORMAL_FREEDOM_VS_USABLE_CAPABILITY	COUNTEREVIDENCE_OR_BOUNDARY	T09	decision_refusal_self_government	Retained from canonical V2 locator after contextual rereading for T09.
T14-E099	V14	p-002 ¶10	V14-L003	そう、彼ら〈戦史編へん纂さん室〉が任されたのは過去の戦史ではない。未来の戦史だ。〈レギオン〉から連邦を、人類を救うこれからの作戦の計画だ。	EXACT_VERIFIED	PF/CS/NV/MI/LI as classified in V14 deep reading	C12_FORMAL_FREEDOM_VS_USABLE_CAPABILITY	COUNTEREVIDENCE_OR_BOUNDARY	T10	usable_freedom_self_government	Retained from V14 canonical locator after contextual rereading.
T14-E100	V01	Ch.1 / p-005.xhtml ¶002	V01-L002	その戦場に、死者はいない	EXACT_VERIFIED	NV	C13_SECTOR_ANALOGY_VS_HISTORICAL_SPECIFICITY	COUNTEREVIDENCE_OR_BOUNDARY	T11	genocide_erasure_and_archive	01, 05
T14-E101	V02	Ch.2 / p-005.xhtml ¶371–373	V02-L014	それじゃ共和国と同じじゃないか	EXACT_VERIFIED	CS/MI	C13_SECTOR_ANALOGY_VS_HISTORICAL_SPECIFICITY	COUNTEREVIDENCE_OR_BOUNDARY	T11	historical_specificity_and_comparative_control	06, 08
T14-E102	V03	Ch.6 / p-006.xhtml ¶066	V03-L013	一年越しの“消毒”	EXACT_VERIFIED	CS	C13_SECTOR_ANALOGY_VS_HISTORICAL_SPECIFICITY	COUNTEREVIDENCE_OR_BOUNDARY	T11	historical_specificity_and_comparative_control	06
T14-E103	V07	Ch.4 / p-009.xhtml ¶291–294	V07-L043	所詮、こんなものはアリバイ作りだ	EXACT_VERIFIED	CS/MI	C13_SECTOR_ANALOGY_VS_HISTORICAL_SPECIFICITY	COUNTEREVIDENCE_OR_BOUNDARY	T11	structural_comparison_control	06
T14-E104	V11	D+3 p-014 ¶277	V11-L008	エイティシックスじゃなくてもよかったんだ	EXACT_VERIFIED	CS/LI	C13_SECTOR_ANALOGY_VS_HISTORICAL_SPECIFICITY	COUNTEREVIDENCE_OR_BOUNDARY	T11	fear_transfer_and_sector_reproduction	05,06,09
T14-E105	V13	V13 / p-005.xhtml para 394	V13-L041	八六区を、エイティシックスを作り出した共和国だけが、特別におかしいわけじゃなかった。まともだと思っていた連邦でさえ、状況が変...	EXACT_VERIFIED	IT	C13_SECTOR_ANALOGY_VS_HISTORICAL_SPECIFICITY	COUNTEREVIDENCE_OR_BOUNDARY	T11	fear_transfer_and_sector_reproduction	Retained from V13 canonical locator after contextual rereading.
T14-E106	V14	item/xhtml/p-004.xhtml paragraph 45	NEW_DIRECT_SOURCE_RETRIEVAL	リトの件も、だから、連邦市民こそが 犠 牲 の 山 羊 を、不満の 捌 け 口 と恐怖の 転 嫁 先を求めたその結果だ。人型〈レギオン〉や〈自爆病〉を建前に属領民や辺境民や旧下級貴族へと、連邦に底流していた偏見と 憤 懣 の対象へと極端な敵意がむけられているのと同じ。	EXACT_VERIFIED	PF/NV/CS/MI/LI as established by scene context	C13_SECTOR_ANALOGY_VS_HISTORICAL_SPECIFICITY	COUNTEREVIDENCE_OR_BOUNDARY	T11	fear_transfer_and_sector_reproduction	Fresh direct Japanese-source retrieval retained because the precise racialization/sector proposition is not fully represented by the canonical short-anchor locator.
T14-E107	V01	item/xhtml/p-005.xhtml para 155	T04-V01-NR002	従軍したエイティシックスとその家族には、共和国の市民権が再交付される。過激な差別主義者さえのさばる八五区の中、彼らの身の安全のためその居所は一切非公開だが、開戦からもう九年。かつての自宅に戻もどり、暮らしている者は決して少なくないはずだ。	EXACT_VERIFIED	NV/PF	C14_HOME_ORIGIN_VS_PLURAL_BELONGING	COUNTEREVIDENCE_OR_BOUNDARY	T04	FALSE_RESTITUTION_FICTION	The Republic publicly narrates restored citizenship and return to former homes even while the system is actually designed to prevent surviving completion of the term.
T14-E108	V03	p-006.xhtml ¶046	V03-L011	帰る故郷はなく、守る家族もなく	EXACT_VERIFIED	NV	C14_HOME_ORIGIN_VS_PLURAL_BELONGING	COUNTEREVIDENCE_OR_BOUNDARY	T01	NO_HOME	Absence of homeland/family becomes part of why battle remains the easiest inhabitable space.
T14-E109	V05	item/xhtml/p-004.xhtml para 271	T04-V05-NR018	戦場を故郷に、戦友を同胞に、戦い抜くことを誇りとしたのがエイティシックスだ。	EXACT_VERIFIED	NV	C14_HOME_ORIGIN_VS_PLURAL_BELONGING	COUNTEREVIDENCE_OR_BOUNDARY	T04	BATTLEFIELD_HOME	V5 explicitly summarizes the Sector identity system as battlefield-home and comrades-as-kin.
T14-E110	V07	item/xhtml/p-007.xhtml para 360	T04-V07-NR025	「繰り返しますが、第八六機動打撃群は連邦の部隊。かつてエイティシックスと呼ばれた少年兵たちは、今は連邦市民、連邦軍人です。それをわたしが共和国軍人だからと──……」	EXACT_VERIFIED	CS/PF	C14_HOME_ORIGIN_VS_PLURAL_BELONGING	COUNTEREVIDENCE_OR_BOUNDARY	T04	LEGAL_CITIZENSHIP	The former Eighty-Six are now legally Federacy citizens and soldiers; continued identification as Eighty-Six therefore cannot be reduced to current legal status.
T14-E111	V09	item/xhtml/p-006.xhtml para 323	T04-V09-NR037	血は繫つながらない。けれど同じ戦場を故郷とする同胞で、同じ誇りを絆きずなとした兄弟のような。	EXACT_VERIFIED	NV	C14_HOME_ORIGIN_VS_PLURAL_BELONGING	COUNTEREVIDENCE_OR_BOUNDARY	T04	BATTLEFIELD_HOME	Shared battlefield home can create real kin-like solidarity while still risking enclosure.
T14-E112	V11	帰るところは、ここじゃないから	V11-L018	EXACT_VERIFIED	EXACT_VERIFIED	04,09,10	C14_HOME_ORIGIN_VS_PLURAL_BELONGING	COUNTEREVIDENCE_OR_BOUNDARY	T01	HOME_DIFFERENTIATION	Anju distinguishes birthplace from the place she now returns to.
T14-E113	V13	V13 / p-007.xhtml para 177	V13-L091	「こんな知らない場所じゃなくて、こんな何もない場所じゃなくて故郷の街に帰りたかった。もう一度おとうさんに、おかあさんに、先生...	EXACT_VERIFIED	CS	C14_HOME_ORIGIN_VS_PLURAL_BELONGING	COUNTEREVIDENCE_OR_BOUNDARY	T01	PLURAL_RETURN_DESIRE	Chitri lists family, school, friends, travel, and adulthood as contents of the home she wanted to return to.
T14-E114	V01		V01-L015			PF	C15_ARTIFICIAL_PERSONHOOD_VS_ORIGIN	COUNTEREVIDENCE_OR_BOUNDARY	T02	NEURAL_SUBSTRATE	Legion processing can incorporate human brains, destabilizing a simple biological boundary.
T14-E115	V03	Ch.9 / p-011.xhtml ¶224	V03-L035	人格と意志` / `上位指揮官機の命令には背けない	EXACT_VERIFIED	NV/PF	C15_ARTIFICIAL_PERSONHOOD_VS_ORIGIN	COUNTEREVIDENCE_OR_BOUNDARY	T12	personhood_personality_self_will_lexicon	08,11,12
T14-E116	V04	Phönix / p-009.xhtml ¶566	V04-L030	人格を持たない高機動型	EXACT_VERIFIED	NV/PF/LI	C15_ARTIFICIAL_PERSONHOOD_VS_ORIGIN	COUNTEREVIDENCE_OR_BOUNDARY	T12	personhood_personality_self_will_lexicon	08, 11, 12
T14-E117	V05	Ch.1 / `p-004.xhtml ¶558`	V05-L004	人造妖精〈シリン〉一番機	EXACT_VERIFIED	PF/LI	C15_ARTIFICIAL_PERSONHOOD_VS_ORIGIN	COUNTEREVIDENCE_OR_BOUNDARY	T07	artificial_embodiment	Retained from canonical V2 locator after contextual rereading for T07.
T14-E118	V09	Ch.2 / p-006 ¶48	V09-L023	神戟は人ではないが、神の御使い	EXACT_VERIFIED	CS/LI/MI	C15_ARTIFICIAL_PERSONHOOD_VS_ORIGIN	COUNTEREVIDENCE_OR_BOUNDARY	T11	nonracial_functionalization_comparator	06, 08, 12
T14-E119	V13	V13 / p-005.xhtml para 642	V13-L063	「言われる筋合いはないな。歯車細工、貴様にも。……俺の意思だ」	EXACT_VERIFIED	CS	C15_ARTIFICIAL_PERSONHOOD_VS_ORIGIN	COUNTEREVIDENCE_OR_BOUNDARY	T12	personhood_personality_self_will_lexicon	Retained from V13 canonical locator after contextual rereading.
T14-E120	V14	p-006 ¶304	V14-L072	「ああ。だから探索には〈アルカノスト〉を充あてる。──〈シリン〉はほぼ無傷だ。共有の戦闘記録にしろ個体ごとの蓄積経験にしろ、心ト的ラ外ウ傷マ...	EXACT_VERIFIED	NV/CS/BA/PF/LI/MI (see volume reading)	C15_ARTIFICIAL_PERSONHOOD_VS_ORIGIN	COUNTEREVIDENCE_OR_BOUNDARY	T07	artificial_embodiment	Retained from canonical V2 locator after contextual rereading for T07.
T14-E121	V01	Ch.3 / p-008.xhtml ¶489	V01-L014	必ず生きて、帰らないと	EXACT_VERIFIED	CS	C16_SOURCE_LANGUAGE_VS_ENGLISH_ABSTRACTION	COUNTEREVIDENCE_OR_BOUNDARY	T12	return_kaeru_homeward_recipient	02, 10, 13
T14-E122	V03	Ch.6 / p-006.xhtml ¶046	V03-L011	帰る故郷はなく、守る家族もなく	EXACT_VERIFIED	NV	C16_SOURCE_LANGUAGE_VS_ENGLISH_ABSTRACTION	COUNTEREVIDENCE_OR_BOUNDARY	T12	home_furusato	04,09
T14-E123	V05	Ch.1 / p-004.xhtml ¶748	V05-L011	祖国を、家族を奪い去ったのは俺だ	EXACT_VERIFIED	CS	C16_SOURCE_LANGUAGE_VS_ENGLISH_ABSTRACTION	COUNTEREVIDENCE_OR_BOUNDARY	T12	homeland_sokoku	04, 07
T14-E124	V07	Ch.2 / p-007.xhtml ¶342	V07-L010	祖国のために他人を使い潰さねば愛国心がない	EXACT_VERIFIED	CS/LI	C16_SOURCE_LANGUAGE_VS_ENGLISH_ABSTRACTION	COUNTEREVIDENCE_OR_BOUNDARY	T12	homeland_sokoku	02,05,12
T14-E125	V09	Ch.1 / p-004 ¶611	V09-L017	頼ってください` / `共に、抱えますから	EXACT_VERIFIED	CS/LI	C16_SOURCE_LANGUAGE_VS_ENGLISH_ABSTRACTION	COUNTEREVIDENCE_OR_BOUNDARY	T12	together_tomoni_elevated_shared_burden	03, 10, 12
T14-E126	V11	item/xhtml/p-018.xhtml para 241		「覚えててやる必要だって、たぶんないんだし。だから──もういいや」	EXACT_VERIFIED	PF/CS/LI	C16_SOURCE_LANGUAGE_VS_ENGLISH_ABSTRACTION	FRESH_DIRECT_CONTROL	DIRECT	fresh_primary_source_control	V11_SO_ENOUGH
T14-E127	V11	D+3 p-014 ¶158	V11-L007	人質なんか要らないから。ちゃんと帰ってくるから	EXACT_VERIFIED	CS/LI	C16_SOURCE_LANGUAGE_VS_ENGLISH_ABSTRACTION	COUNTEREVIDENCE_OR_BOUNDARY	T12	return_kaeru_homeward_recipient	04,09,10
T14-E128	V13	V13 / p-002.xhtml para 11	V13-L003	学校には毎日、一緒に通って。帰ってきてからもまた遊んで。	EXACT_VERIFIED	BA	C16_SOURCE_LANGUAGE_VS_ENGLISH_ABSTRACTION	COUNTEREVIDENCE_OR_BOUNDARY	T12	return_kaeru_homeward_recipient	Retained from V13 canonical locator after contextual rereading.
T14-E129	V01	Ch.2 / p-007.xhtml ¶170	V01-L007	人生には菓子とかコーヒーとか	EXACT_VERIFIED	CS	C17_MOTIF_CONTINUITY_VS_SYMBOL_DICTIONARY	COUNTEREVIDENCE_OR_BOUNDARY	T13	prose_motif_control	canonical volume locator retained for motif/object/space context
T14-E130	V03	Ch.6 / p-005.xhtml ¶350–372	V03-L008	置いていかれてばかりだ` / `おいていかないで	EXACT_VERIFIED	NV	C17_MOTIF_CONTINUITY_VS_SYMBOL_DICTIONARY	COUNTEREVIDENCE_OR_BOUNDARY	T13	prose_motif_control	canonical volume locator retained for motif/object/space context
T14-E131	V05	Ch.1 / p-004.xhtml ¶36	V05-L002	死ぬのも死なれるのも...本当は怖い	EXACT_VERIFIED	CS/LI	C17_MOTIF_CONTINUITY_VS_SYMBOL_DICTIONARY	COUNTEREVIDENCE_OR_BOUNDARY	T13	prose_motif_control	canonical volume locator retained for motif/object/space context
T14-E132	V07	Ch.3 / p-008.xhtml ¶767	V07-L031	全〈レギオン〉の停止コード	EXACT_VERIFIED	PF/MI	C17_MOTIF_CONTINUITY_VS_SYMBOL_DICTIONARY	COUNTEREVIDENCE_OR_BOUNDARY	T13	prose_motif_control	canonical volume locator retained for motif/object/space context
T14-E133	V09	Ch.1 / p-004 ¶313–314	V09-L009	誇りしかない	EXACT_VERIFIED	CS/LI	C17_MOTIF_CONTINUITY_VS_SYMBOL_DICTIONARY	COUNTEREVIDENCE_OR_BOUNDARY	T13	prose_motif_control	canonical volume locator retained for motif/object/space context
T14-E134	V11	D+1 `p-010 ¶192	V11-L005	おれのせいだとは思ってない	EXACT_VERIFIED	CS	C17_MOTIF_CONTINUITY_VS_SYMBOL_DICTIONARY	COUNTEREVIDENCE_OR_BOUNDARY	T13	prose_motif_control	canonical volume locator retained for motif/object/space context
T14-E135	V13	V13 / `p-001.xhtml` para 1	V13-L001	`人は倦み、厭い、そして恐れる。戦いを。死を。`	CANONICAL_LOCATOR	`NV`	C17_MOTIF_CONTINUITY_VS_SYMBOL_DICTIONARY	COUNTEREVIDENCE_OR_BOUNDARY	T13	prose_motif_control	canonical volume locator retained for motif/object/space context
T14-E136	V02	Ch.2 / p-005.xhtml ¶231	V02-L010	ごめんな。痛かったよな	EXACT_VERIFIED	CS	C18_SHIN_FUTURE_VS_SELF_INSTRUMENTALIZATION	COUNTEREVIDENCE_OR_BOUNDARY	T12	plain_emotional_admission_pain	02, 07, 11
T14-E137	V03	prologue / `p-002.xhtml ¶011–015`	V03-L002	エイティシックスが死ぬのは当たり前だ` / `慣れざるを得なかった	EXACT_VERIFIED	NV	C18_SHIN_FUTURE_VS_SELF_INSTRUMENTALIZATION	COUNTEREVIDENCE_OR_BOUNDARY	T06	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T14-E138	V07	post-afterword / `p-011.xhtml ¶61–68`	V07-L058	自分も好きだと` / `応じてないならまだ、恋人	EXACT_VERIFIED	NV/LI	C18_SHIN_FUTURE_VS_SELF_INSTRUMENTALIZATION	COUNTEREVIDENCE_OR_BOUNDARY	T06	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T14-E139	V09	Ch.1 / `p-004 ¶520–524`	V09-L011	僕はもう、戦えない` / `でも、死ななくていい	EXACT_VERIFIED	CS/LI	C18_SHIN_FUTURE_VS_SELF_INSTRUMENTALIZATION	COUNTEREVIDENCE_OR_BOUNDARY	T06	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T14-E140	V11	D+3 `p-014 ¶158` / `人質なんか要らないから。ちゃんと帰ってくるから`	V11-L007	EXACT_VERIFIED	CS/LI	04,09,10	C18_SHIN_FUTURE_VS_SELF_INSTRUMENTALIZATION	COUNTEREVIDENCE_OR_BOUNDARY	T06	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T14-E141	V13	V13 / `p-002.xhtml` para 12	V13-L004	いつものように家まで送ってくれた彼に、また明日ねと手を振って別れて。	EXACT_VERIFIED	LI	C18_SHIN_FUTURE_VS_SELF_INSTRUMENTALIZATION	COUNTEREVIDENCE_OR_BOUNDARY	T06	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T14-E142	V14	p-004 ¶322	V14-L013	「……と、というかフレデリカも、ずいぶん可か愛わいいものを持ってきたじゃないか。聖誕祭用のオーナメントセットだろ、それ」	EXACT_VERIFIED	NV/CS/BA/PF/LI/MI (see volume reading)	C18_SHIN_FUTURE_VS_SELF_INSTRUMENTALIZATION	COUNTEREVIDENCE_OR_BOUNDARY	T06	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T14-E143	V01	Ch.2 / p-007.xhtml ¶468–471	V01-L008	考えたこともありませんね	EXACT_VERIFIED	CS/LI	C19_LENA_BOUNDED_RESPONSIBILITY_VS_OVERREACH	COUNTEREVIDENCE_OR_BOUNDARY	T09	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T14-E144	V03	item/xhtml/p-005.xhtml ¶405	NEW_DIRECT_SOURCE_RETRIEVAL	嫌というほど聞いて、聞き慣れた非難だ。そして実のところ全く的外れな糾弾だった。自分の命の責任は、結局のところ自分にしか負えない。自分の身も守れないくらい弱かったのが悪いと言うほど冷血ではないつもりだが、守ってくれなかったと他人に責を問うのは筋違いだ。	EXACT_VERIFIED	CS/NV/PF	C19_LENA_BOUNDED_RESPONSIBILITY_VS_OVERREACH	COUNTEREVIDENCE_OR_BOUNDARY	T08	responsibility_scope	Shin articulates a severe personal-responsibility view that later volumes complicate.
T14-E145	V05	Ch.1 / p-004.xhtml ¶814–818	V05-L015	口出しできる筋合いではない	EXACT_VERIFIED	CS	C19_LENA_BOUNDED_RESPONSIBILITY_VS_OVERREACH	COUNTEREVIDENCE_OR_BOUNDARY	T09	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T14-E146	V07	Ch.3 / p-008.xhtml ¶129	V07-L027	あたしらはもう、その線を越えたつもりだぜ	EXACT_VERIFIED	CS	C19_LENA_BOUNDED_RESPONSIBILITY_VS_OVERREACH	COUNTEREVIDENCE_OR_BOUNDARY	T09	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T14-E147	V09	Ch.1 / p-004 ¶617–622	V09-L019	一緒に生きたい	EXACT_VERIFIED	CS/LI	C19_LENA_BOUNDED_RESPONSIBILITY_VS_OVERREACH	COUNTEREVIDENCE_OR_BOUNDARY	T09	relational_return_belonging	Retained from canonical V2 locator after contextual rereading for T09.
T14-E148	V11	item/xhtml/p-010.xhtml ¶179	NEW_DIRECT_SOURCE_RETRIEVAL	「あなたのせいじゃないわ。……反省するのはいい。でもあなたの罪じゃないことを、あなたの罪だって言っては駄目。悲壮面の聖女を、演じたら駄目よ」	EXACT_VERIFIED	CS/NV/PF	C19_LENA_BOUNDED_RESPONSIBILITY_VS_OVERREACH	COUNTEREVIDENCE_OR_BOUNDARY	T08	bounded_guilt	Lena tells Annette reflection is legitimate but invented guilt and saintly self-punishment are not.
T14-E149	V13	item/xhtml/p-007.xhtml para 657	T04-V13-NR058	「君の声が聞こえたんだ。帰ってきて、って。……願ってくれたんだろ？」	EXACT_VERIFIED	CS/LI	C19_LENA_BOUNDED_RESPONSIBILITY_VS_OVERREACH	COUNTEREVIDENCE_OR_BOUNDARY	T04	RELATIONAL_RETURN	Dustin attributes survival to hearing the request to come back; relational return remains active inside the political collapse.
T14-E150	V01	item/xhtml/p-008.xhtml ¶168	T05-E093	エイティシックスなどのためにそんな手間をかけるのは	EXACT_VERIFIED_DIRECT_SOURCE	NV/MI	C20_RAIDEN_STABILIZER_VS_OWN_FUTURE	COUNTEREVIDENCE_OR_BOUNDARY	T05	distributed_capability_and_military_ethics	Logistics refusal shows support systems deliberately deny force preservation.
T14-E151	V03	Ch.7 / mission departure	V03-L018	戦争が終わるまで生き残ること	EXACT_VERIFIED	CS/MI	C20_RAIDEN_STABILIZER_VS_OWN_FUTURE	COUNTEREVIDENCE_OR_BOUNDARY	T05	distributed_capability_and_military_ethics	Retained from canonical volume locator after contextual rereading for T05.
T14-E152	V05	Ch.4 / `p-007.xhtml ¶186`	V05-L032	いつか幸せになりたいくせに	EXACT_VERIFIED	CS/LI	C20_RAIDEN_STABILIZER_VS_OWN_FUTURE	COUNTEREVIDENCE_OR_BOUNDARY	T06	future_vocation	Retained from canonical deep-reading locator after contextual rereading for T06.
T14-E153	V07	post-afterword / `p-011.xhtml ¶80–84`	V07-L059	おやすみなさい良い夢を` / flight	EXACT_VERIFIED	BA/NV	C20_RAIDEN_STABILIZER_VS_OWN_FUTURE	COUNTEREVIDENCE_OR_BOUNDARY	T06	future_vocation	Retained from canonical deep-reading locator after contextual rereading for T06.
T14-E154	V09	Ch.1 / `p-004 ¶90–94`	V09-L004	ずいぶん動揺してると思う	EXACT_VERIFIED	CS/BA	C20_RAIDEN_STABILIZER_VS_OWN_FUTURE	COUNTEREVIDENCE_OR_BOUNDARY	T05	distributed_capability_and_military_ethics	Retained from canonical volume locator after contextual rereading for T05.
T14-E155	V11	item/xhtml/p-026.xhtml ¶7	T05-E102	交代要員としてザイシャとオリヴィアも待機	EXACT_VERIFIED_DIRECT_SOURCE	NV/MI	C20_RAIDEN_STABILIZER_VS_OWN_FUTURE	COUNTEREVIDENCE_OR_BOUNDARY	T05	distributed_capability_and_military_ethics	Information and command support include explicit alternates for long-duration operations.
T14-E156	V13	V13 / `p-003.xhtml` para 65	V13-L010	「そのセンティス・ヒストリクス線が、補強作業が完了して本陣地になったから。これ以上後退はしたくないけど、だからって後退する先...	EXACT_VERIFIED_PRIMARY_LOCATOR	MI	C20_RAIDEN_STABILIZER_VS_OWN_FUTURE	COUNTEREVIDENCE_OR_BOUNDARY	T05	distributed_capability_and_military_ethics	Retained from canonical volume locator after contextual rereading for T05.
T14-E157	V01	Ch.3 / p-008.xhtml ¶153–158	V01-L010	悪い人じゃない	EXACT_VERIFIED	CS/LI	C21_THEO_ADAPTATION_VS_USEFULNESS_PRESSURE	COUNTEREVIDENCE_OR_BOUNDARY	T09	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T14-E158	V03	Ch.8 / p-009.xhtml ¶355	V03-L027	一人で戦おうとすんじゃねえ	EXACT_VERIFIED	CS/LI	C21_THEO_ADAPTATION_VS_USEFULNESS_PRESSURE	COUNTEREVIDENCE_OR_BOUNDARY	T09	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T14-E159	V05	Ch.1 / `p-004.xhtml ¶590`	V05-L006	戦死者そのものではない	EXACT_VERIFIED	PF/LI	C21_THEO_ADAPTATION_VS_USEFULNESS_PRESSURE	COUNTEREVIDENCE_OR_BOUNDARY	T07	embodiment_function_standing	Retained from canonical V2 locator after contextual rereading for T07.
T14-E160	V07	Ch.3 / p-008.xhtml ¶433	V07-L019	戦争の道具にはしたくない	EXACT_VERIFIED	CS/LI	C21_THEO_ADAPTATION_VS_USEFULNESS_PRESSURE	COUNTEREVIDENCE_OR_BOUNDARY	T09	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
