evidence_id	source	source_locator	prior_locator_id	short_japanese_anchor	quote_state	evidence_class	analytic_function	note
T06-E119	V14	p-007 ¶463	V14-L112	「別に、俺らはこうやって笑い飛ばしてたぜ、が伝わればいいんじゃねえか。他の属領とかの歌だの童話だの笑い話だのも、けっこう地元ネタだの内輪ネタ...	EXACT_VERIFIED	NV/CS/BA/PF/LI/MI (see volume reading)	leisure_ordinary_practice	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E120	V14	p-007 ¶559	V14-L113	この投稿は、レシピもそれにまつわる笑い話も、全てがエイティシックスたちの抵抗だ。苦境でも笑うこと。悪意を笑い飛ばすこと。そして知らせること。...	EXACT_VERIFIED	NV/CS/BA/PF/LI/MI (see volume reading)	leisure_ordinary_practice	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E121	V14	p-007 ¶561	V14-L115	笑うし楽しむし好きな料理もあれば下手な物事もある、どこにでもいるただの人間なのだと。化物なんかじゃない、化物と無闇に恐れ忌いみ嫌きらわれれば...	EXACT_VERIFIED	NV/CS/BA/PF/LI/MI (see volume reading)	food_domesticity	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E122	V14	p-007 ¶567	V14-L117	古いアニメの主題歌だ。ヒーローものの。〈レギオン〉戦争が始まる前に、クレナたちが八六区に逐われるよりも前に、夢中になって見ていたアニメ。	EXACT_VERIFIED	NV/CS/BA/PF/LI/MI (see volume reading)	future_vocation	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E123	V14	p-008 ¶18	V14-L125	何かを摑つかもうとする手だ。未来を、幸福を。	EXACT_VERIFIED	NV/CS/BA/PF/LI/MI (see volume reading)	future_vocation	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E124	V14	p-008 ¶202	V14-L143	絶望に染まらず、死に逃げず、最後まで笑って戦い抜くと決めた。そうして生き抜いたのが自分たちだ。今の、第八六機動打撃群のエイティシックスだ。	EXACT_VERIFIED	NV/CS/BA/PF/LI/MI (see volume reading)	leisure_ordinary_practice	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E125	V14	p-008 ¶242	V14-L150	「見くびるな。過去の傷よりも未来を選んだおれの仲間が、憎き悪ずに囚とらわれたお前たちのような亡霊に負けるものか」	EXACT_VERIFIED	NV/CS/BA/PF/LI/MI (see volume reading)	future_vocation	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E126	V14	p-008 ¶359	V14-L160	まずい、また動けなくなる。人間である──成長して変化して強くなっていくエイティシックスたちならあるいは今度は耐えられるのかもしれないけれど、...	EXACT_VERIFIED	NV/CS/BA/PF/LI/MI (see volume reading)	childhood_development	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E127	V14	p-008 ¶447	V14-L170	ええ、無事に帰るまでが作戦ですから、と、リュドミラがなんだからしからぬ言葉を澄まして吐いた。	EXACT_VERIFIED	NV/CS/BA/PF/LI/MI (see volume reading)	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E128	V14	p-008 ¶568	V14-L183	今更だが聞いてみよう。この作戦から帰ったら。──泥水味の合成珈コー琲ヒーなんかよりはるかに旨うまい、スピアヘッド戦隊伝統のタンポポの根を炒い...	EXACT_VERIFIED	NV/CS/BA/PF/LI/MI (see volume reading)	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E129	V14	p-008 ¶582	V14-L186	魚と海え老びのシチュー。エイティシックスで、でも共和国市民だった母の得意料理。	EXACT_VERIFIED	NV/CS/BA/PF/LI/MI (see volume reading)	travel_mobility	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E130	V14	p-008 ¶586	V14-L187	「屑くず鉄てつどもを全部倒したら記念に食わせろ。食わせてやるから」	EXACT_VERIFIED	NV/CS/BA/PF/LI/MI (see volume reading)	food_domesticity	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E131	V14	p-008 ¶712	V14-L205	わたしの。わたしたちの──未来を鎖とざす、敵。	EXACT_VERIFIED	NV/CS/BA/PF/LI/MI (see volume reading)	future_vocation	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E132	V14	p-010 ¶16	V14-L220	そして本書をお手に取ってくださったあなた。いつもありがとうございます。笑えなくなったら負け、を合言葉に戦わんとする少年少女たちと、彼ら彼女ら...	EXACT_VERIFIED	NV/CS/BA/PF/LI/MI (see volume reading)	childhood_development	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E133	A1	あとがき / `OEBPS/part0063.xhtml ¶004`	A1-L001	シン十二歳冬から十八歳秋までの彼と仲間たちの日常の一コマ	EXACT_VERIFIED	PT	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E134	A1	八月二十五日（ライデン誕生日） / `OEBPS/part0011.xhtml ¶005`	A1-L011	八六区では祝うことは無論、生年月日が必要となることさえもないので失念していた	EXACT_VERIFIED	NV	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E135	A1	八月二十五日（ライデン誕生日） / `OEBPS/part0011.xhtml ¶018`	A1-L013	生き残った奴だけでも気晴らしに騒ぐ口実があれば	EXACT_VERIFIED	CS/BA	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E136	A1	八月二十五日（ライデン誕生日） / `OEBPS/part0011.xhtml ¶033`	A1-L014	少し笑うようになったのはいいのだが	EXACT_VERIFIED	NV	leisure_ordinary_practice	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E137	A1	常闇のヘブンリー・ブルー / `OEBPS/part0018.xhtml ¶019`	A1-L024	日常の中の些細なイベントを楽しむことに、エイティシックスの彼らは素直で貪欲だ	EXACT_VERIFIED	NV	leisure_ordinary_practice	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E138	A1	朽骨の剣尖 / `OEBPS/part0019.xhtml ¶019`	A1-L027	レーナはいつか、追いついてくるだろうか	EXACT_VERIFIED	NV/SI	future_vocation	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E139	A1	成長 / `OEBPS/part0022.xhtml ¶001`	A1-L031	同年代の少年少女とテーブルを囲むのは、実は初めての経験だ	EXACT_VERIFIED	NV	childhood_development	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E140	A1	成長 / `OEBPS/part0022.xhtml ¶007`	A1-L032	成長期真っ盛り	EXACT_VERIFIED	NV	childhood_development	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E141	A1	徒歩圏内 / `OEBPS/part0025.xhtml ¶016`	A1-L036	図書館でちょっと面白い記録を見つけて	EXACT_VERIFIED	CS/BA	leisure_ordinary_practice	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E142	A1	徒歩圏内 / `OEBPS/part0025.xhtml ¶049`	A1-L037	バスだの電車だのの公共交通機関を使おうという発想自体がない	EXACT_VERIFIED	NV	travel_mobility	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E143	A1	怪物の殻の向こう / `OEBPS/part0027.xhtml ¶035`	A1-L040	本当にただのガキどもだった	EXACT_VERIFIED	CS	leisure_ordinary_practice	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E144	A1	盃に射す影 / `OEBPS/part0034.xhtml ¶035`	A1-L052	笑えなくなったら負けだもんな	EXACT_VERIFIED	CS	leisure_ordinary_practice	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E145	A1	盃に射す影 / `OEBPS/part0036.xhtml ¶074`	A1-L057	みんなで、お祝い。……やりましょうね	EXACT_VERIFIED	CS/LI	calendar_recurrence	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E146	A1	五月十九日（シン誕生日） / `OEBPS/part0038.xhtml ¶028`	A1-L058	これからはそういうお祝い事も、当たり前にしていければ	EXACT_VERIFIED	CS	calendar_recurrence	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E147	A1	五月六日（クレナ誕生日） / `OEBPS/part0039.xhtml ¶039`	A1-L060	たった十日と少しの間の、同い年	EXACT_VERIFIED	NV	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E148	A1	コーヒーと紅茶と / `OEBPS/part0045.xhtml ¶042`	A1-L064	いつか、本物で。どっちが好きか聞きますね	EXACT_VERIFIED	CS/LI	future_vocation	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E149	A1	コーヒーと紅茶と / `OEBPS/part0045.xhtml ¶045`	A1-L065	どちらも。淹れられるようになっておきますから	EXACT_VERIFIED	CS/LI	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E150	A1	五月十九日（シン誕生日）その二 / `OEBPS/part0048.xhtml ¶087`	A1-L069	これから得るもので埋めていけ	EXACT_VERIFIED	CS/IT	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E151	A1	四月二十日（セオ誕生日） / `OEBPS/part0053.xhtml ¶001`	A1-L076	誕生日プレゼントがブームだ	EXACT_VERIFIED	NV	calendar_recurrence	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E152	A1	四月二十日（セオ誕生日） / `OEBPS/part0053.xhtml ¶002`	A1-L077	面白そうだと思ったらしい	EXACT_VERIFIED	NV	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E153	A1	スターシャワー・レモネード / `OEBPS/part0054.xhtml ¶002`	A1-L079	その素顔はまだ十代の少年少女だ	EXACT_VERIFIED	NV	childhood_development	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E154	A1	七月十二日（レーナ誕生日） / `OEBPS/part0055.xhtml ¶031`	A1-L081	こんなに皆にお祝いしてもらえるとはレーナも思っていなかった	EXACT_VERIFIED	NV	calendar_recurrence	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E155	A1	七月十二日（レーナ誕生日）・その二 / `OEBPS/part0057.xhtml ¶037`	A1-L087	おれが贈りたかったから、贈っただけです	EXACT_VERIFIED	CS/LI	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E156	A1	七月十二日（レーナ誕生日）・その二 / `OEBPS/part0057.xhtml ¶053`	A1-L088	食事の時間くらい、楽しんでもいいと思いますよ	EXACT_VERIFIED	CS	food_domesticity	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E157	A1	十月二日（アンジュ誕生日） / `OEBPS/part0059.xhtml ¶009`	A1-L093	第二次大攻勢は、アンジュの誕生日である十月二日に収束した	EXACT_VERIFIED	PF	calendar_recurrence	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E158	A1	十月二日（アンジュ誕生日） / `OEBPS/part0059.xhtml ¶015`	A1-L094	たかだか〈レギオン〉の攻撃と重なったくらいで、傷つけられるなんてあるはずがない	EXACT_VERIFIED	NV/CS	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E159	A1	十月二日（アンジュ誕生日） / `OEBPS/part0059.xhtml ¶032`	A1-L095	帰ってくる頃には、出来上がってるから	EXACT_VERIFIED	CS/LI	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E160	A1	十一月十二日（アネット誕生日） / `OEBPS/part0060.xhtml ¶001`	A1-L096	セオ、ごめんなさい。ちょっと助けてくれませんか	EXACT_VERIFIED	CS	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E161	A1	十一月十二日（アネット誕生日） / `OEBPS/part0060.xhtml ¶036`	A1-L097	誕生日プレゼントの配達もプレゼントも、してくれたんだもの	EXACT_VERIFIED	CS/BA	calendar_recurrence	Retained from canonical deep-reading locator after contextual rereading for T06.
