text_record_id,source_text,skin_id,category,interaction_register,relationship_state,voice_key,resource_key,voice_asset_id,source_bundle,source_bundle_sha256,source_stream_1based,awb_index_0based,source_hca_sha256,wav_filename,wav_sha256,sample_rate,channels,frames,duration_s,subtype,signal_processing,f0_median_hz,f0_p10_hz,f0_p90_hz,f0_span_st,activity_threshold_dbfs,active_seconds,internal_pause_ratio,substantial_pause_count,substantial_pause_s,active_dbfs,content_char_count,char_per_active_s,f0_frame_count
102132:home:0,おかえりなさい。暖房の準備はできているわ。私？もう少しここでゆっくりさせてちょうだい,102132,base_secretary,COMMANDER_BASELINE,,home,home,AssetBundles/cue/cv-10213.b#stream=20:home_2,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,20,19,f2740b7eff187e5c4be76a4460f530ccd49b9b9be71bf760a60dd9f90133641b,ST_LOUIS_102132_home_0_home_2_080d1ca7_S020.wav,6d20c74445a8861aef96a9ef7efbd82007524c130519deead4e3221142eca6ba,44100,1,529408,12.004716553287983,PCM_16,NONE,307.50878694300815,257.46192121348315,377.21818268436334,6.612481751923946,-43.65086381400587,6.744920634920635,0.40394973070017953,4,4.2299999999999995,-17.580827062471958,39,5.782128821217612,425
102132:login:0,お仕事の前に、軽く一杯飲んで体を温めてちょうだい,102132,base_secretary,COMMANDER_BASELINE,,login,login,AssetBundles/cue/cv-10213.b#stream=24:login_2,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,24,23,b3fc049bdbc9db968b03f7bf98149e78225d24dbd99b27890c8dd83e3bd14a7e,ST_LOUIS_102132_login_0_login_2_080d1ca7_S024.wav,ce0310827e18f26517692cb3a34430f87621e11e4fd22230d61bec21b1c5e2c6,44100,1,303104,6.873106575963718,PCM_16,NONE,299.9907840690392,255.54378597111847,376.5393148350578,6.710759952419634,-43.647964122376834,4.824943310657597,0.22003284072249588,2,1.0699999999999998,-17.71204198642449,23,4.766895384904596,335
102132:main:0,重桜の「ハツモウデ」ね……指揮官くん、なにか願い事はない？私にはないから、あなたの分も願ってあげてもいいわよ？,102132,base_secretary,COMMANDER_BASELINE,,main1,main_1,AssetBundles/cue/cv-10213.b#stream=32:main_1_2,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,32,31,d526b57a595108c872747c3472aa75a55ad0d953fc2712d5b5b49003c4393806,ST_LOUIS_102132_main_0_main_1_2_080d1ca7_S032.wav,ba43299bd2aa52be92964f4b1ddde2354a18deb190a5ca19f64dbf0a05940b70,44100,1,674816,15.301950113378684,PCM_16,NONE,329.7582962934303,245.08079570321374,422.362105191223,9.422675517982132,-43.03957717118551,9.899909297052154,0.32365145228215764,5,4.43,-17.15157783456348,47,4.747518243828249,730
102132:main:1,ユニオンの新年が別に寂しいってわけじゃないけど、やっぱり重桜と東煌のほうが盛り上がってるわね。私、盛り上がってるほうが好きよ,102132,base_secretary,COMMANDER_BASELINE,,main2,main_2,AssetBundles/cue/cv-10213.b#stream=37:main_2_2,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,37,36,55d555e6bae287a8c525866000149d7db08f870c83d34b4f2f3b92876376a20b,ST_LOUIS_102132_main_1_main_2_2_080d1ca7_S037.wav,1da91e0ce4586749d2843513c1775878ee5ce06972dbeaeb5318abcda78d9d12,44100,1,698368,15.836009070294784,PCM_16,NONE,317.09333253554786,247.22278133388647,397.1935874895973,8.208367669357038,-43.0489428956213,11.414897959183673,0.24900133155792276,5,3.21,-17.624932959879523,59,5.168683961167826,773
102132:main:2,あら、指揮官くん、私を酔わせるつもりなら……それはあなたの飲みっぷり次第ってところかしら。うふふ,102132,base_secretary,COMMANDER_BASELINE,,main3,main_3,AssetBundles/cue/cv-10213.b#stream=42:main_3_2,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,42,41,fadcb8019371f4588fc13863a424a81a5bffe01958d8ddb9349d4dc345f704ba,ST_LOUIS_102132_main_2_main_3_2_080d1ca7_S042.wav,949d4f7ed7c2ee1163351070b492d06bcafe124b26daa8f8f74c0b36b82267ad,44100,1,546816,12.399455782312925,PCM_16,NONE,305.0238122584049,206.51583182111239,389.57028073621484,10.987574846508,-42.60139444087377,8.494897959183673,0.2743055555555556,5,2.71,-16.777194164612375,43,5.061861861861862,520
102132:touch:0,おでかけ？うふふ、この傘を差してあげようか。あら、雪に降られちゃうから、もっと近づいたほうがいいわよ？,102132,base_secretary,COMMANDER_BASELINE,,touch,touch_1,AssetBundles/cue/cv-10213.b#stream=58:touch_1_2,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,58,57,07c32547c1393d67820915f5ee2a171e4373e7f0b2bb1c4f0601a82eb9e94407,ST_LOUIS_102132_touch_0_touch_1_2_080d1ca7_S058.wav,fbd846e69d2c8d439b8508995ebc485a78d4844e5619525a4216f3a2221f18df,44100,1,593920,13.467573696145125,PCM_16,NONE,340.8411751607805,254.46801185322374,439.3779035980158,9.455736070054524,-42.64470511350533,8.439909297052154,0.3402061855670103,5,3.9099999999999997,-17.48408476870638,45,5.331810854379366,486
102132:unlock:0,重桜の衣装はやっぱり風情があるわね。うふふ……指揮官くん、そこでじっと立っていたら寒くない？こっちに来て、一杯どう？,102132,base_secretary,COMMANDER_BASELINE,,unlock,get,AssetBundles/cue/cv-10213.b#stream=16:get_2,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,16,15,88c81321a28d21294b0c07e5f474eb9a8e276302e4e333d592fa725e2083c3ef,ST_LOUIS_102132_unlock_0_get_2_080d1ca7_S016.wav,d468e9d48aa1c8b67a1e315da074a322684ea91c64ebf3242e9bb5a1c6f2fa29,44100,1,718848,16.300408163265306,PCM_16,NONE,314.75307725551215,236.59241585350696,395.1277521457892,8.878984212947588,-43.591847742221596,10.16485260770975,0.35510996119016813,6,4.63,-18.093500148865576,51,5.017288687621299,629
102133:detail:0,ふふふ、この靴で運転すると思った？できなくはないけど、実はもう一足、中に置いてあるわよ,102133,base_secretary,COMMANDER_BASELINE,,detail,detail,AssetBundles/cue/cv-10213.b#stream=2:detail_3,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,2,1,4574acf28ea9c3f9e87e08370cba920b5a4c1e560747c8271ce537d901ea0a81,ST_LOUIS_102133_detail_0_detail_3_080d1ca7_S002.wav,189da343902acf9bde7baceedace530d94921477a9a44b0515daa6e42b94357f,44100,1,539648,12.236916099773243,PCM_16,NONE,307.0174916817508,201.41635402615663,401.54711551167105,11.944661379874388,-42.64638831694801,8.454920634920635,0.2649647887323944,4,2.67,-16.953346141700468,39,4.61269853189652,583
102133:feeling5:0,パーティーもいいけど、指揮官くんと二人っきりでいるのはもっといいわね…もういっそ二人でパーティーをこっそり抜けて、ドライブでも楽しまない？なんてね。ふふふ,102133,affinity,COMMANDER_AFFECTION,,feeling5,feeling5,AssetBundles/cue/cv-10213.b#stream=12:feeling5_3,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,12,11,602ac36f1ca208c6cba2e357d7c2b4f83cd3b3adbac273c3f82979a9d6106201,ST_LOUIS_102133_feeling5_0_feeling5_3_080d1ca7_S012.wav,975f252115b3442d6da94b1723a38cd7dc6e6471d2838a2f3d3c963e04e3d9d6,44100,1,867328,19.667301587301587,PCM_16,NONE,288.1192515681197,220.21789546754542,382.282782904922,9.548502184630935,-43.02872382562481,11.68485260770975,0.3865456486919381,9,6.74,-17.855119548046126,72,6.161823552014159,743
102133:home:0,指揮官くん、忘れ物とか無い？あとで言っても遅いわよ？,102133,base_secretary,COMMANDER_BASELINE,,home,home,AssetBundles/cue/cv-10213.b#stream=21:home_3,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,21,20,c20e271a151f0ca1e5415b82b6da04186f8b6c632eca9ae6a4b17fb480cf7c79,ST_LOUIS_102133_home_0_home_3_080d1ca7_S021.wav,4cb898d3fb86c7e7ae016c4be836370d15122635b9f122b99f7f8ad0be3a1410,44100,1,315392,7.151746031746032,PCM_16,NONE,300.3436023109832,188.54646085145862,413.9094964419773,13.612743345169465,-42.77592856336704,4.5199546485260775,0.29093799682034976,2,1.6800000000000002,-16.751507385442224,23,5.088546631214569,335
102133:login:0,いい景色ね～少しここで止まって、幸運の風に当たっていこうかしら,102133,base_secretary,COMMANDER_BASELINE,,login,login,AssetBundles/cue/cv-10213.b#stream=25:login_3,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,25,24,2b3afdf633280c02da3a466a411408bf494d1306afc207bf248a4707a21636d1,ST_LOUIS_102133_login_0_login_3_080d1ca7_S025.wav,32afb28b1675fdcdbcaa3d185d92c262101ff4b90970afa44262d5c79d01a3c1,44100,1,351232,7.964444444444444,PCM_16,NONE,345.9866945630827,280.8932527302121,401.05585109757754,6.165374284199574,-42.3875264553494,5.524943310657596,0.2366946778711485,2,1.3900000000000001,-16.42132272161325,29,5.24892263492715,343
102133:mail:0,ヘレナちゃんからそろそろパーティーが始まるって連絡があったわ。メールをチェックして急いで会場に戻りましょう？,102133,base_secretary,COMMANDER_BASELINE,,mail,mail,AssetBundles/cue/cv-10213.b#stream=28:mail_3,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,28,27,ae8431e99c889bef331a5b92b8a7e7d1cd151749ef4c2521a0929bb78a4d8752,ST_LOUIS_102133_mail_0_mail_3_080d1ca7_S028.wav,7e2c3909c335a913b53b0af898256169841ddbc244e54700eb9dc433dca10daf,44100,1,468992,10.634739229024943,PCM_16,NONE,280.8963607032913,202.8387390266198,365.5064810879155,10.194765325691453,-42.74354558722784,7.764920634920635,0.21676891615541924,1,1.25,-17.22364972462465,52,6.696784480467712,533
102133:main:0,あら、今のは…ジャマイカかしら？ふふふ、指揮官くん、シートベルトを締めてちょうだい、少し刺激的に行くわよ,102133,base_secretary,COMMANDER_BASELINE,,main1,main_1,AssetBundles/cue/cv-10213.b#stream=33:main_1_3,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,33,32,9fc4f9ba10995482693f255bdf144822c8470f773f6ee282940bfc845ca2bdc5,ST_LOUIS_102133_main_0_main_1_3_080d1ca7_S033.wav,799859fcced4a1534580aba006611b1e78c68a1b37bd2dd8645ece6dfff99340,44100,1,693248,15.719909297052155,PCM_16,NONE,282.24089933574487,202.95689077492517,406.21513562945535,12.012848070210193,-42.925181417328716,9.274875283446711,0.38653198653198656,8,5.43,-17.84163112108672,46,4.959635423033481,530
102133:main:1,車を借りたい？もちろん良いけど、一つだけ約束してちょうだい？あとでホノルルをドライブに連れてって？,102133,base_secretary,COMMANDER_BASELINE,,main2,main_2,AssetBundles/cue/cv-10213.b#stream=38:main_2_3,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,38,37,e98476bf37261ffcb2a275bcb48d08c4c77caee9814a85679f4e68481b37cae4,ST_LOUIS_102133_main_1_main_2_3_080d1ca7_S038.wav,aa3a6d242e1ac5a58a1c69063f9081b03e6b54ba6b94edbc93cee2edd1267a72,44100,1,498688,11.3081179138322,PCM_16,NONE,288.39301009931035,206.17692330653847,418.2896062802538,12.247431413088762,-42.88293001532958,7.384943310657596,0.3038095238095238,3,3.0,-16.96201525699095,45,6.093479408983161,516
102133:main:2,ふぅ…ようやくパーティー会場ね…指揮官くん、化粧し直すからちょっと30分ほど待ってて～なんて、冗談よ。ふふふ,102133,base_secretary,COMMANDER_BASELINE,,main3,main_3,AssetBundles/cue/cv-10213.b#stream=43:main_3_3,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,43,42,fb0e30128ce96b3d02bbbda1384506e09fd015c378229cac41da33cfc7721f9b,ST_LOUIS_102133_main_2_main_3_3_080d1ca7_S043.wav,f713192f3eec60387d8565248092f653562393571f81a64e7987977787915477,44100,1,785408,17.809705215419502,PCM_16,NONE,342.1584678546841,232.92877656774536,448.4942238960978,11.342406245701403,-43.26763681995111,11.224829931972788,0.34988179669030733,7,4.66,-17.85874545088188,48,4.27623405351353,667
102133:mission:0,緊急任務？5分ぐらい待ってあげるわよ。指揮官くん,102133,base_secretary,COMMANDER_BASELINE,,mission,task,AssetBundles/cue/cv-10213.b#stream=55:task_3,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,55,54,14a4df211a4b30e14227763ea20723e524624ed969c707c2ca5d3fc7656779a5,ST_LOUIS_102133_mission_0_task_3_080d1ca7_S055.wav,a6a43db5f018da17defbbbe593fe2c3114cbce32f1524bab1337a6a6c02aceb8,44100,1,288768,6.548027210884354,PCM_16,NONE,289.3895264407018,195.75924067800437,465.8037909761289,15.007703646424488,-42.17346974193881,3.8649433106575963,0.3268206039076376,2,1.5799999999999998,-15.957296643215066,22,5.692192156954777,302
102133:mission_complete:0,あら、任務報酬を取ってきたの？もう少しゆっくりでもよかったのよ？ふふふ,102133,base_secretary,COMMANDER_BASELINE,,mission_complete,mission_complete,AssetBundles/cue/cv-10213.b#stream=48:mission_complete_3,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,48,47,f00e7eca162cf9e11241a36f7059388f243854722b05c5e5ce77f1892115f7b8,ST_LOUIS_102133_mission_complete_0_mission_complete_3_080d1ca7_S048.wav,be0a871372f02bed3f9da21203f2ca56fa9eb1c8b1361823588b8bb1628d6c42,44100,1,387072,8.777142857142858,PCM_16,NONE,292.1870780109231,207.8429649292419,419.2861680253364,12.149295851725789,-42.497881307615856,5.4248979591836735,0.3337531486146096,3,1.98,-16.631846181079567,32,5.898728462869611,362
102133:touch:0,んっしょ…あら、指揮官くん、助かるわ…ふふふ、指揮官くんもこういう場面に慣れてきたのかしら,102133,base_secretary,COMMANDER_BASELINE,,touch,touch_1,AssetBundles/cue/cv-10213.b#stream=59:touch_1_3,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,59,58,0d268253ccb715dc56cd917276b2189867668adb2e2f2e6980a930d4e322fee5,ST_LOUIS_102133_touch_0_touch_1_3_080d1ca7_S059.wav,2fad24a606d2dbd67cc7bcb938379e13c42cb8c2d9a865db80bfea32802b4985,44100,1,578560,13.119274376417234,PCM_16,NONE,333.27076055696074,201.45836006851707,440.131992382848,13.529454804720348,-43.55783457962992,7.969909297052154,0.35813573180703184,5,3.9899999999999998,-17.91844096933253,40,5.018877694730463,399
102133:unlock:0,あら、ここでずっと待ち続けていたなんて、指揮官くんはいい子ね。さあ乗って――もしかして自分が運転すると思った？ふふ、私のことを甘く見てはダメよ？,102133,base_secretary,COMMANDER_BASELINE,,unlock,get,AssetBundles/cue/cv-10213.b#stream=17:get_3,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,17,16,b272f64f71043878db7f86db1b3a125dfa35dc9a2175f25e5dc14b1e2704bd4c,ST_LOUIS_102133_unlock_0_get_3_080d1ca7_S017.wav,d5a747e6e3092e57314f26f78b328ef930e3ca0635d072b116cfcd8c1f7ca905,44100,1,893952,20.271020408163267,PCM_16,NONE,294.24385492515,201.59621305626231,420.3231617232738,12.720365032761608,-42.14237788412239,12.22986394557823,0.3801440329218107,8,6.93,-16.544809145382725,64,5.23309174041462,802
102134:battle:0,ラッキー・クルーズといったところかしら♪,102134,combat,COMBAT,,battle,warcry,AssetBundles/cue/cv-10213-battle.b#stream=9:warcry_4,AssetBundles/cue/cv-10213-battle.b,56ce8f1d28baf1af7341a318d100f2acf7a5ecc7283f6aae43354f8765273e41,9,8,774b854fd97f85d782f399ae93ac83147b5d27fe6d55a353a522c92593ba1fa0,ST_LOUIS_102134_battle_0_warcry_4_56ce8f1d_S009.wav,4a1a6a24597275caa042f4c17fbcfdf9856153b76af1df6a8c69c32a654fdc98,44100,1,254976,5.7817687074829935,PCM_16,NONE,358.0751531406621,218.2366773468064,445.6564558831928,12.360461047809356,-41.91956368715668,3.4449433106575964,0.3178137651821863,2,1.29,-15.615000622916808,19,5.515330235252301,236
102134:expedition:0,委託組の子たちを出迎えに行きたいって？しょうがないわね…着替えを手伝ってあげるわ♥,102134,base_secretary,COMMANDER_BASELINE,,expedition,expedition,AssetBundles/cue/cv-10213.b#stream=4:expedition_4,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,4,3,2a7d184f1a6a477b27bc82d675c6417a5f09e7755356676e6b0ff73012347014,ST_LOUIS_102134_expedition_0_expedition_4_080d1ca7_S004.wav,8f3bee9b240d86df157c90fb6f34a26aedd0df4f7bbd3867c83a56f7ed990bed,44100,1,494592,11.215238095238096,PCM_16,NONE,281.95146948118906,193.97100252378277,378.9773349439252,11.59524689916359,-42.51083531504745,7.879931972789116,0.2473429951690821,4,2.3899999999999997,-17.136819858991355,38,4.822376656450986,510
102134:feeling5:0,肌をなぞる指揮官くんの指、熱い太陽よりも火照らせそう。……こうしてべったりくっついて一緒に波音に耳を傾ける時間がずっとずっと続いてほしいわ。ふふふ,102134,affinity,COMMANDER_AFFECTION,,feeling5,feeling5,AssetBundles/cue/cv-10213.b#stream=13:feeling5_4,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,13,12,2095d29e05baca4ae3cc59b2a9e8390479defcfe29a4157c4eb6928a30f7e2ef,ST_LOUIS_102134_feeling5_0_feeling5_4_080d1ca7_S013.wav,c62ffb27bde5469d22af7a3f03a80a663c8fc8d2211ac610047a482fe292f65b,44100,1,973824,22.0821768707483,PCM_16,NONE,280.70808153110875,195.1592161130493,366.48598635152416,10.909277282719863,-43.66479497863855,14.869818594104308,0.3066350710900474,9,5.3999999999999995,-18.652656847003,68,4.573021491127076,848
102134:headtouch:0,ふふふ、指揮官くんはそれだけで満足するのかしら？,102134,base_secretary,COMMANDER_BASELINE,,headtouch,touch_head,AssetBundles/cue/cv-10213.b#stream=64:touch_head_4,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,64,63,850242ce6c73b507482b78f7e273ea83b3061d55ee95e2f20a584c6f792e00ef,ST_LOUIS_102134_headtouch_0_touch_head_4_080d1ca7_S064.wav,039f317e1b2a2bc534c03321c26180e33574409e39bcda820f711fa38d0355dd,44100,1,331776,7.523265306122449,PCM_16,NONE,308.6188853928623,187.80434524606727,444.43956257310685,14.913081640186942,-43.397401291059566,5.714943310657596,0.1493212669683258,2,0.64,-18.36151606721243,22,3.8495569954251296,298
102134:home:0,おかえりなさい、指揮官くん。飲み物でもどう？ただ、ストローは一本しかないわね,102134,base_secretary,COMMANDER_BASELINE,,home,home,AssetBundles/cue/cv-10213.b#stream=22:home_4,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,22,21,21159b56ccbb3dd7cff6fb244692ddfd90e6feca329b25db091694453354769a,ST_LOUIS_102134_home_0_home_4_080d1ca7_S022.wav,435d0a82235565c75fcef390db55b2d478897db1c28bbf1db32a4c86e10a4f23,44100,1,520192,11.795736961451247,PCM_16,NONE,305.23017132533926,223.7071261757659,385.90383293084415,9.439561910566045,-43.3895595020646,6.574920634920635,0.4075091575091575,5,4.2700000000000005,-17.533800005921186,34,5.171165081357732,446
102134:login:0,おかえりなさい。ふふふ、日焼け止めクリームの効き目がそろそろなくなってきたわ。指揮官くん、待たせた責任、ちゃんと取ってちょうだい♪,102134,base_secretary,COMMANDER_BASELINE,,login,login,AssetBundles/cue/cv-10213.b#stream=26:login_4,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,26,25,eff2d3884eaac2233a83a291520df9d25925861f77a1de7dca78275236941071,ST_LOUIS_102134_login_0_login_4_080d1ca7_S026.wav,0ed902ea8414d1a7e7aa136b7faa8fbaa2b6a7883455da51ef732389139925cd,44100,1,761856,17.2756462585034,PCM_16,NONE,312.5740333816021,224.48186187847062,415.78019385709655,10.670665865789598,-42.4300760340354,11.974852607709751,0.28301886792452835,7,3.88,-17.402705818017683,59,4.926991749528017,677
102134:mail:0,メールが届いているわね。もう少しのんびりしたら確認しましょ？,102134,base_secretary,COMMANDER_BASELINE,,mail,mail,AssetBundles/cue/cv-10213.b#stream=29:mail_4,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,29,28,947a0886e8c32dc6b4ed14cbd6bd58bcc97714d93650300c334ac4b2bc662fd4,ST_LOUIS_102134_mail_0_mail_4_080d1ca7_S029.wav,4731f6e96929309209e5aef6e4235d84edbdc5746f23a549dca12d717b536fce,44100,1,319488,7.244625850340136,PCM_16,NONE,287.07537076349934,206.15974476741732,392.6487215399165,11.153718522023087,-42.59258080419641,5.039977324263038,0.21350078492935637,1,1.36,-17.04656313759028,28,5.555580550968898,364
102134:main:0,ずっと指揮官くんを待ってたせいで、少し体が火照ってしまったわね。ん？冷たい飲み物だけじゃ足りないわ。……ふふふ、もう少しほかの手も考えないと,102134,base_secretary,COMMANDER_BASELINE,,main1,main_1,AssetBundles/cue/cv-10213.b#stream=34:main_1_4,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,34,33,24dd250715e2c929337680e5a2b950c80515f3c711a27b2e71aded1a56eeeae9,ST_LOUIS_102134_main_0_main_1_4_080d1ca7_S034.wav,01c63c21eb77a259bd76c9d48831e95f244320f903f46d3268b81a74c7920bd0,44100,1,996352,22.593015873015872,PCM_16,NONE,289.5012766031575,219.52646748289445,387.4353744876723,9.834729522407128,-44.492468238985836,14.64984126984127,0.33578656853725847,8,6.539999999999999,-19.376805380622724,63,4.300387890870479,871
102134:main:1,…っ。水着がちょっときついわね。もぉ…指揮官くん、ちょっと手伝ってもらえないかしら？……そう、そこよ,102134,base_secretary,COMMANDER_BASELINE,,main2,main_2,AssetBundles/cue/cv-10213.b#stream=39:main_2_4,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,39,38,6589a565b2838281fa93e583fbc6d621261ad1d9ef5dc52cbea6f7e1ed70f7c7,ST_LOUIS_102134_main_1_main_2_4_080d1ca7_S039.wav,cd4cba2b3cf74513ce6da4f73079e13ee15bfec868dc29e727d854097fbc9404,44100,1,763904,17.322086167800453,PCM_16,NONE,341.9711940256307,218.1039463218716,433.0525971268207,11.87431663834738,-42.81603179419053,11.07984126984127,0.33880778588807786,7,4.76,-17.76018084637014,41,3.7004140223199578,552
102134:main:2,指揮官くんも一緒に浮き輪の上で横になってみない？多分二人でもいけるわよ？それとも指揮官くん、もっとくっついたほうがいいかしら？♪,102134,base_secretary,COMMANDER_BASELINE,,main3,main_3,AssetBundles/cue/cv-10213.b#stream=44:main_3_4,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,44,43,473c6befe179edeaa7a1e09ec1939c9ee26fdb92fbd1bc374a30eef9451b338b,ST_LOUIS_102134_main_2_main_3_4_080d1ca7_S044.wav,ac58b7a3758daf61e60fc834c24e6ab9ce35171a727a2ef9cd903c69858fc6bc,44100,1,834560,18.92426303854875,PCM_16,NONE,279.9136823085088,174.37707692964904,376.1112075464372,13.307386761547038,-43.18967612995608,12.86485260770975,0.2976718403547672,9,4.82,-17.688910794422114,59,4.586138823280573,826
102134:main:3,指揮官くんとのクルーズ旅行はいい感じね。こうして一緒に海の風景を眺めるの、なかなか新鮮だわ,102134,base_secretary,COMMANDER_BASELINE,,main4,main_4,AssetBundles/cue/cv-10213.b#stream=45:main_4_4,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,45,44,b799cc25a0cdde055658941395ff657f4c3bbef1c9183392ea3d4dac19a532ee,ST_LOUIS_102134_main_3_main_4_4_080d1ca7_S045.wav,65419536aed6f791728b6f3520a90a5aeee8e4090771f9214e830420fe588044,44100,1,563200,12.770975056689343,PCM_16,NONE,292.4760528791775,186.06384825287532,394.78014932557164,13.023020139029494,-42.32561539081366,9.629954648526077,0.19444444444444445,3,2.31,-16.945085025344056,43,4.465233904978089,670
102134:main:4,ラッキー・ルーと一緒に旅行するとなんだか自分の運も良くなりそう？ふふふ、指揮官くんの運をもっとアゲアゲにする方法もあ・る・わ・よ♥,102134,base_secretary,COMMANDER_BASELINE,,main5,main_5,AssetBundles/cue/cv-10213.b#stream=46:main_5_4,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,46,45,f0e9f14b0ec1b38fabe6fa3960638672cf24731c89ca79226f91528b7aa30797,ST_LOUIS_102134_main_4_main_5_4_080d1ca7_S046.wav,bca1576e39b9029bdba85b0c013f08f6128ce92d46e02ea3937a2a9ad28793ec,44100,1,891904,20.224580498866214,PCM_16,NONE,286.6790348895583,160.61390731469552,401.8727919435977,15.877705039864189,-43.075081569946434,13.26984126984127,0.3257614868353123,10,5.7299999999999995,-17.904134147959866,62,4.672248803827751,917
102134:mission:0,もう少し指揮官くんを独り占めしたかったけど、どうやらまだ任務が残ってるみたいね,102134,base_secretary,COMMANDER_BASELINE,,mission,task,AssetBundles/cue/cv-10213.b#stream=56:task_4,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,56,55,4ce5f07bfeed61096ce36a2cc05533d4cb6460e607d77842231a474b9094a53b,ST_LOUIS_102134_mission_0_task_4_080d1ca7_S056.wav,fa91d62b72644289f6ff5915ffd0b63ba7c217544af2d61ce25764609a207d53,44100,1,379904,8.614603174603175,PCM_16,NONE,276.85866664568744,187.4166429720857,359.0749209410773,11.256429848704018,-43.420870937152586,6.594943310657596,0.15544041450777205,2,0.96,-18.115928914497932,38,5.761990393244326,430
102134:mission_complete:0,任務完成よ♪ごほうびに日焼け止めクリームを塗ってあげるから、指揮官くんの体、預けてくれないかしら♪,102134,base_secretary,COMMANDER_BASELINE,,mission_complete,mission_complete,AssetBundles/cue/cv-10213.b#stream=49:mission_complete_4,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,49,48,79e311aed828308dd153b4ef26c47c1cce79242ef4fb74707db218357dd2d567,ST_LOUIS_102134_mission_complete_0_mission_complete_4_080d1ca7_S049.wav,500e0155c4d167825a9d935add7f0009c53a1f8047677700d9d0bc6e878dfabd,44100,1,562176,12.747755102040816,PCM_16,NONE,294.2312270214695,199.48214796891233,384.7404673847267,11.371511267649801,-42.66301127073631,9.014920634920635,0.24999999999999997,5,2.82,-17.0180807264695,45,4.99172447793781,590
