source_code	locator	spine_ordinal	spine_idref	image_member	image_sha256	image_bytes	width	height	verified_derivative_wrapper
UA	UA:s0131	131	image131	OPS/images/08_880719_880264_1_131_001.jpg	c92cac04f47e2cc01c361f0a7270e8dec96662fbb9ed61e9e416889fc2512eb1	547983	1019	1600	OPS/pages/page0131.xhtml
UA	UA:s0132	132	image132	OPS/images/08_880719_880264_1_132_001.jpg	3caa784ae002885d4dc17aabc1c0d0bf3f4dc531d00620537ac25871dca5b92f	560838	1019	1600	OPS/pages/page0132.xhtml
UA	UA:s0133	133	image133	OPS/images/08_880719_880264_1_133_001.jpg	37c73551e8a79b4d0faf8fa3564d31ee145787d6505891fd9eb323d39c1a4c54	535793	1019	1600	OPS/pages/page0133.xhtml
UA	UA:s0134	134	image134	OPS/images/08_880719_880264_1_134_001.jpg	c1d552f8b55040caf577bb23d5ca15a5c44536d45b188b2cfe392a2afb6d5dc7	560792	1019	1600	OPS/pages/page0134.xhtml
UA	UA:s0135	135	image135	OPS/images/08_880719_880264_1_135_001.jpg	65f5a6149341262067cdb70ff72b5dfa7853546e7f2a562d56686c805f61a4de	557473	1019	1600	OPS/pages/page0135.xhtml
UA	UA:s0136	136	image136	OPS/images/08_880719_880264_1_136_001.jpg	9557c0b06fb8b563655a3b82e1d6c178e60dd8825ccd1d94ac7c0bd617f38cb6	575170	1019	1600	OPS/pages/page0136.xhtml
UA	UA:s0137	137	image137	OPS/images/08_880719_880264_1_137_001.jpg	80cd16317fba7c55a681aed47de3b56097aa442aca1cef1bcca3098bfab28cba	565811	1019	1600	OPS/pages/page0137.xhtml
UA	UA:s0138	138	image138	OPS/images/08_880719_880264_1_138_001.jpg	62e6d6d943824a0b8f4b61cd948de32dde14d0bbffffeefb542aaec8cc55696c	621202	1019	1600	OPS/pages/page0138.xhtml
UA	UA:s0139	139	image139	OPS/images/08_880719_880264_1_139_001.jpg	083b40a85740a5990ed46ef746c8d9a702a92d5bd5c0182ea03526c102cbf18c	716808	1019	1600	OPS/pages/page0139.xhtml
UA	UA:s0140	140	image140	OPS/images/08_880719_880264_1_140_001.jpg	032ac109b5bad9844c75c0f430e41ce540e1600080b0304809251b8d37a71559	584918	1019	1600	OPS/pages/page0140.xhtml
UA	UA:s0141	141	image141	OPS/images/08_880719_880264_1_141_001.jpg	8034646692eff59d0761536410ca77a3c85fea91b249a0aa57f23a7e797ab53b	418260	1019	1600	OPS/pages/page0141.xhtml
UA	UA:s0142	142	image142	OPS/images/08_880719_880264_1_142_001.jpg	5a276ae728f7925d3b6429361b920f248b8ac79562a0e407f541ba7cc93f3f5a	612956	1019	1600	OPS/pages/page0142.xhtml
UA	UA:s0143	143	image143	OPS/images/08_880719_880264_1_143_001.jpg	73eeced4eb48a0673035f811741e8b5ac821b5b1fdcb9d57a60298ff61e2fb08	698526	1019	1600	OPS/pages/page0143.xhtml
UA	UA:s0144	144	image144	OPS/images/08_880719_880264_1_144_002.jpg	86447f5871378f3a1c50680ea04e9a5ea76a859ec62a0a0a1adf4517180a3128	714284	1019	1600	OPS/pages/page0144.xhtml
UA	UA:s0145	145	image145	OPS/images/08_880719_880264_1_145_001.jpg	eef8e5fd63b348d2f64bfbb4cc6dd4d263b75547cc78a1caf68c44c98bc68e97	660802	1019	1600	OPS/pages/page0145.xhtml
UA	UA:s0146	146	image146	OPS/images/08_880719_880264_1_146_001.jpg	38e9bffc35424207b9a2e493d2797d7eb7d5ce3b16f1116b633c82a3da17829e	659901	1019	1600	OPS/pages/page0146.xhtml
UA	UA:s0147	147	image147	OPS/images/08_880719_880264_1_147_001.jpg	9d3d3bbd47e02fae8bb7fb42b815e327316a3ab0fd6cd50c4c9b365d94dc9231	662709	1019	1600	OPS/pages/page0147.xhtml
UA	UA:s0148	148	image148	OPS/images/08_880719_880264_1_148_001.jpg	d1146d21a4930ecfa822c503b78d867eae31759f00083d2222e561c35b0f4926	622948	1019	1600	OPS/pages/page0148.xhtml
UA	UA:s0149	149	image149	OPS/images/08_880719_880264_1_149_001.jpg	98e353c62fc4d88bd2d93f366d17c0bf97a220eedcfe35d5f3a5eabe617e81dd	691608	1019	1600	OPS/pages/page0149.xhtml
UA	UA:s0150	150	image150	OPS/images/08_880719_880264_1_150_001.jpg	100d6c5f18e9efbcde32db354cfd807dd2a6aaca1a509b5a8048c0beecb2a2da	607117	1019	1600	OPS/pages/page0150.xhtml
UA	UA:s0151	151	image151	OPS/images/08_880719_880264_1_151_001.jpg	eccdb7072d071ca5a21e32cef4ef3d7efe97fea180ccbdad6ee2e9d39c05c845	641558	1019	1600	OPS/pages/page0151.xhtml
UA	UA:s0152	152	image152	OPS/images/08_880719_880264_1_152_002.jpg	5afb32ff880870abd8d3538aab7067ad4e9af59df39a785e77eec84c52b4e331	679361	1019	1600	OPS/pages/page0152.xhtml
UA	UA:s0153	153	image153	OPS/images/08_880719_880264_1_153_002.jpg	77db2adce3f589b514d6a91f311eaa6807ca8ed9fb4ec383b8b10bf3f702a0ce	677492	1019	1600	OPS/pages/page0153.xhtml
UA	UA:s0154	154	image154	OPS/images/08_880719_880264_1_154_001.jpg	cf872826e4b8508bef83952e409283b3119f5c91283581f7d7a6c0451c2006f2	676408	1019	1600	OPS/pages/page0154.xhtml
UA	UA:s0155	155	image155	OPS/images/08_880719_880264_1_155_001.jpg	0c0aef3c33695c1387a635f30110dff6e4e4dc92ff79f370b824dca85059c50b	683008	1019	1600	OPS/pages/page0155.xhtml
UA	UA:s0156	156	image156	OPS/images/08_880719_880264_1_156_001.jpg	7dac0b0cd2fc4c82591e76f2c7524c83586832ce8d1417a4173c2af5a1d432e9	653772	1019	1600	OPS/pages/page0156.xhtml
UA	UA:s0157	157	image157	OPS/images/08_880719_880264_1_157_001.jpg	79802c706c99b6184c91ea5b022742b81605747fec306cf436b0f6289fad5a10	663512	1019	1600	OPS/pages/page0157.xhtml
UA	UA:s0158	158	image158	OPS/images/08_880719_880264_1_158_002.jpg	d84de51b1d91bf529461a85b474bbcc6769ff758f07fcd59dcddddd5c2d79000	644290	1019	1600	OPS/pages/page0158.xhtml
UA	UA:s0159	159	image159	OPS/images/08_880719_880264_1_159_002.jpg	6046311b2c012dae065441bbfc6658361d17d4f0f99a4c1447f7b6129defb2dd	700891	1019	1600	OPS/pages/page0159.xhtml
UA	UA:s0160	160	image160	OPS/images/08_880719_880264_1_160_001.jpg	24bc2f2e4a785ecad1abdb369bc625285ba69079c3fa8b4d763e979f144f3861	538897	1019	1600	OPS/pages/page0160.xhtml
UA	UA:s0161	161	image161	OPS/images/08_880719_880264_1_161_001.jpg	2b38d00516cc282abd4a733cb5d7bf40033a15877fe3e6d39fca9161547a2dce	545110	1019	1600	OPS/pages/page0161.xhtml
UA	UA:s0162	162	image162	OPS/images/08_880719_880264_1_162_001.jpg	efb30e29cbce34b0dec2038b3460063e3737909187af208847e98fb02ed841ce	562136	1019	1600	OPS/pages/page0162.xhtml
UA	UA:s0163	163	image163	OPS/images/08_880719_880264_1_163_001.jpg	34ceaa410832c9f7a9a4378faca47d307670d2b85820784d01c7c7fb5ae06a16	347028	1019	1600	OPS/pages/page0163.xhtml
UA	UA:s0164	164	image164	OPS/images/08_880719_880264_1_164_001.jpg	af5c3718a9fefd0676daa83cf859a0cca86bcbb9dc950e0de84d87ede85c3cef	579217	1019	1600	OPS/pages/page0164.xhtml
UA	UA:s0165	165	image165	OPS/images/08_880719_880264_1_165_001.jpg	43a92c022496d0505ff6254d8c1f6b09afadadfaf575b774ffaedc429b581895	427443	1019	1600	OPS/pages/page0165.xhtml
UA	UA:s0166	166	image166	OPS/images/08_880719_880264_1_166_001.jpg	a63049c07e198943610d2411a03e073962d9cc8f7288de14b870f2747bcf8512	402972	1019	1600	OPS/pages/page0166.xhtml
UA	UA:s0167	167	image167	OPS/images/08_880719_880264_1_167_001.jpg	ffa8422a2490136e007fcb829ecb128c5205d7d7a42a91d89ad1742ba6d9e8d4	368230	1019	1600	OPS/pages/page0167.xhtml
UA	UA:s0168	168	image168	OPS/images/08_880719_880264_1_168_001.jpg	6546d0d38dd273a51f5b93da5a90f30f112866d2f7ff14e980433cd624fdd1d6	510644	1019	1600	OPS/pages/page0168.xhtml
UA	UA:s0169	169	image169	OPS/images/08_880719_880264_1_169_001.jpg	1bbe76560bd4f26d4a09faaac8ee553c25076f9dea9994ad624f44093823bf21	523138	1019	1600	OPS/pages/page0169.xhtml
UA	UA:s0170	170	image170	OPS/images/08_880719_880264_1_170_001.jpg	fcbc7317baba9df85e04218287242a1e4edcd96cac6ebb3c99feb153d21962a8	623666	1019	1600	OPS/pages/page0170.xhtml
UA	UA:s0171	171	image171	OPS/images/08_880719_880264_1_171_001.jpg	19e1ff9e14fe6118d0f76626f4336bdaf6ae94d37190b0700db9937f74a4baeb	556485	1019	1600	OPS/pages/page0171.xhtml
UA	UA:s0172	172	image172	OPS/images/08_880719_880264_1_172_001.jpg	13d2a5f70e6cbdbc5ec3a7893b4172633abbad07778336d172ba2f7370fcf160	512139	1019	1600	OPS/pages/page0172.xhtml
UA	UA:s0173	173	image173	OPS/images/08_880719_880264_1_173_001.jpg	2a9f0943c54dfd94d4ef36c4821e14762c05771556b2b8d46a34aa7d20874e07	508260	1019	1600	OPS/pages/page0173.xhtml
UA	UA:s0174	174	image174	OPS/images/08_880719_880264_1_174_001.jpg	b96bbde12942f5719f1d394bac0f1d0c89d64cca919d20e3439a67b62a355f21	527315	1019	1600	OPS/pages/page0174.xhtml
UA	UA:s0175	175	image175	OPS/images/08_880719_880264_1_175_001.jpg	f6249d62f3498ec50cd209a9d76334d3669e06c8b6819b399576a48fadab0fc7	321444	1019	1600	OPS/pages/page0175.xhtml
UA	UA:s0176	176	image176	OPS/images/08_880719_880264_1_176_001.jpg	ea860c047983c778e9fde29d64dbe1fcc26e256824b2f9755022979da7f1a519	544964	1019	1600	OPS/pages/page0176.xhtml
UA	UA:s0177	177	image177	OPS/images/08_880719_880264_1_177_001.jpg	67275894a76bee300b7a3eeab3ec059407249e637f308e0612d7ff16116062b6	422611	1019	1600	OPS/pages/page0177.xhtml
UA	UA:s0178	178	image178	OPS/images/08_880719_880264_1_178_001.jpg	c69c79837c1c9dece1bfaa54bc4cc8cf9f2d8d6e013eca5698323e3aef011542	477582	1019	1600	OPS/pages/page0178.xhtml
UA	UA:s0179	179	image179	OPS/images/08_880719_880264_1_179_001.jpg	be9ddac2dfba94161c66664fda86379f4490ec303761273506ef80c7b727dddf	481897	1019	1600	OPS/pages/page0179.xhtml
UA	UA:s0180	180	image180	OPS/images/08_880719_880264_1_180_001.jpg	1e656792c69d02dddf9287f2c26e36b88d9780105a3bcd08c70d3f4452fd0838	474889	1019	1600	OPS/pages/page0180.xhtml
UA	UA:s0181	181	image181	OPS/images/08_880719_880264_1_181_001.jpg	2d7cda6b246dbf4bf2924af4c9869a242c88e15a68331bdbbcad9a1758ffe03b	486130	1019	1600	OPS/pages/page0181.xhtml
UA	UA:s0182	182	image182	OPS/images/08_880719_880264_1_182_001.jpg	2c356243e50b5216c576a1710909204a218c7b54748c3fbceec549306804af2a	508428	1019	1600	OPS/pages/page0182.xhtml
UA	UA:s0183	183	image183	OPS/images/08_880719_880264_1_183_001.jpg	6c793ff61dc39550ce82608ab8a656d38cf1b5ab2ad630c46082715721dfdd2f	500112	1019	1600	OPS/pages/page0183.xhtml
UA	UA:s0184	184	image184	OPS/images/08_880719_880264_1_184_001.jpg	7a5cea4cfdea647e2aaba30c6558feb1b115eb287903c88fbdf14ea52f485370	404500	1019	1600	OPS/pages/page0184.xhtml
UA	UA:s0185	185	image185	OPS/images/08_880719_880264_1_185_001.jpg	3ba13a845c6769a18362df93c95e13650199407da2e942784ce3f98deae4e25a	577870	1019	1600	OPS/pages/page0185.xhtml
UA	UA:s0186	186	image186	OPS/images/08_880719_880264_1_186_001.jpg	b1784461b291bfc18df4f973429c29f661e93dc25329aaf5691df3c7447ca7af	547512	1019	1600	OPS/pages/page0186.xhtml
UA	UA:s0187	187	image187	OPS/images/08_880719_880264_1_187_001.jpg	a511934aad26f6dfef0bb21c43912704c6599303ede414f67ef76ba0990f8eb6	367837	1019	1600	OPS/pages/page0187.xhtml
UA	UA:s0188	188	image188	OPS/images/08_880719_880264_1_188_001.jpg	81b0dbac65cb0fa1ca576704d82c59cb4f58d7fa3fc8964dbf2e4bd95c362495	527570	1019	1600	OPS/pages/page0188.xhtml
UA	UA:s0189	189	image189	OPS/images/08_880719_880264_1_189_001.jpg	b92379b6200ec849b1f106a2a1b4e102cf6495728fef38f6e88c8b6793c3096c	415671	1019	1600	OPS/pages/page0189.xhtml
UA	UA:s0190	190	image190	OPS/images/08_880719_880264_1_190_001.jpg	843a723b8a606f3c05d3b9f63f65236384a0e08b8d15af127a35b56d797cac09	584766	1019	1600	OPS/pages/page0190.xhtml
UA	UA:s0191	191	image191	OPS/images/08_880719_880264_1_191_002.jpg	eaba5510dbb2840d0283830f7ca4c74fe33bff7698673f06c3b565911a1a82b3	550372	1019	1600	OPS/pages/page0191.xhtml
UA	UA:s0192	192	image192	OPS/images/08_880719_880264_1_192_001.jpg	1afa10b264d80fd3f4d64dfb72977e85ff11084006e9b65abd9d239d55b0bcd8	555188	1019	1600	OPS/pages/page0192.xhtml
UA	UA:s0193	193	image193	OPS/images/08_880719_880264_1_193_001.jpg	30cc7476062aeceb5577fc396b15e514807bf501f281f4a6419c551e77f405de	486637	1019	1600	OPS/pages/page0193.xhtml
UA	UA:s0194	194	image194	OPS/images/08_880719_880264_1_194_001.jpg	3a1c5b825afe2e718e5b15f426e0b322a7b98b77442b6fd4adff980682488fe4	490092	1019	1600	OPS/pages/page0194.xhtml
UA	UA:s0195	195	image195	OPS/images/08_880719_880264_1_195_001.jpg	d632f93b1890db9b77bc001837bc4436e436fb67064e607ef777218a99d38a61	452668	1019	1600	OPS/pages/page0195.xhtml
UA	UA:s0196	196	image196	OPS/images/08_880719_880264_1_196_001.jpg	b28bb40d87a9a0543cb089a658c2329b910a3a9501221d716eea8b206cc96295	531280	1019	1600	OPS/pages/page0196.xhtml
UA	UA:s0197	197	image197	OPS/images/08_880719_880264_1_197_001.jpg	4c0af80294bdc98e7b216d728aa4f42043dfe6273854f6be157cbedbc256c263	464751	1019	1600	OPS/pages/page0197.xhtml
UA	UA:s0198	198	image198	OPS/images/08_880719_880264_1_198_001.jpg	74ab2896b8b65822e1a241cd8270b1588ea8d3310154528cbd82623e29ad09f4	466916	1019	1600	OPS/pages/page0198.xhtml
UA	UA:s0199	199	image199	OPS/images/08_880719_880264_1_199_001.jpg	0d01328165f6c592a5201774f3fddf050a8231b22d4224325c7afca9986ec7be	513302	1019	1600	OPS/pages/page0199.xhtml
UA	UA:s0200	200	image200	OPS/images/08_880719_880264_1_200_001.jpg	db03ea00e0d9491b52e05074027a6c690ca1ac965b30d02e2af31dd4d6853b9b	478273	1019	1600	OPS/pages/page0200.xhtml
UA	UA:s0201	201	image201	OPS/images/08_880719_880264_1_201_001.jpg	4e798d300ae97a8e71c912f48b3f7c2214252dd2cd096a25307da6250b439aa2	503114	1019	1600	OPS/pages/page0201.xhtml
UA	UA:s0202	202	image202	OPS/images/08_880719_880264_1_202_001.jpg	9fa7c3dd788207fa9d49edbc1a71e1b9c8922853d1ad0b078ce258d84319bb5a	516526	1019	1600	OPS/pages/page0202.xhtml
UA	UA:s0203	203	image203	OPS/images/08_880719_880264_1_203_001.jpg	f6325d581b7a86921a66f8ab060e63c8ef661058f949f58a4e0e519f5573e3f2	538144	1019	1600	OPS/pages/page0203.xhtml
UA	UA:s0204	204	image204	OPS/images/08_880719_880264_1_204_001.jpg	800c1bb3001549e12589729dff6b940ba23ae3a9d6b5ca3f734caffab37750d1	623358	1019	1600	OPS/pages/page0204.xhtml
UA	UA:s0205	205	image205	OPS/images/08_880719_880264_1_205_001.jpg	72efcb03723044362d68fe670c37062eb234e5207359436d25a4cfcee786f626	587886	1019	1600	OPS/pages/page0205.xhtml
UA	UA:s0206	206	image206	OPS/images/08_880719_880264_1_206_001.jpg	5b0e76721b989c2be292027baf46074f709e4dcd7dfb33c98f0cd69baa551f67	556860	1019	1600	OPS/pages/page0206.xhtml
UA	UA:s0207	207	image207	OPS/images/08_880719_880264_1_207_001.jpg	15f3a0b3074f8d021ef085242c8662b94cfa71f2fb76404126d011ee11d47cd9	551955	1019	1600	OPS/pages/page0207.xhtml
UA	UA:s0208	208	image208	OPS/images/08_880719_880264_1_208_001.jpg	920a16ef6b25aae21ead101590b72620a64e3bc9f3750dd624870c13224be890	394577	1019	1600	OPS/pages/page0208.xhtml
UA	UA:s0209	209	image209	OPS/images/08_880719_880264_1_209_001.jpg	e39bbf2d1ee67dc2d11d5cd9fbbbba658f70bb2ce66f00614adbb7bb2c21f0ab	258475	1019	1600	OPS/pages/page0209.xhtml
UA	UA:s0210	210	image210	OPS/images/08_880719_880264_3_210_001.jpg	1f6f81b84f16e051325d1416105ad1b20815b26242bdbc141c2cc3f35333cafd	495253	1019	1600	OPS/pages/page0210.xhtml
UA	UA:s0211	211	image211	OPS/images/08_880719_880264_3_211_001.jpg	d57421609de49e58e2ddea880c3e0c47654ad63757f9990d4293bc3b9797ea08	906641	1019	1600	OPS/pages/page0211.xhtml
UA	UA:s0212	212	image212	OPS/images/08_880719_880264_1_212_001.jpg	efc3db9aafc11167e697e912379c7422789beaad5e504878b98f59a49295b2a5	311454	1019	1600	OPS/pages/page0212.xhtml
UA	UA:s0213	213	image213	OPS/images/08880719880264315501_copyright.jpg	0188c4081d89eb87370ea89467b83a0113fbcba214dae59825d523b0fd12f8b5	136096	1019	1600	OPS/pages/page0213.xhtml
UA	UA:s0214	214	image214	OPS/images/08_880719_880264_3_ill_01_001.jpg	aff79eb21991919bfb730acc0a4151d9f2f81abeda2ee4b1c5b33a87bf59869c	232369	1019	1600	OPS/pages/page0214.xhtml
UA	UA:s0215	215	image215	OPS/images/08_880719_880264_3_ill_02_001.jpg	cdadb73fd12c48a3222014ee46d1313c3a7d6bb08d718d63a46f5ab128bd05ca	365308	1019	1600	OPS/pages/page0215.xhtml
UA	UA:s0216	216	image216	OPS/images/08_880719_880264_3_ill_03_001.jpg	4f75bd4f7ffc3031f2b42fb7ae0e266aac66970c854331d8a7fe242b6ad31730	565358	1019	1600	OPS/pages/page0216.xhtml
UA	UA:s0217	217	image217	OPS/images/08_880719_880264_3_ill_04_001.jpg	11ec7220719dd7bd6f0e96131947a93f943236bb6bd6130d007df8b557a901ba	559168	1019	1600	OPS/pages/page0217.xhtml
UAN	UAN:s0001	1	image001	OPS/images/08882128880264315501_cover.jpg	0e23b5ed40dd824f88151735edc268e6f3abe1b308f90986c0d92b374f50138f	1226049	1019	1600	OPS/pages/page0001.xhtml
UAN	UAN:s0002	2	image002	OPS/images/08_882128_880264_1_dorigin_01_001.jpg	831a447091d3cf86d46bbc6435572ea14f15a826e72a066012c8acfcd550b22a	32573	1019	1600	OPS/pages/page0002.xhtml
UAN	UAN:s0003	3	image003	OPS/images/08_882128_880264_1_003_001.jpg	97f0ac0684015f8b72f0d7e0d4aac4ad97903d0f26c1ebe9bb605519f3ddc594	1140517	1019	1600	OPS/pages/page0003.xhtml
UAN	UAN:s0004	4	image004	OPS/images/08_882128_880264_1_004_001.jpg	2219bb310ce9a4f2fd8c474779239de1cc7cbd291cc191dd68272acbaf97afde	1121220	1019	1600	OPS/pages/page0004.xhtml
UAN	UAN:s0005	5	image005	OPS/images/08_882128_880264_1_005_001.jpg	f47293e7972afb849a66d2a23866bf587a0d6cd69ec5446c507d55c925573b7a	1152277	1019	1600	OPS/pages/page0005.xhtml
UAN	UAN:s0006	6	image006	OPS/images/08_882128_880264_1_006_001.jpg	c3214bd290ece2fbbc24739b3580bf9da3dab5930746a9153982053c61b9f0d8	556787	1019	1600	OPS/pages/page0006.xhtml
UAN	UAN:s0007	7	image007	OPS/images/08_882128_880264_1_007_001.jpg	f094bb7cb4938866a4d345fdb98cada1487f64dbad02b39fb23e4b2614d94cf1	529269	1019	1600	OPS/pages/page0007.xhtml
UAN	UAN:s0008	8	image008	OPS/images/08_882128_880264_1_008_001.jpg	eb5559b6ecc056bd84ab5f4704caa17bf42971fe993f4917693a88a14624160c	898636	1019	1600	OPS/pages/page0008.xhtml
UAN	UAN:s0009	9	image009	OPS/images/08_882128_880264_1_009_001.jpg	727e4550cd3a4c82bf3210c593c86828a9b063142f434cb8f9501c1ae0025694	500191	1019	1600	OPS/pages/page0009.xhtml
UAN	UAN:s0010	10	image010	OPS/images/08_882128_880264_1_010_001.jpg	0744ce0721a785e7914d69504a1071530493f3fc07e6afe0baaea88ea2550272	297440	1019	1600	OPS/pages/page0010.xhtml
UAN	UAN:s0011	11	image011	OPS/images/08_882128_880264_1_011_001.jpg	6e0486f6cb24396e59bc0dab03a4c07344df8a2671205d8c18ce10402eaa271c	356408	1019	1600	OPS/pages/page0011.xhtml
UAN	UAN:s0012	12	image012	OPS/images/08_882128_880264_1_012_001.jpg	394611541a6a3d66b2d23db6d4da431abd912cda6c80eb9c4bff376ed131005f	575356	1019	1600	OPS/pages/page0012.xhtml
UAN	UAN:s0013	13	image013	OPS/images/08_882128_880264_1_013_001.jpg	5e0c06022ecd3d0f0ec865d6b1e40d352ff0ee7b4c2dbec1d56973abf8f0484b	470449	1019	1600	OPS/pages/page0013.xhtml
UAN	UAN:s0014	14	image014	OPS/images/08_882128_880264_1_014_001.jpg	a409ab10ddf8dfb634d6c054774d1d7af180568b0d9ee8b8614d50982fe6b8ae	611145	1019	1600	OPS/pages/page0014.xhtml
UAN	UAN:s0015	15	image015	OPS/images/08_882128_880264_1_015_001.jpg	f26d456367f5a74bb764674a64e4272a38a70d7a7a4934945fed220bd59135be	495094	1019	1600	OPS/pages/page0015.xhtml
UAN	UAN:s0016	16	image016	OPS/images/08_882128_880264_1_016_001.jpg	d76d7f3692842a4f2889dd7ca8fe55be868b35ace6b5b4ba1ec3a30d63f4f33b	562771	1019	1600	OPS/pages/page0016.xhtml
UAN	UAN:s0017	17	image017	OPS/images/08_882128_880264_1_017_001.jpg	acfc582491bf78b27e44297977099563e49a8705d3b924efbd238cb59456e9e3	711611	1019	1600	OPS/pages/page0017.xhtml
UAN	UAN:s0018	18	image018	OPS/images/08_882128_880264_1_018_001.jpg	c90820985bb9de2ee0fa1bb76cf5a27ea37628cf049f14a2cbee4fcae8e28230	975074	1019	1600	OPS/pages/page0018.xhtml
UAN	UAN:s0019	19	image019	OPS/images/08_882128_880264_1_019_001.jpg	851144b260121d40d95ba1b7dff8e8afd9392ae3c95b0f9da605c861f0f7d268	383093	1019	1600	OPS/pages/page0019.xhtml
UAN	UAN:s0020	20	image020	OPS/images/08_882128_880264_1_020_001.jpg	a3c1943777056da4e5f2edb671d2b0da57f51701745a470d215d3c4319721861	348775	1019	1600	OPS/pages/page0020.xhtml
UAN	UAN:s0021	21	image021	OPS/images/08_882128_880264_1_021_001.jpg	94a189c0a190de3769c3dea29f6169bc2a008c23f7191558bc60b30647bd0d45	181715	1019	1600	OPS/pages/page0021.xhtml
UAN	UAN:s0022	22	image022	OPS/images/08_882128_880264_1_022_001.jpg	17970802e7cf06af9633b5cd2a953a2f87c8280da128ff634e794d6634d4d01e	487588	1019	1600	OPS/pages/page0022.xhtml
UAN	UAN:s0023	23	image023	OPS/images/08_882128_880264_1_023_001.jpg	207251f2f0baecc8a2f589f50065ae796bd466026cfa5a5962fa025ff2558662	531993	1019	1600	OPS/pages/page0023.xhtml
UAN	UAN:s0024	24	image024	OPS/images/08_882128_880264_1_024_001.jpg	c55c1d628831ba0707ebe4edf51b72132d38ae2045da651238e497c77ec13003	500585	1019	1600	OPS/pages/page0024.xhtml
UAN	UAN:s0025	25	image025	OPS/images/08_882128_880264_1_025_001.jpg	8fb16f4fd1bd6316c098d6abd342b23901c3b89c53c2c60e83ad18bf203ab49e	511256	1019	1600	OPS/pages/page0025.xhtml
UAN	UAN:s0026	26	image026	OPS/images/08_882128_880264_1_026_001.jpg	3629153c56c1e1edf22b77287b4fff489fb1d4fd8114dbc1c83ae2770874678f	519543	1019	1600	OPS/pages/page0026.xhtml
UAN	UAN:s0027	27	image027	OPS/images/08_882128_880264_1_027_001.jpg	ef0adc2ec4bb99f70ed5818b64f84932c37dba36a46f86b5a885dab2ca967bd1	517154	1019	1600	OPS/pages/page0027.xhtml
UAN	UAN:s0028	28	image028	OPS/images/08_882128_880264_1_028_001.jpg	17f9a5f11f3cf31b88d0c454fcf738f07b5136187c2c9d5dd568e8d3543a2a75	533741	1019	1600	OPS/pages/page0028.xhtml
UAN	UAN:s0029	29	image029	OPS/images/08_882128_880264_1_029_001.jpg	5665182a1e1200230ba06358951baa667f2319cc4c29bbcc49c2d9de967ef8be	470500	1019	1600	OPS/pages/page0029.xhtml
UAN	UAN:s0030	30	image030	OPS/images/08_882128_880264_1_030_001.jpg	c02b76e2e677f6c62a82e830917ec87e23d2e3c95465448b9c68bb53b5910ade	493566	1019	1600	OPS/pages/page0030.xhtml
UAN	UAN:s0031	31	image031	OPS/images/08_882128_880264_1_031_001.jpg	2c4d3d54bdb44853a1fb86282aaa43252198bfabf8050599200d52db1cb3b712	498331	1019	1600	OPS/pages/page0031.xhtml
UAN	UAN:s0032	32	image032	OPS/images/08_882128_880264_1_032_001.jpg	0708c5c7cad0f804990e176fac2de8c482914fbfeef54026a21d4afd47956c93	511907	1019	1600	OPS/pages/page0032.xhtml
UAN	UAN:s0033	33	image033	OPS/images/08_882128_880264_1_033_001.jpg	65a983e62f30678977643d386bee06e23a3353d7eab51354153d83bc4f69a1fd	477017	1019	1600	OPS/pages/page0033.xhtml
UAN	UAN:s0034	34	image034	OPS/images/08_882128_880264_1_034_001.jpg	0f7a98c3dc31e28aae76d0e72e2328d4a704fd7b3177ceecfa362f8c8ef6c315	604210	1019	1600	OPS/pages/page0034.xhtml
UAN	UAN:s0035	35	image035	OPS/images/08_882128_880264_1_035_001.jpg	e3c9137aecdfbbddb8fb7643d14e39295fb80ef496ff75172f89a27a5bc38353	545449	1019	1600	OPS/pages/page0035.xhtml
UAN	UAN:s0036	36	image036	OPS/images/08_882128_880264_1_036_001.jpg	ef3f85c271dc90b1b6aa2701160fabadb11e57fa89063951f54d18236f0f94dc	526222	1019	1600	OPS/pages/page0036.xhtml
UAN	UAN:s0037	37	image037	OPS/images/08_882128_880264_1_037_001.jpg	cd5821e9d495c6a2b777e61ba8786b917833b66353a52badfc5083f7fbeb4cc5	503500	1019	1600	OPS/pages/page0037.xhtml
UAN	UAN:s0038	38	image038	OPS/images/08_882128_880264_1_038_001.jpg	cf2046e96a06d92cf1dbbeffdb7d761723b463560f46f9ac60ac31f31374f471	589304	1019	1600	OPS/pages/page0038.xhtml
UAN	UAN:s0039	39	image039	OPS/images/08_882128_880264_1_039_001.jpg	6a71177fdf285d9afa4dd4ed15ae9d41ebc5126dd92f1621bca6a920d815b71c	514103	1019	1600	OPS/pages/page0039.xhtml
UAN	UAN:s0040	40	image040	OPS/images/08_882128_880264_1_040_001.jpg	e8c054be9e582bd574745c79186fed945975dde2a1413f15ee328c6746ff06ce	403627	1019	1600	OPS/pages/page0040.xhtml
UAN	UAN:s0041	41	image041	OPS/images/08_882128_880264_1_041_001.jpg	85c2aff8a2354fd3cfcf869bc7f06ad005388f0222390e07aa909610dee3828b	467875	1019	1600	OPS/pages/page0041.xhtml
UAN	UAN:s0042	42	image042	OPS/images/08_882128_880264_1_042_001.jpg	9aefa32dd36c08a2fd8b69675cae43f8bf00b028c16cac74e63413feccbd908f	450329	1019	1600	OPS/pages/page0042.xhtml
