locator_id	volume	chapter	internal_cbz_image_filename	sequential_page_index	printed_page_if_verified	short_japanese_anchor	panel_spread_description	evidence_type	linked_claim_ids	linked_specialist_document	verification_status	locator_priority	source_evidence_id	claim_linkage_basis	confidence	verification_note
AOT-LOC-11-005	V11	第46話 開口				「兵士じゃないだろ…僕らは戦士なんだから」	Bertolt functions as keeper and restorer of the warrior frame.	TF+TI		AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_03_MIKASA_ACKERMAN_LOVE_AGENCY_HOME_AND_MEMORY.md;AOT_04_ARMIN_ARLERT_KNOWLEDGE_IMAGINATION_DIALOGUE_AND_RESPONSIBILITY.md;AOT_05_REINER_BRAUN_ROLE_IDENTITY_GUILT_RECOGNITION_AND_SURVIVAL.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CHAPTER_VERIFIED_PAGE_PENDING	P1	AOT_V11_E005	VOLUME_SPECIALIST_ROUTE	high	Chapter and source object verified; exact image locator not guessed during migration
AOT-LOC-11-006	V11	第46話 開口				「気の毒だと思ったよ」	Bertolt recognized Eren's suffering without abandoning the mission.	TF		AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_03_MIKASA_ACKERMAN_LOVE_AGENCY_HOME_AND_MEMORY.md;AOT_04_ARMIN_ARLERT_KNOWLEDGE_IMAGINATION_DIALOGUE_AND_RESPONSIBILITY.md;AOT_05_REINER_BRAUN_ROLE_IDENTITY_GUILT_RECOGNITION_AND_SURVIVAL.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CHAPTER_VERIFIED_PAGE_PENDING	P1	AOT_V11_E006	VOLUME_SPECIALIST_ROUTE	high	Chapter and source object verified; exact image locator not guessed during migration
AOT-LOC-11-007	V11	第46話 開口				「ただの人殺し」 / 「もう人間じゃねぇ」	Eren moves from conduct-based accountability to withdrawal of human moral membership.	TF+TI		AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_03_MIKASA_ACKERMAN_LOVE_AGENCY_HOME_AND_MEMORY.md;AOT_04_ARMIN_ARLERT_KNOWLEDGE_IMAGINATION_DIALOGUE_AND_RESPONSIBILITY.md;AOT_05_REINER_BRAUN_ROLE_IDENTITY_GUILT_RECOGNITION_AND_SURVIVAL.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CHAPTER_VERIFIED_PAGE_PENDING	P1	AOT_V11_E007	VOLUME_SPECIALIST_ROUTE	high	Chapter and source object verified; exact image locator not guessed during migration
AOT-LOC-11-008	V11	第46話 開口				「お前はこの世界に先があると思うのか？」	Reiner possesses a larger catastrophic model of the Wall world that Eren lacks.	TF+UA		AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_03_MIKASA_ACKERMAN_LOVE_AGENCY_HOME_AND_MEMORY.md;AOT_04_ARMIN_ARLERT_KNOWLEDGE_IMAGINATION_DIALOGUE_AND_RESPONSIBILITY.md;AOT_05_REINER_BRAUN_ROLE_IDENTITY_GUILT_RECOGNITION_AND_SURVIVAL.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CHAPTER_VERIFIED_PAGE_PENDING	P1	AOT_V11_E008	VOLUME_SPECIALIST_ROUTE	medium	Chapter and source object verified; exact image locator not guessed during migration
AOT-LOC-12-001	V12	第47話 子供達				「60年ぐらいだ」 / 「終わらない悪夢」	Ymir remembers long mindless-Titan existence as subjective nightmare.	TF+TI		AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_03_MIKASA_ACKERMAN_LOVE_AGENCY_HOME_AND_MEMORY.md;AOT_04_ARMIN_ARLERT_KNOWLEDGE_IMAGINATION_DIALOGUE_AND_RESPONSIBILITY.md;AOT_05_REINER_BRAUN_ROLE_IDENTITY_GUILT_RECOGNITION_AND_SURVIVAL.md;AOT_07_HISTORIA_YMIR_IDENTITY_SOVEREIGNTY_AND_CHOSEN_OBLIGATION.md;AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CHAPTER_VERIFIED_PAGE_PENDING	P1	AOT_V12_E001	VOLUME_SPECIALIST_ROUTE	high	Chapter and source object verified; exact image locator not guessed during migration
AOT-LOC-12-002	V12	第48話 誰か				「すべてが嘘じゃない！」	Bertolt explicitly confirms genuine comradeship inside deception.	TF		AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_03_MIKASA_ACKERMAN_LOVE_AGENCY_HOME_AND_MEMORY.md;AOT_04_ARMIN_ARLERT_KNOWLEDGE_IMAGINATION_DIALOGUE_AND_RESPONSIBILITY.md;AOT_05_REINER_BRAUN_ROLE_IDENTITY_GUILT_RECOGNITION_AND_SURVIVAL.md;AOT_07_HISTORIA_YMIR_IDENTITY_SOVEREIGNTY_AND_CHOSEN_OBLIGATION.md;AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CHAPTER_VERIFIED_PAGE_PENDING	P1	AOT_V12_E002	VOLUME_SPECIALIST_ROUTE	high	Chapter and source object verified; exact image locator not guessed during migration
AOT-LOC-12-003	V12	第48話 誰か				「誰か僕らを見つけてくれ」	Bertolt seeks recognition of personhood without claiming innocence.	TF+TI		AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_03_MIKASA_ACKERMAN_LOVE_AGENCY_HOME_AND_MEMORY.md;AOT_04_ARMIN_ARLERT_KNOWLEDGE_IMAGINATION_DIALOGUE_AND_RESPONSIBILITY.md;AOT_05_REINER_BRAUN_ROLE_IDENTITY_GUILT_RECOGNITION_AND_SURVIVAL.md;AOT_07_HISTORIA_YMIR_IDENTITY_SOVEREIGNTY_AND_CHOSEN_OBLIGATION.md;AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CHAPTER_VERIFIED_PAGE_PENDING	P1	AOT_V12_E003	VOLUME_SPECIALIST_ROUTE	high	Chapter and source object verified; exact image locator not guessed during migration
AOT-LOC-12-005	V12	第49話 突撃				Erwin continues 「進め!!」 after losing his arm	Erwin subjects his own body to the sacrifice logic he commands.	TF+VF		AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_03_MIKASA_ACKERMAN_LOVE_AGENCY_HOME_AND_MEMORY.md;AOT_04_ARMIN_ARLERT_KNOWLEDGE_IMAGINATION_DIALOGUE_AND_RESPONSIBILITY.md;AOT_05_REINER_BRAUN_ROLE_IDENTITY_GUILT_RECOGNITION_AND_SURVIVAL.md;AOT_07_HISTORIA_YMIR_IDENTITY_SOVEREIGNTY_AND_CHOSEN_OBLIGATION.md;AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CHAPTER_VERIFIED_PAGE_PENDING	P1	AOT_V12_E005	VOLUME_SPECIALIST_ROUTE	high	Chapter and source object verified; exact image locator not guessed during migration
AOT-LOC-12-006	V12	第49話 突撃					Interpretive empathy becomes deliberate psychological injury.	TF+TI		AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_03_MIKASA_ACKERMAN_LOVE_AGENCY_HOME_AND_MEMORY.md;AOT_04_ARMIN_ARLERT_KNOWLEDGE_IMAGINATION_DIALOGUE_AND_RESPONSIBILITY.md;AOT_05_REINER_BRAUN_ROLE_IDENTITY_GUILT_RECOGNITION_AND_SURVIVAL.md;AOT_07_HISTORIA_YMIR_IDENTITY_SOVEREIGNTY_AND_CHOSEN_OBLIGATION.md;AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CHAPTER_VERIFIED_PAGE_PENDING	P1	AOT_V12_E006	VOLUME_SPECIALIST_ROUTE	high	Chapter and source object verified; exact image locator not guessed during migration
AOT-LOC-12-007	V12	第50話 叫び				Mikasa thanks Eren for the scarf; 「何度でも巻いてやる」	The scarf becomes recognition of past gift and promise of repeatable future care.	TF+TI		AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_03_MIKASA_ACKERMAN_LOVE_AGENCY_HOME_AND_MEMORY.md;AOT_04_ARMIN_ARLERT_KNOWLEDGE_IMAGINATION_DIALOGUE_AND_RESPONSIBILITY.md;AOT_05_REINER_BRAUN_ROLE_IDENTITY_GUILT_RECOGNITION_AND_SURVIVAL.md;AOT_07_HISTORIA_YMIR_IDENTITY_SOVEREIGNTY_AND_CHOSEN_OBLIGATION.md;AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CHAPTER_VERIFIED_PAGE_PENDING	P1	AOT_V12_E007	VOLUME_SPECIALIST_ROUTE	high	Chapter and source object verified; exact image locator not guessed during migration
AOT-LOC-12-008	V12	第50話 叫び				Titans attack the Smiling Titan and Reiner calls the power 「座標」	Eren possesses a distinct power capable of coordinating ordinary Titans.	TF		AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_03_MIKASA_ACKERMAN_LOVE_AGENCY_HOME_AND_MEMORY.md;AOT_04_ARMIN_ARLERT_KNOWLEDGE_IMAGINATION_DIALOGUE_AND_RESPONSIBILITY.md;AOT_05_REINER_BRAUN_ROLE_IDENTITY_GUILT_RECOGNITION_AND_SURVIVAL.md;AOT_07_HISTORIA_YMIR_IDENTITY_SOVEREIGNTY_AND_CHOSEN_OBLIGATION.md;AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CHAPTER_VERIFIED_PAGE_PENDING	P1	AOT_V12_E008	VOLUME_SPECIALIST_ROUTE	high	Chapter and source object verified; exact image locator not guessed during migration
AOT-LOC-12-009	V12	第50話 叫び				「お前の声が聞こえちまったからかな」	Ymir answers Bertolt's plea through recognition and chosen debt.			AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_03_MIKASA_ACKERMAN_LOVE_AGENCY_HOME_AND_MEMORY.md;AOT_04_ARMIN_ARLERT_KNOWLEDGE_IMAGINATION_DIALOGUE_AND_RESPONSIBILITY.md;AOT_05_REINER_BRAUN_ROLE_IDENTITY_GUILT_RECOGNITION_AND_SURVIVAL.md;AOT_07_HISTORIA_YMIR_IDENTITY_SOVEREIGNTY_AND_CHOSEN_OBLIGATION.md;AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CHAPTER_VERIFIED_PAGE_PENDING	P1	AOT_V12_E009	VOLUME_SPECIALIST_ROUTE	high	Chapter and source object verified; exact image locator not guessed during migration
AOT-LOC-13-001	V13	第51話 リヴァイ班				「活かすか殺すかは お前次第」	Jean converts Eren's survivor guilt into future responsibility while risking instrumentalization of the dead.	TF+TI		AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_07_HISTORIA_YMIR_IDENTITY_SOVEREIGNTY_AND_CHOSEN_OBLIGATION.md;AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CHAPTER_VERIFIED_PAGE_PENDING	P1	AOT_V13_E001	VOLUME_SPECIALIST_ROUTE	high	Chapter and source object verified; exact image locator not guessed during migration
AOT-LOC-13-003	V13	第51話 リヴァイ班				「つまり巨人の正体は 人間であると」	Levi states the human-Titan implication and experiences retrospective moral injury.	TF+TI		AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_07_HISTORIA_YMIR_IDENTITY_SOVEREIGNTY_AND_CHOSEN_OBLIGATION.md;AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CHAPTER_VERIFIED_PAGE_PENDING	P1	AOT_V13_E003	VOLUME_SPECIALIST_ROUTE	high	Chapter and source object verified; exact image locator not guessed during migration
AOT-LOC-13-004	V13	第52話 クリスタ・レンズ	page0091.jpeg	91		Historia's mother: 「こいつを殺す勇気が…」	Historia's first direct maternal recognition is a wish for her nonexistence.	TF+TI		AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_07_HISTORIA_YMIR_IDENTITY_SOVEREIGNTY_AND_CHOSEN_OBLIGATION.md;AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CANONICAL_DEEP_READING_LOCATOR	P1	AOT_V13_E004	VOLUME_SPECIALIST_ROUTE	high	P1 Doc07 Japanese-primary page backfill verified; exact maternal-recognition scene inspected for specialist publication.
AOT-LOC-13-005	V13	第52話 クリスタ・レンズ	page0099.jpeg	99		「君の名は クリスタ・レンズだ」	Christa is an imposed political identity and condition of survival.	TF		AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_07_HISTORIA_YMIR_IDENTITY_SOVEREIGNTY_AND_CHOSEN_OBLIGATION.md;AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CANONICAL_DEEP_READING_LOCATOR	P1	AOT_V13_E005	VOLUME_SPECIALIST_ROUTE	high	P1 Doc07 Japanese-primary page backfill verified; exact imposed-alias scene inspected for specialist publication.
AOT-LOC-13-006	V13	第53話 狼煙					Forensic body evidence contradicts the robbery narrative and establishes state torture.	VF+SI		AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_07_HISTORIA_YMIR_IDENTITY_SOVEREIGNTY_AND_CHOSEN_OBLIGATION.md;AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CHAPTER_VERIFIED_PAGE_PENDING	P1	AOT_V13_E006	VOLUME_SPECIALIST_ROUTE	high	Chapter and source object verified; exact image locator not guessed during migration
AOT-LOC-13-007	V13	第53話 狼煙				「誰が選ぶ？」	Erwin scales the choice problem into a question of sovereignty.	TF+TI		AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_07_HISTORIA_YMIR_IDENTITY_SOVEREIGNTY_AND_CHOSEN_OBLIGATION.md;AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CHAPTER_VERIFIED_PAGE_PENDING	P1	AOT_V13_E007	VOLUME_SPECIALIST_ROUTE	high	Chapter and source object verified; exact image locator not guessed during migration
AOT-LOC-13-008	V13	第54話 反撃の場所	page0160.jpeg	160		「別にお前は普通だよ」	Eren recognizes Historia without requiring saintliness or political specialness.	TF+TI		AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_07_HISTORIA_YMIR_IDENTITY_SOVEREIGNTY_AND_CHOSEN_OBLIGATION.md;AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CANONICAL_DEEP_READING_LOCATOR	P1	AOT_V13_E008	VOLUME_SPECIALIST_ROUTE	high	P1 Doc07 Japanese-primary page backfill verified; exact Eren/Historia recognition scene inspected for specialist publication.
AOT-LOC-13-009	V13	第54話 反撃の場所				「王政を打倒し」「実権を握る」	Erwin explicitly proposes a coup and acquisition of effective state power.	TF		AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_07_HISTORIA_YMIR_IDENTITY_SOVEREIGNTY_AND_CHOSEN_OBLIGATION.md;AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CHAPTER_VERIFIED_PAGE_PENDING	P1	AOT_V13_E009	VOLUME_SPECIALIST_ROUTE	high	Chapter and source object verified; exact image locator not guessed during migration
AOT-LOC-14-001	V14	第55話 痛み				「部下を人同士の争いに導くような権利は無い」	Pixis separates private agreement from authority to initiate civil war.	TF+TI		AOT_04_ARMIN_ARLERT_KNOWLEDGE_IMAGINATION_DIALOGUE_AND_RESPONSIBILITY.md;AOT_07_HISTORIA_YMIR_IDENTITY_SOVEREIGNTY_AND_CHOSEN_OBLIGATION.md;AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CHAPTER_VERIFIED_PAGE_PENDING	P1	AOT_V14_E001	VOLUME_SPECIALIST_ROUTE	high	Chapter and source object verified; exact image locator not guessed during migration
AOT-LOC-14-002	V14	第55話 痛み				「父の仮説は私の中で真実となり」	Erwin admits motivated conviction preceded empirical proof.	TF+TI		AOT_04_ARMIN_ARLERT_KNOWLEDGE_IMAGINATION_DIALOGUE_AND_RESPONSIBILITY.md;AOT_07_HISTORIA_YMIR_IDENTITY_SOVEREIGNTY_AND_CHOSEN_OBLIGATION.md;AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CHAPTER_VERIFIED_PAGE_PENDING	P1	AOT_V14_E002	VOLUME_SPECIALIST_ROUTE	high	Chapter and source object verified; exact image locator not guessed during migration
AOT-LOC-14-003	V14	第55話 痛み				「俺達第一憲兵が この汚ぇ手で守ってきた」	Sannes presents repression through dirty-hands necessity.	TF+TI		AOT_04_ARMIN_ARLERT_KNOWLEDGE_IMAGINATION_DIALOGUE_AND_RESPONSIBILITY.md;AOT_07_HISTORIA_YMIR_IDENTITY_SOVEREIGNTY_AND_CHOSEN_OBLIGATION.md;AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CHAPTER_VERIFIED_PAGE_PENDING	P1	AOT_V14_E003	VOLUME_SPECIALIST_ROUTE	high	Chapter and source object verified; exact image locator not guessed during migration
AOT-LOC-14-004	V14	第56話 役者				「私の…次の役は 女王ですね」	Historia recognizes queenship as another externally written performance.	TF+TI		AOT_04_ARMIN_ARLERT_KNOWLEDGE_IMAGINATION_DIALOGUE_AND_RESPONSIBILITY.md;AOT_07_HISTORIA_YMIR_IDENTITY_SOVEREIGNTY_AND_CHOSEN_OBLIGATION.md;AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CHAPTER_VERIFIED_PAGE_PENDING	P1	AOT_V14_E004	VOLUME_SPECIALIST_ROUTE	high	Chapter and source object verified; exact image locator not guessed during migration
AOT-LOC-14-005	V14	第57話 切り裂きケニー				「エレンは器であって 交換可能な存在」	Hange reclassifies Eren as a transferable container of power.	TF+SI		AOT_04_ARMIN_ARLERT_KNOWLEDGE_IMAGINATION_DIALOGUE_AND_RESPONSIBILITY.md;AOT_07_HISTORIA_YMIR_IDENTITY_SOVEREIGNTY_AND_CHOSEN_OBLIGATION.md;AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CHAPTER_VERIFIED_PAGE_PENDING	P1	AOT_V14_E005	VOLUME_SPECIALIST_ROUTE	medium-high	Chapter and source object verified; exact image locator not guessed during migration
AOT-LOC-14-006	V14	第57話 切り裂きケニー				「思えば俺の思考はヤツの影響が強い」	Levi explicitly acknowledges Kenny as a formative source of his thinking.	TF		AOT_04_ARMIN_ARLERT_KNOWLEDGE_IMAGINATION_DIALOGUE_AND_RESPONSIBILITY.md;AOT_07_HISTORIA_YMIR_IDENTITY_SOVEREIGNTY_AND_CHOSEN_OBLIGATION.md;AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CHAPTER_VERIFIED_PAGE_PENDING	P1	AOT_V14_E006	VOLUME_SPECIALIST_ROUTE	high	Chapter and source object verified; exact image locator not guessed during migration
AOT-LOC-14-007	V14	第57話 切り裂きケニー				「お前だっててめぇのために殺すだろ？」 / 「ああ」	Levi accepts personal authorship inside institutional violence.	TF+TI		AOT_04_ARMIN_ARLERT_KNOWLEDGE_IMAGINATION_DIALOGUE_AND_RESPONSIBILITY.md;AOT_07_HISTORIA_YMIR_IDENTITY_SOVEREIGNTY_AND_CHOSEN_OBLIGATION.md;AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CHAPTER_VERIFIED_PAGE_PENDING	P1	AOT_V14_E007	VOLUME_SPECIALIST_ROUTE	high	Chapter and source object verified; exact image locator not guessed during migration
AOT-LOC-14-008	V14	第58話 銃声					Armin crosses into deliberate human killing through an act that is tactically defensible and morally injurious.	TF+VF+TI		AOT_04_ARMIN_ARLERT_KNOWLEDGE_IMAGINATION_DIALOGUE_AND_RESPONSIBILITY.md;AOT_07_HISTORIA_YMIR_IDENTITY_SOVEREIGNTY_AND_CHOSEN_OBLIGATION.md;AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CHAPTER_VERIFIED_PAGE_PENDING	P1	AOT_V14_E008	VOLUME_SPECIALIST_ROUTE	high	Chapter and source object verified; exact image locator not guessed during migration
AOT-LOC-15-001	V15	第59話 外道の魂				「お前の手はもう汚れちまった」 / 「ありがとう」	Levi acknowledges Armin's irreversible killing and the life it saved without declaring it morally pure.	TF+TI		AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_04_ARMIN_ARLERT_KNOWLEDGE_IMAGINATION_DIALOGUE_AND_RESPONSIBILITY.md;AOT_07_HISTORIA_YMIR_IDENTITY_SOVEREIGNTY_AND_CHOSEN_OBLIGATION.md;AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md	CHAPTER_VERIFIED_PAGE_PENDING	P1	AOT_V15_E001	VOLUME_SPECIALIST_ROUTE	high	Chapter and source object verified; exact image locator not guessed during migration
AOT-LOC-15-002	V15	第59話 外道の魂				「お前は本当に間違っていたのか？」	Levi refuses hindsight to erase Jean's earlier moral hesitation.	TF+TI		AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_04_ARMIN_ARLERT_KNOWLEDGE_IMAGINATION_DIALOGUE_AND_RESPONSIBILITY.md;AOT_07_HISTORIA_YMIR_IDENTITY_SOVEREIGNTY_AND_CHOSEN_OBLIGATION.md;AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md	CHAPTER_VERIFIED_PAGE_PENDING	P1	AOT_V15_E002	VOLUME_SPECIALIST_ROUTE	high	Chapter and source object verified; exact image locator not guessed during migration
AOT-LOC-15-003	V15	第60話 信頼				「何が事実かを決めるのは王政だ」	The regime claims epistemic sovereignty over public fact.	TF+TI		AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_04_ARMIN_ARLERT_KNOWLEDGE_IMAGINATION_DIALOGUE_AND_RESPONSIBILITY.md;AOT_07_HISTORIA_YMIR_IDENTITY_SOVEREIGNTY_AND_CHOSEN_OBLIGATION.md;AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md	CHAPTER_VERIFIED_PAGE_PENDING	P1	AOT_V15_E003	VOLUME_SPECIALIST_ROUTE	high	Chapter and source object verified; exact image locator not guessed during migration
AOT-LOC-15-004	V15	第61話 回答				「ならば俺はウォール・ローゼ側の人間だ」	Nile redefines institutional allegiance through the population and family the state would sacrifice.	TF+TI		AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_04_ARMIN_ARLERT_KNOWLEDGE_IMAGINATION_DIALOGUE_AND_RESPONSIBILITY.md;AOT_07_HISTORIA_YMIR_IDENTITY_SOVEREIGNTY_AND_CHOSEN_OBLIGATION.md;AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md	CHAPTER_VERIFIED_PAGE_PENDING	P1	AOT_V15_E004	VOLUME_SPECIALIST_ROUTE	high	Chapter and source object verified; exact image locator not guessed during migration
