speaker	target	matrix_status	audit_disposition	matrix_row_count	matrix_row_ids	matrix_pair_form	reverse_row_count	reverse_row_ids	profile_heading_declared	diagnostic_mentions_broad	diagnostic_mentions_direct_target_field	sample_diagnostic_ids	symmetry_state	notes
Theoto Rikka	Rito Oriya	ABSENT_NO_WARRANT	NO_INDEPENDENT_REGISTER	0			1	86-CMR-RM-RIT-THE-01	false	0	0		ONE_DIRECTION_ONLY	No independent directed register is established at the locked source boundary. Reverse direction exists independently and does not authorize this direction.
Theoto Rikka	Erwin Marcel / Marcel	PRESENT	PRESENT_PRE_CMR7	1	86-CMR-RM-THE-MAR-01	EXACT_DYADIC	1	86-CMR-RM-MAR-THE-01	false	2	2	86-CMR-THE-080;86-CMR-THE-081	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Theoto Rikka	Fido	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			1	86-CMR-RM-FID-THE-01	false	2	2	86-CMR-THE-028;86-CMR-THE-083	ONE_DIRECTION_ONLY	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row. Reverse direction exists independently and does not authorize this direction.
Kurena Kukumila	Frederica Rosenfort	PRESENT	PRESENT_PRE_CMR7	2	86-CMR-RM-KUR-FRE-01;86-CMR-RM-KUR-FRE-02	EXACT_DYADIC	1	86-CMR-RM-FRE-KUR-01	true	3	3	86-CMR-KUR-032;86-CMR-KUR-055;86-CMR-KUR-056	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Kurena Kukumila	Shinei Nouzen	PRESENT	PRESENT_PRE_CMR7	4	86-CMR-RM-KUR-SHI-01;86-CMR-RM-KUR-SHI-02;86-CMR-RM-KUR-SHI-03;86-CMR-RM-KUR-SHI-04	EXACT_DYADIC	1	86-CMR-RM-SHI-KUR-01	true	48	40	86-CMR-KUR-001;86-CMR-KUR-003;86-CMR-KUR-005;86-CMR-KUR-006;86-CMR-KUR-007;86-CMR-KUR-008;86-CMR-KUR-018;86-CMR-KUR-019;86-CMR-KUR-020;86-CMR-KUR-028;86-CMR-KUR-031;86-CMR-KUR-032	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Kurena Kukumila	Vladilena Milizé	PRESENT	PRESENT_PRE_CMR7	2	86-CMR-RM-KUR-LEN-01;86-CMR-RM-KUR-LEN-02	EXACT_DYADIC	0		true	15	14	86-CMR-KUR-002;86-CMR-KUR-003;86-CMR-KUR-009;86-CMR-KUR-018;86-CMR-KUR-021;86-CMR-KUR-038;86-CMR-KUR-049;86-CMR-KUR-062;86-CMR-KUR-089;86-CMR-KUR-110;86-CMR-KUR-113;86-CMR-KUR-114	ONE_DIRECTION_ONLY	Independent or analytically decisive speaker-side matrix state is present.
Kurena Kukumila	Raiden Shuga	PRESENT	PRESENT_PRE_CMR7	1	86-CMR-RM-KUR-RAI-01	EXACT_DYADIC	1	86-CMR-RM-RAI-KUR-01	true	11	9	86-CMR-KUR-015;86-CMR-KUR-017;86-CMR-KUR-032;86-CMR-KUR-049;86-CMR-KUR-088;86-CMR-KUR-097;86-CMR-KUR-098;86-CMR-KUR-106;86-CMR-KUR-107;86-CMR-KUR-108;86-CMR-KUR-111	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Kurena Kukumila	Theoto Rikka	PRESENT	PRESENT_PRE_CMR7	2	86-CMR-RM-KUR-THE-01;86-CMR-RM-KUR-THE-02	EXACT_DYADIC	2	86-CMR-RM-THE-KUR-01;86-CMR-RM-THE-KUR-02	true	13	13	86-CMR-KUR-024;86-CMR-KUR-032;86-CMR-KUR-037;86-CMR-KUR-040;86-CMR-KUR-043;86-CMR-KUR-045;86-CMR-KUR-046;86-CMR-KUR-049;86-CMR-KUR-050;86-CMR-KUR-051;86-CMR-KUR-101;86-CMR-KUR-102	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Kurena Kukumila	Anju Emma	PRESENT	PRESENT_PRE_CMR7	2	86-CMR-RM-KUR-ANJ-01;86-CMR-RM-KUR-ANJ-02	EXACT_DYADIC	2	86-CMR-RM-ANJ-KUR-01;86-CMR-RM-ANJ-KUR-02	true	6	5	86-CMR-KUR-017;86-CMR-KUR-038;86-CMR-KUR-089;86-CMR-KUR-095;86-CMR-KUR-096;86-CMR-KUR-121	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Kurena Kukumila	Shiden Iida	PRESENT	PRESENT_PRE_CMR7	1	86-CMR-RM-KUR-SHD-01	EXACT_DYADIC	0		true	1	1	86-CMR-KUR-120	ONE_DIRECTION_ONLY	Independent or analytically decisive speaker-side matrix state is present.
Kurena Kukumila	Ernst Zimmermann	ABSENT_NO_WARRANT	NO_INDEPENDENT_REGISTER	0			0		false	0	0		NO_DIRECTION	No independent directed register is established at the locked source boundary.
Kurena Kukumila	Grethe Wenzel	ABSENT_NO_WARRANT	NO_INDEPENDENT_REGISTER	0			0		false	0	0		NO_DIRECTION	No independent directed register is established at the locked source boundary.
Kurena Kukumila	Annette Penrose	ABSENT_NO_WARRANT	NO_INDEPENDENT_REGISTER	0			0		false	0	0		NO_DIRECTION	No independent directed register is established at the locked source boundary.
Kurena Kukumila	Viktor Idinarohk / Vika	ABSENT_NO_WARRANT	NO_INDEPENDENT_REGISTER	0			0		false	0	0		NO_DIRECTION	No independent directed register is established at the locked source boundary.
Kurena Kukumila	Lerche	ABSENT_NO_WARRANT	NO_INDEPENDENT_REGISTER	0			0		false	0	0		NO_DIRECTION	No independent directed register is established at the locked source boundary.
Kurena Kukumila	Rito Oriya	PRESENT	PRESENT_PRE_CMR7	1	86-CMR-RM-KUR-YNG-01	QUALIFIED_PERSON_TARGET	0		true	1	1	86-CMR-KUR-119	ONE_DIRECTION_ONLY	Independent or analytically decisive speaker-side matrix state is present.
Kurena Kukumila	Erwin Marcel / Marcel	ABSENT_NO_WARRANT	NO_INDEPENDENT_REGISTER	0			0		false	0	0		NO_DIRECTION	No independent directed register is established at the locked source boundary.
Kurena Kukumila	Fido	ABSENT_NO_WARRANT	NO_INDEPENDENT_REGISTER	0			1	86-CMR-RM-FID-KUR-01	false	0	0		ONE_DIRECTION_ONLY	No independent directed register is established at the locked source boundary. Reverse direction exists independently and does not authorize this direction.
Anju Emma	Frederica Rosenfort	PRESENT	PRESENT_PRE_CMR7	2	86-CMR-RM-ANJ-FRE-01;86-CMR-RM-ANJ-FRE-02	EXACT_DYADIC	0		true	6	4	86-CMR-ANJ-022;86-CMR-ANJ-023;86-CMR-ANJ-055;86-CMR-ANJ-084;86-CMR-ANJ-094;86-CMR-ANJ-095	ONE_DIRECTION_ONLY	Independent or analytically decisive speaker-side matrix state is present.
Anju Emma	Shinei Nouzen	PRESENT	PRESENT_PRE_CMR7	2	86-CMR-RM-ANJ-SHI-01;86-CMR-RM-ANJ-SHI-02	EXACT_DYADIC	1	86-CMR-RM-SHI-ANJ-01	true	25	16	86-CMR-ANJ-005;86-CMR-ANJ-006;86-CMR-ANJ-007;86-CMR-ANJ-013;86-CMR-ANJ-014;86-CMR-ANJ-015;86-CMR-ANJ-016;86-CMR-ANJ-018;86-CMR-ANJ-023;86-CMR-ANJ-027;86-CMR-ANJ-029;86-CMR-ANJ-034	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Anju Emma	Vladilena Milizé	PRESENT	PRESENT_PRE_CMR7	1	86-CMR-RM-ANJ-LEN-01	EXACT_DYADIC	0		true	5	5	86-CMR-ANJ-057;86-CMR-ANJ-058;86-CMR-ANJ-060;86-CMR-ANJ-061;86-CMR-ANJ-134	ONE_DIRECTION_ONLY	Independent or analytically decisive speaker-side matrix state is present.
Anju Emma	Raiden Shuga	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	6	1	86-CMR-ANJ-016;86-CMR-ANJ-023;86-CMR-ANJ-055;86-CMR-ANJ-077;86-CMR-ANJ-106;86-CMR-ANJ-122	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Anju Emma	Theoto Rikka	PRESENT	PRESENT_PRE_CMR7	1	86-CMR-RM-ANJ-THE-01	EXACT_DYADIC	2	86-CMR-RM-THE-ANJ-01;86-CMR-RM-THE-ANJ-02	true	12	7	86-CMR-ANJ-007;86-CMR-ANJ-016;86-CMR-ANJ-017;86-CMR-ANJ-020;86-CMR-ANJ-023;86-CMR-ANJ-029;86-CMR-ANJ-051;86-CMR-ANJ-077;86-CMR-ANJ-079;86-CMR-ANJ-120;86-CMR-ANJ-132;86-CMR-ANJ-139	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Anju Emma	Kurena Kukumila	PRESENT	PRESENT_PRE_CMR7	2	86-CMR-RM-ANJ-KUR-01;86-CMR-RM-ANJ-KUR-02	EXACT_DYADIC	2	86-CMR-RM-KUR-ANJ-01;86-CMR-RM-KUR-ANJ-02	true	24	11	86-CMR-ANJ-007;86-CMR-ANJ-009;86-CMR-ANJ-012;86-CMR-ANJ-016;86-CMR-ANJ-023;86-CMR-ANJ-028;86-CMR-ANJ-051;86-CMR-ANJ-056;86-CMR-ANJ-057;86-CMR-ANJ-061;86-CMR-ANJ-077;86-CMR-ANJ-079	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Anju Emma	Shiden Iida	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	3	2	86-CMR-ANJ-057;86-CMR-ANJ-058;86-CMR-ANJ-065	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Anju Emma	Ernst Zimmermann	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	1	0	86-CMR-ANJ-055	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Anju Emma	Grethe Wenzel	PRESENT	ADDED_CMR7	1	86-CMR-RM-ANJ-GRE-01	EXACT_DYADIC	1	86-CMR-RM-GRE-ANJ-01	false	2	1	86-CMR-ANJ-057;86-CMR-ANJ-126	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Anju Emma	Annette Penrose	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	3	1	86-CMR-ANJ-057;86-CMR-ANJ-058;86-CMR-ANJ-088	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Anju Emma	Viktor Idinarohk / Vika	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	1	1	86-CMR-ANJ-092	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Anju Emma	Lerche	ABSENT_NO_WARRANT	NO_INDEPENDENT_REGISTER	0			0		false	0	0		NO_DIRECTION	No independent directed register is established at the locked source boundary.
Anju Emma	Rito Oriya	PRESENT	ADDED_CMR7	1	86-CMR-RM-ANJ-RIT-01	EXACT_DYADIC	1	86-CMR-RM-RIT-ANJ-01	false	1	1	86-CMR-ANJ-051	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Anju Emma	Erwin Marcel / Marcel	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	1	0	86-CMR-ANJ-092	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Anju Emma	Fido	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			1	86-CMR-RM-FID-ANJ-01	false	3	1	86-CMR-ANJ-028;86-CMR-ANJ-078;86-CMR-ANJ-081	ONE_DIRECTION_ONLY	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row. Reverse direction exists independently and does not authorize this direction.
Shiden Iida	Frederica Rosenfort	PRESENT	PRESENT_PRE_CMR7	1	86-CMR-RM-SHD-FRE-01	EXACT_DYADIC	0		true	6	4	86-CMR-SHD-031;86-CMR-SHD-128;86-CMR-SHD-129;86-CMR-SHD-130;86-CMR-SHD-131;86-CMR-SHD-168	ONE_DIRECTION_ONLY	Independent or analytically decisive speaker-side matrix state is present.
Shiden Iida	Shinei Nouzen	PRESENT	PRESENT_PRE_CMR7	4	86-CMR-RM-SHD-SHI-01;86-CMR-RM-SHD-SHI-02;86-CMR-RM-SHD-SHI-03;86-CMR-RM-SHD-SHI-04	EXACT_DYADIC	1	86-CMR-RM-SHI-SHD-01	true	49	39	86-CMR-SHD-005;86-CMR-SHD-006;86-CMR-SHD-007;86-CMR-SHD-008;86-CMR-SHD-009;86-CMR-SHD-010;86-CMR-SHD-011;86-CMR-SHD-013;86-CMR-SHD-034;86-CMR-SHD-041;86-CMR-SHD-043;86-CMR-SHD-044	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Shiden Iida	Vladilena Milizé	PRESENT	PRESENT_PRE_CMR7	6	86-CMR-RM-SHD-LEN-01;86-CMR-RM-SHD-LEN-02;86-CMR-RM-SHD-LEN-03;86-CMR-RM-SHD-LEN-04;86-CMR-RM-SHD-LEN-05;86-CMR-RM-SHD-LEN-06	EXACT_DYADIC	1	86-CMR-RM-LEN-SHD-01	true	49	44	86-CMR-SHD-001;86-CMR-SHD-004;86-CMR-SHD-008;86-CMR-SHD-012;86-CMR-SHD-017;86-CMR-SHD-021;86-CMR-SHD-023;86-CMR-SHD-034;86-CMR-SHD-037;86-CMR-SHD-040;86-CMR-SHD-041;86-CMR-SHD-048	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Shiden Iida	Raiden Shuga	PRESENT	PRESENT_PRE_CMR7	1	86-CMR-RM-SHD-RAI-01	EXACT_DYADIC	0		true	10	5	86-CMR-SHD-017;86-CMR-SHD-031;86-CMR-SHD-042;86-CMR-SHD-127;86-CMR-SHD-143;86-CMR-SHD-145;86-CMR-SHD-154;86-CMR-SHD-155;86-CMR-SHD-156;86-CMR-SHD-168	ONE_DIRECTION_ONLY	Independent or analytically decisive speaker-side matrix state is present.
Shiden Iida	Theoto Rikka	PRESENT	ADDED_CMR7	1	86-CMR-RM-SHD-THE-01	EXACT_DYADIC	0		false	7	3	86-CMR-SHD-042;86-CMR-SHD-052;86-CMR-SHD-157;86-CMR-SHD-168;86-CMR-SHD-169;86-CMR-SHD-170;86-CMR-SHD-173	ONE_DIRECTION_ONLY	Independent or analytically decisive speaker-side matrix state is present.
Shiden Iida	Kurena Kukumila	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			1	86-CMR-RM-KUR-SHD-01	false	5	0	86-CMR-SHD-042;86-CMR-SHD-117;86-CMR-SHD-161;86-CMR-SHD-164;86-CMR-SHD-168	ONE_DIRECTION_ONLY	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row. Reverse direction exists independently and does not authorize this direction.
Shiden Iida	Anju Emma	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	4	0	86-CMR-SHD-042;86-CMR-SHD-127;86-CMR-SHD-164;86-CMR-SHD-168	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Shiden Iida	Ernst Zimmermann	ABSENT_NO_WARRANT	NO_INDEPENDENT_REGISTER	0			0		false	0	0		NO_DIRECTION	No independent directed register is established at the locked source boundary.
Shiden Iida	Grethe Wenzel	ABSENT_NO_WARRANT	NO_INDEPENDENT_REGISTER	0			0		false	0	0		NO_DIRECTION	No independent directed register is established at the locked source boundary.
Shiden Iida	Annette Penrose	ABSENT_NO_WARRANT	NO_INDEPENDENT_REGISTER	0			0		false	0	0		NO_DIRECTION	No independent directed register is established at the locked source boundary.
Shiden Iida	Viktor Idinarohk / Vika	PRESENT	ADDED_CMR7	1	86-CMR-RM-SHD-VIK-01	EXACT_DYADIC	0		false	8	6	86-CMR-SHD-035;86-CMR-SHD-036;86-CMR-SHD-037;86-CMR-SHD-039;86-CMR-SHD-132;86-CMR-SHD-149;86-CMR-SHD-151;86-CMR-SHD-153	ONE_DIRECTION_ONLY	Independent or analytically decisive speaker-side matrix state is present.
Shiden Iida	Lerche	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	1	1	86-CMR-SHD-173	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Shiden Iida	Rito Oriya	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	3	0	86-CMR-SHD-145;86-CMR-SHD-154;86-CMR-SHD-168	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Shiden Iida	Erwin Marcel / Marcel	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	1	0	86-CMR-SHD-168	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Shiden Iida	Fido	PRESENT	ADDED_CMR7	1	86-CMR-RM-SHD-FID-01	EXACT_DYADIC	0		false	3	3	86-CMR-SHD-149;86-CMR-SHD-152;86-CMR-SHD-153	ONE_DIRECTION_ONLY	Independent or analytically decisive speaker-side matrix state is present.
Ernst Zimmermann	Frederica Rosenfort	PRESENT	PRESENT_PRE_CMR7	3	86-CMR-RM-ERN-FRE-01;86-CMR-RM-ERN-FRE-02;86-CMR-RM-ERN-FRE-03	EXACT_DYADIC	2	86-CMR-RM-FRE-ERN-01;86-CMR-RM-FRE-ERN-02	true	68	64	86-CMR-ERN-030;86-CMR-ERN-031;86-CMR-ERN-032;86-CMR-ERN-033;86-CMR-ERN-034;86-CMR-ERN-035;86-CMR-ERN-036;86-CMR-ERN-037;86-CMR-ERN-038;86-CMR-ERN-039;86-CMR-ERN-040;86-CMR-ERN-041	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Ernst Zimmermann	Shinei Nouzen	PRESENT	PRESENT_PRE_CMR7	2	86-CMR-RM-ERN-SHI-01;86-CMR-RM-ERN-SHI-02	EXACT_DYADIC	0		true	61	55	86-CMR-ERN-022;86-CMR-ERN-023;86-CMR-ERN-024;86-CMR-ERN-025;86-CMR-ERN-026;86-CMR-ERN-027;86-CMR-ERN-028;86-CMR-ERN-029;86-CMR-ERN-057;86-CMR-ERN-064;86-CMR-ERN-065;86-CMR-ERN-066	ONE_DIRECTION_ONLY	Independent or analytically decisive speaker-side matrix state is present.
Ernst Zimmermann	Vladilena Milizé	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	7	7	86-CMR-ERN-225;86-CMR-ERN-226;86-CMR-ERN-227;86-CMR-ERN-228;86-CMR-ERN-229;86-CMR-ERN-230;86-CMR-ERN-231	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Ernst Zimmermann	Raiden Shuga	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	16	11	86-CMR-ERN-057;86-CMR-ERN-064;86-CMR-ERN-065;86-CMR-ERN-066;86-CMR-ERN-067;86-CMR-ERN-068;86-CMR-ERN-069;86-CMR-ERN-070;86-CMR-ERN-071;86-CMR-ERN-072;86-CMR-ERN-073;86-CMR-ERN-074	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Ernst Zimmermann	Theoto Rikka	PRESENT	PRESENT_PRE_CMR7	1	86-CMR-RM-ERN-THE-01	EXACT_DYADIC	1	86-CMR-RM-THE-ERN-01	true	37	32	86-CMR-ERN-022;86-CMR-ERN-023;86-CMR-ERN-024;86-CMR-ERN-025;86-CMR-ERN-026;86-CMR-ERN-027;86-CMR-ERN-028;86-CMR-ERN-029;86-CMR-ERN-053;86-CMR-ERN-057;86-CMR-ERN-167;86-CMR-ERN-168	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Ernst Zimmermann	Kurena Kukumila	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	2	0	86-CMR-ERN-057;86-CMR-ERN-227	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Ernst Zimmermann	Anju Emma	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	2	0	86-CMR-ERN-057;86-CMR-ERN-227	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Ernst Zimmermann	Shiden Iida	ABSENT_NO_WARRANT	NO_INDEPENDENT_REGISTER	0			0		false	0	0		NO_DIRECTION	No independent directed register is established at the locked source boundary.
Ernst Zimmermann	Grethe Wenzel	PRESENT	PRESENT_PRE_CMR7	1	86-CMR-RM-ERN-GRE-01	EXACT_DYADIC	1	86-CMR-RM-GRE-ERN-01	true	8	8	86-CMR-ERN-199;86-CMR-ERN-200;86-CMR-ERN-201;86-CMR-ERN-202;86-CMR-ERN-203;86-CMR-ERN-204;86-CMR-ERN-205;86-CMR-ERN-206	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Ernst Zimmermann	Annette Penrose	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	2	2	86-CMR-ERN-225;86-CMR-ERN-226	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Ernst Zimmermann	Viktor Idinarohk / Vika	ABSENT_NO_WARRANT	NO_INDEPENDENT_REGISTER	0			0		false	0	0		NO_DIRECTION	No independent directed register is established at the locked source boundary.
Ernst Zimmermann	Lerche	ABSENT_NO_WARRANT	NO_INDEPENDENT_REGISTER	0			0		false	0	0		NO_DIRECTION	No independent directed register is established at the locked source boundary.
Ernst Zimmermann	Rito Oriya	ABSENT_NO_WARRANT	NO_INDEPENDENT_REGISTER	0			0		false	0	0		NO_DIRECTION	No independent directed register is established at the locked source boundary.
Ernst Zimmermann	Erwin Marcel / Marcel	ABSENT_NO_WARRANT	NO_INDEPENDENT_REGISTER	0			0		false	0	0		NO_DIRECTION	No independent directed register is established at the locked source boundary.
Ernst Zimmermann	Fido	ABSENT_NO_WARRANT	NO_INDEPENDENT_REGISTER	0			0		false	0	0		NO_DIRECTION	No independent directed register is established at the locked source boundary.
Grethe Wenzel	Frederica Rosenfort	PRESENT	PRESENT_PRE_CMR7	1	86-CMR-RM-GRE-FRE-01	EXACT_DYADIC	0		false	21	21	86-CMR-GRE-002;86-CMR-GRE-010;86-CMR-GRE-021;86-CMR-GRE-051;86-CMR-GRE-052;86-CMR-GRE-057;86-CMR-GRE-060;86-CMR-GRE-068;86-CMR-GRE-074;86-CMR-GRE-078;86-CMR-GRE-079;86-CMR-GRE-080	ONE_DIRECTION_ONLY	Independent or analytically decisive speaker-side matrix state is present.
Grethe Wenzel	Shinei Nouzen	PRESENT	PRESENT_PRE_CMR7	3	86-CMR-RM-GRE-SHI-01;86-CMR-RM-GRE-SHI-02;86-CMR-RM-GRE-SHI-03	EXACT_DYADIC	0		true	95	89	86-CMR-GRE-002;86-CMR-GRE-003;86-CMR-GRE-004;86-CMR-GRE-005;86-CMR-GRE-006;86-CMR-GRE-007;86-CMR-GRE-008;86-CMR-GRE-009;86-CMR-GRE-010;86-CMR-GRE-011;86-CMR-GRE-014;86-CMR-GRE-016	ONE_DIRECTION_ONLY	Independent or analytically decisive speaker-side matrix state is present.
Grethe Wenzel	Vladilena Milizé	PRESENT	PRESENT_PRE_CMR7	2	86-CMR-RM-GRE-LEN-01;86-CMR-RM-GRE-LEN-02	EXACT_DYADIC	0		true	82	78	86-CMR-GRE-031;86-CMR-GRE-032;86-CMR-GRE-033;86-CMR-GRE-034;86-CMR-GRE-035;86-CMR-GRE-036;86-CMR-GRE-038;86-CMR-GRE-039;86-CMR-GRE-040;86-CMR-GRE-043;86-CMR-GRE-044;86-CMR-GRE-045	ONE_DIRECTION_ONLY	Independent or analytically decisive speaker-side matrix state is present.
Grethe Wenzel	Raiden Shuga	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	29	22	86-CMR-GRE-003;86-CMR-GRE-005;86-CMR-GRE-010;86-CMR-GRE-032;86-CMR-GRE-037;86-CMR-GRE-048;86-CMR-GRE-051;86-CMR-GRE-052;86-CMR-GRE-053;86-CMR-GRE-061;86-CMR-GRE-063;86-CMR-GRE-064	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Grethe Wenzel	Theoto Rikka	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	9	4	86-CMR-GRE-005;86-CMR-GRE-074;86-CMR-GRE-078;86-CMR-GRE-127;86-CMR-GRE-140;86-CMR-GRE-141;86-CMR-GRE-142;86-CMR-GRE-150;86-CMR-GRE-154	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Grethe Wenzel	Kurena Kukumila	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	13	7	86-CMR-GRE-005;86-CMR-GRE-041;86-CMR-GRE-052;86-CMR-GRE-065;86-CMR-GRE-068;86-CMR-GRE-074;86-CMR-GRE-078;86-CMR-GRE-084;86-CMR-GRE-109;86-CMR-GRE-122;86-CMR-GRE-126;86-CMR-GRE-127	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Grethe Wenzel	Anju Emma	PRESENT	PRESENT_PRE_CMR7	1	86-CMR-RM-GRE-ANJ-01	EXACT_DYADIC	1	86-CMR-RM-ANJ-GRE-01	true	13	12	86-CMR-GRE-006;86-CMR-GRE-065;86-CMR-GRE-068;86-CMR-GRE-074;86-CMR-GRE-078;86-CMR-GRE-080;86-CMR-GRE-084;86-CMR-GRE-099;86-CMR-GRE-109;86-CMR-GRE-112;86-CMR-GRE-127;86-CMR-GRE-133	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Grethe Wenzel	Shiden Iida	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	9	6	86-CMR-GRE-040;86-CMR-GRE-048;86-CMR-GRE-051;86-CMR-GRE-061;86-CMR-GRE-078;86-CMR-GRE-080;86-CMR-GRE-117;86-CMR-GRE-121;86-CMR-GRE-135	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Grethe Wenzel	Ernst Zimmermann	PRESENT	PRESENT_PRE_CMR7	1	86-CMR-RM-GRE-ERN-01	EXACT_DYADIC	1	86-CMR-RM-ERN-GRE-01	true	6	5	86-CMR-GRE-039;86-CMR-GRE-050;86-CMR-GRE-122;86-CMR-GRE-123;86-CMR-GRE-147;86-CMR-GRE-161	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
