canonical_order,story_id,scope,arc_jp,title_jp,scene_count,source_commit,analysis_status,analytical_artifact
1,BA:main:000:001:001,MAIN_V000_C001_E001,プロローグ,,5,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,deep_reading_complete_active_provisional,BLUE_ARCHIVE_MAIN_V000_C001_E001_DEEP_READING.md
2,BA:main:000:001:002,MAIN_V000_C001_E002,プロローグ,,6,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,deep_reading_complete_active_provisional,BLUE_ARCHIVE_MAIN_V000_C001_E002_DEEP_READING.md
145,BA:main:003:003:021,MAIN_V003_C003_E021,エデン条約編,第21話;楽園の名前は（２）,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
146,BA:main:003:003:022,MAIN_V003_C003_E022,エデン条約編,第22話;楽園の名前は（３）,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
147,BA:main:003:003:023,MAIN_V003_C003_E023,エデン条約編,第23話;古聖堂の地下に,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
148,BA:main:003:003:024,MAIN_V003_C003_E024,エデン条約編,第24話;誰の憎しみ,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
149,BA:main:003:003:025,MAIN_V003_C003_E025,エデン条約編,第25話;エピローグ,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
150,BA:main:003:004:001,MAIN_V003_C004_E001,エデン条約編,第1話;プロローグ,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
151,BA:main:003:004:002,MAIN_V003_C004_E002,エデン条約編,第2話;不揃いなティーパーティー,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
152,BA:main:003:004:003,MAIN_V003_C004_E003,エデン条約編,第3話;檻の中のお姫様,3,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
153,BA:main:003:004:004,MAIN_V003_C004_E004,エデン条約編,第4話;夢と蜃気楼の狭間で,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
154,BA:main:003:004:005,MAIN_V003_C004_E005,エデン条約編,第5話;不可解な探求者,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
155,BA:main:003:004:006,MAIN_V003_C004_E006,エデン条約編,第6話;折れてしまった羽,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
156,BA:main:003:004:007,MAIN_V003_C004_E007,エデン条約編,第7話;選択と決断,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
157,BA:main:003:004:008,MAIN_V003_C004_E008,エデン条約編,第8話;「アリウススクワッド」,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
158,BA:main:003:004:009,MAIN_V003_C004_E009,エデン条約編,第9話;アリウス自治区へ（１）,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
159,BA:main:003:004:010,MAIN_V003_C004_E010,エデン条約編,第10話;アリウス自治区へ（２）,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
160,BA:main:003:004:011,MAIN_V003_C004_E011,エデン条約編,第11話;追撃者,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
161,BA:main:003:004:012,MAIN_V003_C004_E012,エデン条約編,第12話;アリウス自治区,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
162,BA:main:003:004:013,MAIN_V003_C004_E013,エデン条約編,第13話;私たちのこれまで,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
163,BA:main:003:004:014,MAIN_V003_C004_E014,エデン条約編,第14話;邂逅,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
164,BA:main:003:004:015,MAIN_V003_C004_E015,エデン条約編,第15話;残されたもの,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
165,BA:main:003:004:016,MAIN_V003_C004_E016,エデン条約編,第16話;地下回廊,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
166,BA:main:003:004:017,MAIN_V003_C004_E017,エデン条約編,第17話;対決,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
167,BA:main:003:004:018,MAIN_V003_C004_E018,エデン条約編,第18話;もう一人の私たち,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
168,BA:main:003:004:019,MAIN_V003_C004_E019,エデン条約編,第19話;無限の可能性,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
169,BA:main:003:004:020,MAIN_V003_C004_E020,エデン条約編,第20話;聖女バルバラ,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
170,BA:main:003:004:021,MAIN_V003_C004_E021,エデン条約編,第21話;至聖所へ,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
171,BA:main:003:004:022,MAIN_V003_C004_E022,エデン条約編,第22話;[ruby=神の子羊]Agnus dei[/ruby],2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
172,BA:main:003:004:023,MAIN_V003_C004_E023,エデン条約編,第23話;少女たちのためのキリエ（１）,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
173,BA:main:003:004:024,MAIN_V003_C004_E024,エデン条約編,第24話;少女たちのためのキリエ（２）,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
174,BA:main:003:004:025,MAIN_V003_C004_E025,エデン条約編,第25話;大切な人,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
175,BA:main:003:004:026,MAIN_V003_C004_E026,エデン条約編,第26話;これからの私たち,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
176,BA:main:003:004:027,MAIN_V003_C004_E027,エデン条約編,第27話;エピローグ,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
177,BA:main:004:001:001,MAIN_V004_C001_E001,カルバノの兎編,第1話;統制不能な特殊部隊,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
178,BA:main:004:001:002,MAIN_V004_C001_E002,カルバノの兎編,第2話;招かれざる客,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
179,BA:main:004:001:003,MAIN_V004_C001_E003,カルバノの兎編,第3話;それぞれの事情,3,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
180,BA:main:004:001:004,MAIN_V004_C001_E004,カルバノの兎編,第4話;別側面の事情,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
181,BA:main:004:001:005,MAIN_V004_C001_E005,カルバノの兎編,第5話;消えない不信,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
182,BA:main:004:001:006,MAIN_V004_C001_E006,カルバノの兎編,第6話;食料調達を始めよう,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
183,BA:main:004:001:007,MAIN_V004_C001_E007,カルバノの兎編,第7話;ニンジン作戦（１）,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
184,BA:main:004:001:008,MAIN_V004_C001_E008,カルバノの兎編,第8話;ニンジン作戦（２）,4,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
185,BA:main:004:001:009,MAIN_V004_C001_E009,カルバノの兎編,第9話;這い寄る影,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
186,BA:main:004:001:010,MAIN_V004_C001_E010,カルバノの兎編,第10話;無所有と焼肉弁当,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
187,BA:main:004:001:011,MAIN_V004_C001_E011,カルバノの兎編,第11話;大雨注意報,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
188,BA:main:004:001:012,MAIN_V004_C001_E012,カルバノの兎編,第12話;雨に濡れた請求書,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
189,BA:main:004:001:013,MAIN_V004_C001_E013,カルバノの兎編,第13話;おいなりさん,3,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
190,BA:main:004:001:014,MAIN_V004_C001_E014,カルバノの兎編,第14話;物々交換,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
191,BA:main:004:001:015,MAIN_V004_C001_E015,カルバノの兎編,第15話;ささやかで確実な敗北,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
192,BA:main:004:001:016,MAIN_V004_C001_E016,カルバノの兎編,第16話;リベート,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
193,BA:main:004:001:017,MAIN_V004_C001_E017,カルバノの兎編,第17話;クローバー作戦（１）,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
194,BA:main:004:001:018,MAIN_V004_C001_E018,カルバノの兎編,第18話;クローバー作戦（２）,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
195,BA:main:004:001:019,MAIN_V004_C001_E019,カルバノの兎編,第19話;大人の時間,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
196,BA:main:004:001:020,MAIN_V004_C001_E020,カルバノの兎編,第20話;狐穴,3,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
197,BA:main:004:002:001,MAIN_V004_C002_E001,カルバノの兎編,第1話;キツネの見る夢,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
198,BA:main:004:002:002,MAIN_V004_C002_E002,カルバノの兎編,第2話;ウサギの見る夢,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
199,BA:main:004:002:003,MAIN_V004_C002_E003,カルバノの兎編,第3話;餌,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
200,BA:main:004:002:004,MAIN_V004_C002_E004,カルバノの兎編,第4話;予期せぬ再会,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
201,BA:main:004:002:005,MAIN_V004_C002_E005,カルバノの兎編,第5話;先輩の影,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
202,BA:main:004:002:006,MAIN_V004_C002_E006,カルバノの兎編,第6話;後輩の苦悩,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
203,BA:main:004:002:007,MAIN_V004_C002_E007,カルバノの兎編,第7話;クーデター,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
204,BA:main:004:002:008,MAIN_V004_C002_E008,カルバノの兎編,第8話;新たな代行,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
205,BA:main:004:002:009,MAIN_V004_C002_E009,カルバノの兎編,第9話;D.U.の新しい朝,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
206,BA:main:004:002:010,MAIN_V004_C002_E010,カルバノの兎編,第10話;制御不能,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
207,BA:main:004:002:011,MAIN_V004_C002_E011,カルバノの兎編,第11話;ブラックコーヒー,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
208,BA:main:004:002:012,MAIN_V004_C002_E012,カルバノの兎編,第12話;決心,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
209,BA:main:004:002:013,MAIN_V004_C002_E013,カルバノの兎編,第13話;衝撃と恐怖,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
210,BA:main:004:002:014,MAIN_V004_C002_E014,カルバノの兎編,第14話;囚人のジレンマ,3,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
211,BA:main:004:002:015,MAIN_V004_C002_E015,カルバノの兎編,第15話;SRTの正義,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
212,BA:main:004:002:016,MAIN_V004_C002_E016,カルバノの兎編,第16話;先生の事情,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
213,BA:main:004:002:017,MAIN_V004_C002_E017,カルバノの兎編,第17話;[ruby=いしゅうやこう]衣繍夜行[/ruby],3,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
214,BA:main:004:002:018,MAIN_V004_C002_E018,カルバノの兎編,第18話;エリートとエリート,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
215,BA:main:004:002:019,MAIN_V004_C002_E019,カルバノの兎編,第19話;アビス,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
216,BA:main:004:002:020,MAIN_V004_C002_E020,カルバノの兎編,第20話;カルバノグの洞窟（１）,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
217,BA:main:004:002:021,MAIN_V004_C002_E021,カルバノの兎編,第21話;カルバノグの洞窟（２）,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
218,BA:main:004:002:022,MAIN_V004_C002_E022,カルバノの兎編,第22話;昨日と明日の私たち,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
219,BA:main:004:002:023,MAIN_V004_C002_E023,カルバノの兎編,第23話;失敗したクーデター,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
220,BA:main:004:002:024,MAIN_V004_C002_E024,カルバノの兎編,第24話;エピローグ,3,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
221,BA:main:005:001:001,MAIN_V005_C001_E001,百花繚乱編,第1話;プロローグ,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
222,BA:main:005:001:002,MAIN_V005_C001_E002,百花繚乱編,第2話;思いがけない出会い（１）,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
223,BA:main:005:001:003,MAIN_V005_C001_E003,百花繚乱編,第3話;思いがけない出会い（２）,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
224,BA:main:005:001:004,MAIN_V005_C001_E004,百花繚乱編,第4話;陰陽部にて,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
225,BA:main:005:001:005,MAIN_V005_C001_E005,百花繚乱編,第5話;自称えり～と少女、登場！,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
226,BA:main:005:001:006,MAIN_V005_C001_E006,百花繚乱編,第6話;次の目的地,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
227,BA:main:005:001:007,MAIN_V005_C001_E007,百花繚乱編,第7話;青春（？）少女（１）,5,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
228,BA:main:005:001:008,MAIN_V005_C001_E008,百花繚乱編,第8話;青春（？）少女（２）,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
229,BA:main:005:001:009,MAIN_V005_C001_E009,百花繚乱編,第9話;[ruby=ふわ]不破[/ruby]レンゲ,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
230,BA:main:005:001:010,MAIN_V005_C001_E010,百花繚乱編,第10話;赤い頬,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
231,BA:main:005:001:011,MAIN_V005_C001_E011,百花繚乱編,第11話;ただの一生徒,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
232,BA:main:005:001:012,MAIN_V005_C001_E012,百花繚乱編,第12話;桐生キキョウと継承戦（１）,3,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
233,BA:main:005:001:013,MAIN_V005_C001_E013,百花繚乱編,第13話;桐生キキョウと継承戦（２）,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
234,BA:main:005:001:014,MAIN_V005_C001_E014,百花繚乱編,第14話;少女の決心,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
235,BA:main:005:001:015,MAIN_V005_C001_E015,百花繚乱編,第15話;遭遇,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
236,BA:main:005:001:016,MAIN_V005_C001_E016,百花繚乱編,第16話;[ruby=ごりょう]御稜[/ruby]ナグサ,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
237,BA:main:005:001:017,MAIN_V005_C001_E017,百花繚乱編,第17話;街を歩く怪談（１）,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
238,BA:main:005:001:018,MAIN_V005_C001_E018,百花繚乱編,第18話;街を歩く怪談（２）,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
239,BA:main:005:001:019,MAIN_V005_C001_E019,百花繚乱編,第19話;花鳥風月部の怪談家（１）,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
240,BA:main:005:001:020,MAIN_V005_C001_E020,百花繚乱編,第20話;花鳥風月部の怪談家（２）,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
241,BA:main:005:001:021,MAIN_V005_C001_E021,百花繚乱編,第21話;それでもあなたに,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
242,BA:main:005:001:022,MAIN_V005_C001_E022,百花繚乱編,第22話;炎に包まれた街,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
243,BA:main:005:001:023,MAIN_V005_C001_E023,百花繚乱編,第23話;偽りの言葉,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
244,BA:main:005:001:024,MAIN_V005_C001_E024,百花繚乱編,第24話;普通のこと,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
245,BA:main:005:001:025,MAIN_V005_C001_E025,百花繚乱編,第25話;今あなたに,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
246,BA:main:005:001:026,MAIN_V005_C001_E026,百花繚乱編,第26話;願いを込めて,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
247,BA:main:100:001:001,MAIN_V100_C001_E001,最終編,第1話;プロローグ,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
248,BA:main:100:001:002,MAIN_V100_C001_E002,最終編,第2話;破局,4,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
249,BA:main:100:001:003,MAIN_V100_C001_E003,最終編,第3話;日常の亀裂（１）,4,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
250,BA:main:100:001:004,MAIN_V100_C001_E004,最終編,第4話;日常の亀裂（２）,5,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
251,BA:main:100:001:005,MAIN_V100_C001_E005,最終編,第5話;日常の亀裂（３）,4,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
252,BA:main:100:001:006,MAIN_V100_C001_E006,最終編,第6話;前兆,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
253,BA:main:100:001:007,MAIN_V100_C001_E007,最終編,第7話;非常対策委員会の招集,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
254,BA:main:100:001:008,MAIN_V100_C001_E008,最終編,第8話;光の到来,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
255,BA:main:100:001:009,MAIN_V100_C001_E009,最終編,第9話;衝突（１）,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
256,BA:main:100:001:010,MAIN_V100_C001_E010,最終編,第10話;衝突（２）,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
257,BA:main:100:001:011,MAIN_V100_C001_E011,最終編,第11話;脱出（１）,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
258,BA:main:100:001:012,MAIN_V100_C001_E012,最終編,第12話;脱出（２）,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
259,BA:main:100:001:013,MAIN_V100_C001_E013,最終編,第13話;[ruby=S.C.H.]シャーレ[/ruby]奪還作戦（１）,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
260,BA:main:100:001:014,MAIN_V100_C001_E014,最終編,第14話;[ruby=S.C.H.]シャーレ[/ruby]奪還作戦（２）,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
261,BA:main:100:001:015,MAIN_V100_C001_E015,最終編,第15話;沈みゆく物語,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
262,BA:main:100:002:001,MAIN_V100_C002_E001,最終編,第1話;色彩の[ruby=きょうどうしゃ]嚮導者[/ruby],3,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
263,BA:main:100:002:002,MAIN_V100_C002_E002,最終編,第2話;作戦会議,7,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
264,BA:main:100:002:003,MAIN_V100_C002_E003,最終編,第3話;作戦準備（１）,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
265,BA:main:100:002:004,MAIN_V100_C002_E004,最終編,第4話;作戦準備（２）,3,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
266,BA:main:100:002:005,MAIN_V100_C002_E005,最終編,第5話;作戦準備（３）,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
267,BA:main:100:002:006,MAIN_V100_C002_E006,最終編,第6話;第1サンクトゥム「アビドス砂漠」,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
268,BA:main:100:002:007,MAIN_V100_C002_E007,最終編,第7話;「山海経」自治区防衛,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
269,BA:main:100:002:008,MAIN_V100_C002_E008,最終編,第8話;「レッドウィンター」自治区防衛,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
270,BA:main:100:002:009,MAIN_V100_C002_E009,最終編,第9話;第2サンクトゥム「ミレニアム郊外の閉鎖地域」,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
271,BA:main:100:002:010,MAIN_V100_C002_E010,最終編,第10話;「百鬼夜行」自治区防衛,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
272,BA:main:100:002:011,MAIN_V100_C002_E011,最終編,第11話;「ゲヘナ」自治区防衛,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
273,BA:main:100:002:012,MAIN_V100_C002_E012,最終編,第12話;第3サンクトゥム「廃墟化した遊園地」,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
274,BA:main:100:002:013,MAIN_V100_C002_E013,最終編,第13話;「トリニティ」自治区防衛（１）,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
275,BA:main:100:002:014,MAIN_V100_C002_E014,最終編,第14話;「トリニティ」自治区防衛（２）,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
276,BA:main:100:002:015,MAIN_V100_C002_E015,最終編,第15話;第4サンクトゥム「カタコンベ内バシリカ」,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
277,BA:main:100:002:016,MAIN_V100_C002_E016,最終編,第16話;「ミレニアム」自治区防衛,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
278,BA:main:100:002:017,MAIN_V100_C002_E017,最終編,第17話;第5サンクトゥム「要塞都市エリドゥ近郊」,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
279,BA:main:100:002:018,MAIN_V100_C002_E018,最終編,第18話;大雪原の中で,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
280,BA:main:100:002:019,MAIN_V100_C002_E019,最終編,第19話;「D.U.シラトリ区」防衛,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
281,BA:main:100:002:020,MAIN_V100_C002_E020,最終編,第20話;最終防衛戦「シャーレ」,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
282,BA:main:100:002:021,MAIN_V100_C002_E021,最終編,第21話;想定外の出会い,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
283,BA:main:100:003:001,MAIN_V100_C003_E001,最終編,第1話;役割,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
284,BA:main:100:003:002,MAIN_V100_C003_E002,最終編,第2話;異変,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
285,BA:main:100:003:003,MAIN_V100_C003_E003,最終編,第3話;方法,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
286,BA:main:100:003:004,MAIN_V100_C003_E004,最終編,第4話;アビドスに在るもの（１）,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
287,BA:main:100:003:005,MAIN_V100_C003_E005,最終編,第5話;アビドスに在るもの（２）,3,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
288,BA:main:100:003:006,MAIN_V100_C003_E006,最終編,第6話;ウトナピシュティムの本船（１）,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
289,BA:main:100:003:007,MAIN_V100_C003_E007,最終編,第7話;ウトナピシュティムの本船（２）,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
290,BA:main:100:003:008,MAIN_V100_C003_E008,最終編,第8話;ブリーフィング,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
291,BA:main:100:003:009,MAIN_V100_C003_E009,最終編,第9話;地上最後の夜,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
292,BA:main:100:003:010,MAIN_V100_C003_E010,最終編,第10話;天上の遥か彼方へ,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
293,BA:main:100:003:011,MAIN_V100_C003_E011,最終編,第11話;はじまりの物語,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
294,BA:main:100:003:012,MAIN_V100_C003_E012,最終編,第12話;「勇者」の資格（１）,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
295,BA:main:100:003:013,MAIN_V100_C003_E013,最終編,第13話;「勇者」の資格（２）,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
296,BA:main:100:003:014,MAIN_V100_C003_E014,最終編,第14話;突入,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
297,BA:main:100:003:015,MAIN_V100_C003_E015,最終編,第15話;アトラ・ハシースの箱舟占領戦,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
298,BA:main:100:003:016,MAIN_V100_C003_E016,最終編,第16話;逆襲,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
299,BA:main:100:004:001,MAIN_V100_C004_E001,最終編,第1話;定められた運命,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
300,BA:main:100:004:002,MAIN_V100_C004_E002,最終編,第2話;抵抗（１）,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
301,BA:main:100:004:003,MAIN_V100_C004_E003,最終編,第3話;抵抗（２）,2,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
302,BA:main:100:004:004,MAIN_V100_C004_E004,最終編,第4話;抵抗（３）,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
303,BA:main:100:004:005,MAIN_V100_C004_E005,最終編,第5話;安易な解,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
304,BA:main:100:004:006,MAIN_V100_C004_E006,最終編,第6話;同等の条件,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
305,BA:main:100:004:007,MAIN_V100_C004_E007,最終編,第7話;同じ状況、同じ選択,3,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
306,BA:main:100:004:008,MAIN_V100_C004_E008,最終編,第8話;あまねく奇跡の始発点,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
307,BA:main:100:004:009,MAIN_V100_C004_E009,最終編,第9話;エピローグ（１）,1,cbe3fd623c2aab9e781ba0ce0483bc77c68bff86,pending,
