locator,spine_ordinal,printed_page,image_member,image_sha256,review_method,reviewer,disposition,content_summary,evidence_ids,reason,uncertainties
UAN:s0086,86,86,OPS/images/08_882128_880264_1_086_001.jpg,4fd094d007f91f526e327ba5c299b98fe9d5db090988341011f896a5a6a17d59,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Tsuburaba solid-air card: exhaled transparent walls, footholds and boxes can break under strong force; support A+ fifth axis, XXX placeholder codename.",SUP-UAN-086-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0087,87,87,OPS/images/08_882128_880264_1_087_001.jpg,1e0073da3b71f656693f621bae3da13fe645484c8db10192895d86f91344b939,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Tsuburaba common-sense support role; respects Todoroki after camp, frequent romance talk with Kaibara/Kuroiro; lung-volume training supports larger barriers, Asui capture causes blushing; sound-blocking cage against Koda and Shishida rescue; undecided codename, profile/quotes.",SUP-UAN-087-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0088,88,88,OPS/images/08_882128_880264_1_088_001.jpg,55eea322467eaaba3afa9d0c40b4cc21d524ad48f09c03ec01e49c21951581f5,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Kodai Size card, touch changes nonliving object sizes for support/walls; cool S personalized rating.",SUP-UAN-088-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0089,89,89,OPS/images/08_882128_880264_1_089_001.jpg,ebeee1aded997ec4f2fab60b55a48c88e6456772c02c6ddf9861d381a8753efc,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Kodai few words/stable face yet not gloomy; happy 'n', tomato delight 'nn', boys' cuteness judgment and discomfort with Monoma; Juliet acting and stage-set support, size potential; Kendo survival relief, Shoda teamwork and Mineta surprise; profile/voice maxims.",SUP-UAN-089-01; SUP-UAN-089-02,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0090,90,90,OPS/images/08_882128_880264_1_090_001.jpg,f656f5a8be325838ae9686dfd1c8acf6f1039edc17f52eeaf6f4a96125543a87,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Kaibara Gyrate card, rotation deflects hits and drills armour; force/speed/technique/intelligence B and harshness of ideas A fifth axis.",SUP-UAN-090-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0091,91,91,OPS/images/08_882128_880264_1_091_001.jpg,8694ad164b77cae4a5b75cb150382b49f1c03b8d12b998a5e1e9b94c4f1e5494,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Kaibara seemingly led by others but respects superior judgment and explicitly refuses disagreement; class straight-man jokes, relaxed Tsuburaba friendship, pushback on Tetsutetsu and fierce Ojiro battle; profile/maxims.",SUP-UAN-091-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0092,92,92,OPS/images/08_882128_880264_1_092_001.jpg,14dd995bac31a32819d75cee6957d65c295cd2621c0d6eb0b88385e9669f3fd2,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Fukidashi Comic card, spoken onomatopoeia manifests and imagination varies attacks; vocabulary E custom axis.",SUP-UAN-092-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0093,93,93,OPS/images/08_882128_880264_1_093_001.jpg,2c00963895537f3815f7f92ac5b16af78930af5631fd05a4309f7f57052cc113,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Fukidashi positive outlook, dream to make children worldwide smile, frequent anime conversation with Pony and attraction to Bibimi; onomatopoeic ordinary speech/reaction to loss, separating wall attack, play production, Momo/Bondo creative affinity; variable height profile/quotes.",SUP-UAN-093-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0094,94,94,OPS/images/08_882128_880264_1_094_001.jpg,a12fb410880dc3beac1b2eae711cc1b99e079c3984ecfd1386e21be4d0ea4cbf,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Awase Weld card: touched things join at molecular level, including living things; immobilization B customized axis.",SUP-UAN-094-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0095,95,95,OPS/images/08_882128_880264_1_095_001.jpg,8e6020f7b67203ba562ba1aeaeb1e68a727d6fcc7212cd4eb741a3e730b63d3e,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Awase profile: factory-family upbringing, supportive work for Monoma and Kendo, internship participation, slight interest in Yaoyorozu, camp rescue and festival moderation episodes, four attributed relationship exchanges, profile data and manga quotations.",SUP-UAN-095-01; SUP-UAN-095-02,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0096,96,96,OPS/images/08_882128_880264_1_096_001.jpg,3b62fb6cf2e6e227765fc6b61cb7c61d5bdcf770914b386915c3a07244374dbf,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Yanagi/Emily hero card with Poltergeist mechanics, multi-object weight limit, long-range type, and five named rating axes.",SUP-UAN-096-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0097,97,97,OPS/images/08_882128_880264_1_097_001.jpg,8da2f5214fffe27c94188ee4cbfdc292c743e5777ed19f24b4376d54ad9a27f2,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Yanagi profile: Kendo friendship, shared later internship agency and pageant costume design, recurring dorm horror-film gatherings, unusual speech glossed by a classmate, joint-training cooperation, attributed peer comments and two manga quotations.",SUP-UAN-097-01; SUP-UAN-097-02,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0098,98,98,OPS/images/08_882128_880264_1_098_001.jpg,52779825cc28fe5eb06be8c45f295637f44f944bcb0875ce87530930cef67498,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Rin/Long Weizi hero card: whole-body scales used as armor or projectiles, close/long-range types, national-style headline and character-specific Chineseness rating.",SUP-UAN-098-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0099,99,99,OPS/images/08_882128_880264_1_099_001.jpg,f6ac650f09c0c5b8ba5ae51f41d4642ae2ec6a8c791991e1b3bceddbfe1d7686,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Rin profile: deliberate use of expected 'aiyaa' expression, scale-production nutrition and cold difficulty, calm joint-training reassessment, attributed conversations with Asui/Pony/Tokage/Ryukyu, origin/profile data and quotations.",SUP-UAN-099-01; SUP-UAN-099-02,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0100,100,100,OPS/images/08_882128_880264_1_100_001.jpg,9eca23c875231865bbbd7108e84a0ff3d2b9415609b358ccbea8b8f0c34961db,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Kamakiri/Jack Mantis close-range hero card, blade generation and shape adaptation, five ratings including sharpness, exaggerated cutting headline.",SUP-UAN-100-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0101,101,101,OPS/images/08_882128_880264_1_101_001.jpg,1fa5f64d802c47f12666751c8d646332e62c7a57cc274a3d79adf1426dbc4e71,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Kamakiri profile: Tetsutetsu training partner, vanguard use, unilateral Bakugo rivalry, cooperation with Bondo, defeat acknowledged through cutting language, peers restrain aggressive talk, profile and manga quotations.",SUP-UAN-101-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0102,102,102,OPS/images/08_882128_880264_1_102_001.jpg,4cc23a46a234210ac4cbfb3a26c3e942f9512d1a293de1907443fa3373d03410,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Bondo/Plamo support hero card: adhesive sprayed from seven facial openings, drying speed adjusted by purpose, five ratings including adhesive strength.",SUP-UAN-102-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0103,103,103,OPS/images/08_882128_880264_1_103_001.jpg,2208e96a259d2fe7e51849b72ad4116fa08749dad4144919cd7bde3e734871dc,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Bondo profile: mild ordinary manner and situational analysis, unfinished giant-model plan with Awase because of time, obstacle-race 25th place, joint-training adhesive use, staged play/relaxed/hobby/Quirk relationship exchanges, profile and quotations.",SUP-UAN-103-01; SUP-UAN-103-02,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0104,104,104,OPS/images/08_882128_880264_1_104_001.jpg,a36367af72f59410759caf28b0d4705153a17425f0e05e3ca7420e6873852500,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Best Jeanist-persona costume column ranks three students each for functionality, design, originality and equipment, with rationales for four winners and staged winner responses. Functionality: Aoyama/Bakugo/Tokage; design: Asui/Rin/Komori; originality: Shiozaki/Monoma/Iida; equipment: Awase/Midoriya/Shoda.",SUP-UAN-104-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0105,105,,OPS/images/08_882128_880264_1_105_001.jpg,a87ede7f4beac9dcda460a4b2717bc1d886bf8bf54dd0537e556f78dfb8a9ce8,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_NO_MATERIAL_ADDITION,Extra Edition I / UA Students Episode divider announces a retrospective of school events and villain battles since admission; no printed folio visible.,,Section divider gives scope and retrospective frame; no new character-specific evidence or episode.,
UAN:s0106,106,106,OPS/images/08_882128_880264_1_106_001.jpg,6458fecf5938c5a8cabea65de7b42199b6ef97dfd65114e67e70add206c6bd51,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Retrospective entrance practical and Quirk-apprehension tests, scoring/combat montage, zero-pointer intervention and expulsion bluff, with Iida framing revision, Aoyama boasting he also could have beaten the gimmick, and Ochako recalling genuine anxiety.",SUP-UAN-106-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0107,107,107,OPS/images/08_882128_880264_1_107_001.jpg,43ac577a61e183f285012142dbf8d80cee78fd81e994a8a61cac0ad86f6a1359,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Retrospective indoor pairs training and USJ: Midoriya/Bakugo clash, recommended entrants, Iida escape and coordinated defense, All Might danger, all students surviving, Kirishima's enthusiasm, Tokoyami's fear and Sato's solitary escape recollection.",SUP-UAN-107-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0108,108,108,OPS/images/08_882128_880264_1_108_001.jpg,2be73b13a377cefb455d157399f8580bc1208008bc53c70b3daaba7bf296ae12,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Sports-festival montage: national self-presentation, Midoriya's late obstacle-race recovery, cavalry headband stakes and improvised teams, tournament and Bakugo's uneasy victory image; Jiro reacts to Midoriya's comeback.",SUP-UAN-108-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0109,109,109,OPS/images/08_882128_880264_1_109_001.jpg,d6ab79a4c8c4bea64f0be1444ac70f0989419dfe3406e6f0c51b2c5bd7735d64,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Work-experience and term-end recap: hero names, direct professional experience, Stain confrontation, Asui pirate-story exchange, all avoid written failure, practical teacher battles, Mina's regret/fear of Nezu, and all proceeding to camp.",SUP-UAN-109-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0110,110,110,OPS/images/08_882128_880264_1_110_001.jpg,1d1c6b05780f2642adeb7500d7b5188a692c77a2f9b499971178040d65cec7af,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Forest attack/Kamino retrospective combines Kota rescue, Dark Shadow rampage, Bakugo abduction and student rescue attempt, night-vision Nomu discovery and disguises, with Shoto's appraisal of Midoriya's recklessness, Asui's empathetic disapproval of leaving hospital, and Yaoyorozu's playful disguise-shop comment.",SUP-UAN-110-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0111,111,111,OPS/images/08_882128_880264_1_111_001.jpg,a0870e361559e8bef0baff00c741fd1c8083d73fa1b5109b132392083f3830b6,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Kamino continuation: Bakugo rejects villain recruitment, students combine powers for aerial rescue, Kirishima offers the hand, rescue succeeds, All Might's final message appears, and a guide-staged Bakugo boast claims he could have escaped alone.",SUP-UAN-111-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0112,112,112,OPS/images/08_882128_880264_1_112_001.jpg,6c11d877960b0dd78fd56dc201050d6219674ad3792aaaaf6949a422fed06d4c,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Provisional-license preparation recap: signature moves and costume revisions, Midoriya struggles with imitating All Might, Hatsume's arms-versus-legs remark prompts the new approach, Shoot Style revealed, peers develop their own techniques, Midoriya retrospectively recognizes All Might's advice.",SUP-UAN-112-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0113,113,113,OPS/images/08_882128_880264_1_113_001.jpg,c5ea189c5acca20e4e0e01db1329d856854a14222d70d7d65407eed500c83fe5,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"License first stage recap: rival schools Shiketsu/Ketsubutsu, customary targeting of UA, cooperative survival, Aoyama laser signal reunites peers, Kaminari protects defeated companions, every Class A student passes this stage and Kaminari recalls relief.",SUP-UAN-113-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0114,114,114,OPS/images/08_882128_880264_1_114_001.jpg,81cbc5e8466b48046eb7555e2b916c2167f26382f277283ecef2c9fd8082d036,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"License second-stage rescue exercise: deduction scoring, situational judgment and role allocation, rescue-client correction, Midoriya reassurance, Gang Orca attack, Shoto/Inasa clash and precarious cooperative recovery; Shoto retrospectively emphasizes adapting to circumstances.",SUP-UAN-114-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0115,115,115,OPS/images/08_882128_880264_1_115_001.jpg,9d9f59015f6107b2faed7cd1abd0a7ef079aae08c3be452695c3a1238731f3ec,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Final license results and remedial-course recap: Class A passes except Bakugo/Shoto, reproduced scores Kaminari61/Sero84/Yaoyorozu94, Bakugo's staged refusal to explain failure, child engagement, warning against looking down on others, ice slide and eventual licenses for both; internal conflict with profile s0037's Yaoyorozu95.",SUP-UAN-115-01; SUP-UAN-115-02,Full recap read; primary V13:p105 later confirms this reproduced94 panel. Profile37's95 remains an explicitly retained discrepancy.,Editorial cause of95/94 mismatch remains unestablished; event presentation is resolved in favor of main-manga94.
UAN:s0116,116,116,OPS/images/08_882128_880264_1_116_001.jpg,53e995638029148a5048775d50dfa521d271174ca79f59339cbaabdc5a7ac236,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Internship introduction: Big Three, Mirio's demonstration and effort-backed advice, All Might/Aizawa assessment imagery, Midoriya recruitment by Nighteye through practical interview and Mirio introduction, first patrol and encounter with Eri/Overhaul; Mirio calls the initial approach a miss despite successful admission.",SUP-UAN-116-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0117,117,117,OPS/images/08_882128_880264_1_117_001.jpg,db457e03979123cb7dc0ae6461b185daf56b194f313ffaafa0ede572deddaf88,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Cross-agency internship team-up: Kirishima/Fat Gum and Ochako/Asui/Ryukyu, classmates admire named web coverage, Nighteye agency request, recognition of blood/cells in a bullet and determination to protect Eri; Kirishima's guide voice morally frames not ignoring a crying child.",SUP-UAN-117-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0118,118,118,OPS/images/08_882128_880264_1_118_001.jpg,fc3108ebee98958408f737616b11e57584f1d7658e3664a0c60c3981294006ad,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Raid route diagram and matchup recap: ordinary surface mansion and underground maze, Ryukyu/Nejire/Ochako/Asui versus Katsukame, Tamaki versus Setsuno/Tabe/Hojo, cooperative surface success and underground three-person restraint; Nighteye's staged no-regret/act-on-certainty comment.",SUP-UAN-118-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0119,119,119,OPS/images/08_882128_880264_1_119_001.jpg,bd734d01ec10199f8208129d861117e1dffbfbdc5324a4a5f655da32c0f9c996,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Raid continuation matchup chart: Fat Gum/Kirishima versus Rappa/Tengai, Mirio versus Overhaul/Chronostasis/Nemoto/Sakaki, Midoriya versus Overhaul; Kirishima's resolve, initial Eri retrieval, victory imagery, Aizawa's genius question about Mirio and Rock Lock's revised praise of Midoriya.",SUP-UAN-119-01; SUP-UAN-119-02,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0120,120,120,OPS/images/08_882128_880264_1_120_001.jpg,5523710888ec7231381f76b6a0cf31aa35414d9f2f9e5f74f67adea86d3752e1,"Every original JPEG viewed at detail=original, in ascending spine order; meaningful Japanese text and visual/panel relationships read directly.",source,REVIEWED_MATERIAL,"School-festival class meeting: many proposed activities, Iida's chair role, peers' praise and Jiro's willingness, division into band/dance/staging, Bakugo's aggressive musical rhetoric.",SUP-UAN-120-01,Readable; profile/editorial/reprint/attributed-voice limits retained in records.,
UAN:s0121,121,121,OPS/images/08_882128_880264_1_121_001.jpg,3108d2a20368cef13af59c30bcf1384d8b06750ceb865cca36bd7f24aa5c1033,"Every original JPEG viewed at detail=original, in ascending spine order; meaningful Japanese text and visual/panel relationships read directly.",source,REVIEWED_MATERIAL,"A month of festival preparation; Mina teaches dance, Jiro leads band practice; Eri visits and wants to know her rescuers; institutional festival description, beauty contest, and other courses' participation.",SUP-UAN-121-01; SUP-UAN-121-02,Readable; profile/editorial/reprint/attributed-voice limits retained in records.,
UAN:s0122,122,122,OPS/images/08_882128_880264_1_122_001.jpg,27adaa83287427d5188b3996603831608e59c6aaf4edd00412330af23d022bdc,"Every original JPEG viewed at detail=original, in ascending spine order; meaningful Japanese text and visual/panel relationships read directly.",source,REVIEWED_MATERIAL,"Festival opening, Eri's smile, Mineta/Kaminari's presented itinerary, Mina's positive performance comment; Midoriya/Gentle battle synopsis and attributed retrospective sympathy.",SUP-UAN-122-01; SUP-UAN-122-02,Readable; profile/editorial/reprint/attributed-voice limits retained in records.,
UAN:s0123,123,123,OPS/images/08_882128_880264_1_123_001.jpg,d53b276633e11f31618571e3cfd104911c35c593afe737e8b08e842bba9c7f6e,"Every original JPEG viewed at detail=original, in ascending spine order; meaningful Japanese text and visual/panel relationships read directly.",source,REVIEWED_MATERIAL,"Festival montage: participatory performance, Class B parody play, athletics, haunted house, crepes, beauty contest and Midoriya's candy-apple surprise for Eri; Aizawa notes Nejire's happiness.",SUP-UAN-123-01,Readable; profile/editorial/reprint/attributed-voice limits retained in records.,
UAN:s0124,124,124,OPS/images/08_882128_880264_1_124_001.jpg,0a6de52e5081857784d0d41c3a9117c624c855633898cf9a62b9eca50a9a6eaa,"Every original JPEG viewed at detail=original, in ascending spine order; meaningful Japanese text and visual/panel relationships read directly.",source,REVIEWED_MATERIAL,"Joint training match 1: team rosters, Shinso's Persona Chords, Shishida power, Kaminari tactic, Class A victory, and attributed spectator/participant reports.",SUP-UAN-124-01; SUP-UAN-124-02,Readable; profile/editorial/reprint/attributed-voice limits retained in records.,
UAN:s0125,125,125,OPS/images/08_882128_880264_1_125_001.jpg,4ae5453a37cd892c1ca7398db71400d9e578c61f3f71a9a6362c3cc010bba4d5,"Every original JPEG viewed at detail=original, in ascending spine order; meaningful Japanese text and visual/panel relationships read directly.",source,REVIEWED_MATERIAL,"Joint match 2: Kuroiro's surprise, Komori mushrooms and lung technique, Momo/Kendo strategies, Hagakure counterattack; Class B win and opposed self-evaluations.",SUP-UAN-125-01; SUP-UAN-125-02,Readable; profile/editorial/reprint/attributed-voice limits retained in records.,
UAN:s0126,126,126,OPS/images/08_882128_880264_1_126_001.jpg,0712327aa0e5c146856732e330a09f17a42a7e380f1264f3a5c253b024b6bd1a,"Every original JPEG viewed at detail=original, in ascending spine order; meaningful Japanese text and visual/panel relationships read directly.",source,REVIEWED_MATERIAL,"Joint match 3: Iida's speed, Shoto/Tetsutetsu heat contest, Shoji/Pony exchange, Sen interruption; draw and Shoto/Honenuki reports on habitual opening and failed allocation.",SUP-UAN-126-01; SUP-UAN-126-02,Readable; profile/editorial/reprint/attributed-voice limits retained in records.,
UAN:s0127,127,127,OPS/images/08_882128_880264_1_127_001.jpg,658f6e77c9f617f06e01f44cb11ef6b18e806811597cbde0a1a74e494a92925c,"Every original JPEG viewed at detail=original, in ascending spine order; meaningful Japanese text and visual/panel relationships read directly.",source,REVIEWED_MATERIAL,"Joint match 4: rosters, Jiro sensing, Tokage split attack, Awase restraints, Bakugo-led team victory; Pony, Bondo, Shoda and Shoto appraisals; Jiro and Tokage reports.",SUP-UAN-127-01; SUP-UAN-127-02,Readable; profile/editorial/reprint/attributed-voice limits retained in records.,
UAN:s0128,128,128,OPS/images/08_882128_880264_1_128_001.jpg,1e83ad44d7a475124c3b2d2f6838d27f3deb9db91dc017fca08a04c13c239dda,"Every original JPEG viewed at detail=original, in ascending spine order; meaningful Japanese text and visual/panel relationships read directly.",source,REVIEWED_MATERIAL,"Joint match 5: Blackwhip loss of control, Shinso stopping it, Ochako combat, Mineta/Shoda exchange, A victory and overall results; Shinso/Midoriya reports and Aizawa/Vlad evaluations.",SUP-UAN-128-01; SUP-UAN-128-02,Readable; profile/editorial/reprint/attributed-voice limits retained in records.,
UAN:s0129,129,,OPS/images/08_882128_880264_1_129_001.jpg,b9ab0ebfaf64c6d621778c41386ed3ec011276ff78eafd11f729167fecb2ac9a,"Every original JPEG viewed at detail=original, in ascending spine order; meaningful Japanese text and visual/panel relationships read directly.",source,REVIEWED_NO_MATERIAL_ADDITION,"Third section divider: NEW HEROES III explicitly includes U.A. Big Three, general/support courses and other-school students as next-generation talent.",,"Full divider text and visual card framing read; no independent character event, so no selective claim required.",
UAN:s0130,130,130,OPS/images/08_882128_880264_1_130_001.jpg,9d235d9c0773a67ec15bcd8229a72da5206b8ad797f03605fbea573bb7f33d57,"Every original JPEG viewed at detail=original, in ascending spine order; meaningful Japanese text and visual/panel relationships read directly.",source,REVIEWED_MATERIAL,"Mirio card: close-combat type, Permeation mechanics and risk framing; power C, speed A+, technique S+, intelligence B, clothing adjustment E.",SUP-UAN-130-01,Readable; profile/editorial/reprint/attributed-voice limits retained in records.,
UAN:s0131,131,131,OPS/images/08_882128_880264_1_131_001.jpg,e9a77480a11892885456820827dd74697ce9ffe519484660983e3501cf8e5d63,"Every original JPEG viewed at detail=original, in ascending spine order; meaningful Japanese text and visual/panel relationships read directly.",source,REVIEWED_MATERIAL,"Mirio developmental profile and Quirk loss; clothing and face-through-ground gag episodes; relationships with Tamaki, Eri, Nighteye and Midoriya; birthday 15 July, 181 cm, O, Chiba; cited hero-name/cape maxims.",SUP-UAN-131-01; SUP-UAN-131-02,Readable; profile/editorial/reprint/attributed-voice limits retained in records.,
UAN:s0132,132,132,OPS/images/08_882128_880264_1_132_001.jpg,de73cda3b641a0c136f0633ce80f4921dc894bcaa314e1cca8b802a45a8db548,"Every original JPEG viewed at detail=original, in ascending spine order; meaningful Japanese text and visual/panel relationships read directly.",source,REVIEWED_MATERIAL,"Tamaki card: close/support role, Manifest reproduces consumed qualities including poison; power A, speed B, technique S, intelligence A, communication E.",SUP-UAN-132-01,Readable; profile/editorial/reprint/attributed-voice limits retained in records.,
UAN:s0133,133,133,OPS/images/08_882128_880264_1_133_001.jpg,6a92410671a082bdfdb047b11fa542230d3dab28add4624e42db6078c4a2d6b0,"Every original JPEG viewed at detail=original, in ascending spine order; meaningful Japanese text and visual/panel relationships read directly.",source,REVIEWED_MATERIAL,"Tamaki anxious yet highly skilled profile, same class A as Nejire while Mirio is B; Mirio reciprocal inspiration and dangerous three-opponent decision; relationships with Mirio/Nejire/Kirishima/Fat Gum; birthday 4 March, 177 cm, AB, Chiba.",SUP-UAN-133-01,Readable; profile/editorial/reprint/attributed-voice limits retained in records.,
UAN:s0134,134,134,OPS/images/08_882128_880264_1_134_001.jpg,673155becadb634de1b2a1215da0b40d3382307ba9156878058ea6a99fd6ec60,"Every original JPEG viewed at detail=original, in ascending spine order; meaningful Japanese text and visual/panel relationships read directly.",source,REVIEWED_MATERIAL,"Nejire ranged-attack card: vitality-powered shock waves, relatively slow but powerful; power A, speed B+, technique A, intelligence B, mysterious-girl S.",SUP-UAN-134-01,Readable; profile/editorial/reprint/attributed-voice limits retained in records.,
UAN:s0135,135,135,OPS/images/08_882128_880264_1_135_001.jpg,ea1b9bf642f2b9a7fe31303ac647588a890c7da441ee5dc86a9c14f4a0a6c9b4,"Every original JPEG viewed at detail=original, in ascending spine order; meaningful Japanese text and visual/panel relationships read directly.",source,REVIEWED_MATERIAL,"Nejire curiosity and direct questions, editorial claim of low interest in answers; adjustable wave twists; final beauty-contest victory; Mirio/Tamaki/Bibimi/Ryukyu relation chart; birthday 6 October, 164 cm, B, Akita.",SUP-UAN-135-01; SUP-UAN-135-02,Readable; profile/editorial/reprint/attributed-voice limits retained in records.,
