locator,spine_ordinal,printed_page,image_member,image_sha256,review_method,reviewer,disposition,content_summary,evidence_ids,reason,uncertainties
UA:s0063,63,63,OPS/images/08_880719_880264_1_063_001.jpg,ba3f8f483dd3f5e9c09943161e7613831571cf5c058ccdd35a142bf109be6295,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Entrance practical recap: intelligence, judgment, mobility, combat; rescue act and points, recommendation entrants exempt; teacher evaluations by Present Mic/Cementoss, Midnight/Thirteen, Recovery Girl.",SUP-UA-063-01,Teacher-voiced institutional interpretation supplies attribution-sensitive context; action/panel facts are manga-derived.,Scripted playback authorship/event status not established.
UA:s0064,64,64,OPS/images/08_880719_880264_1_064_001.jpg,00da1af436f58fd0fafc2892ac2e1f020430ea73502aca0f0d76bb900f77c7c5,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,Quirk assessment recap; Nezu/Aizawa discuss teacher curricular discretion and prior expulsions; Aizawa stresses limited training time; All Might asks about Midoriya's potential and Aizawa gives minimal nonzero judgment.,SUP-UA-064-01; SUP-UA-064-02,Added attributed dialogue clarifies assessment rationale and differs from stronger optimistic interpretation.,Scripted playback authorship/event status not established.
UA:s0065,65,65,OPS/images/08_880719_880264_1_065_001.jpg,aa8636ca7e68be166bc26aa127a73a0d00e81ea27fd4dee94f1c9ea399ac3188,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Quirk-test event winners, running times, full class rankings; Aizawa explains Momo's cannon and vice applications; All Might privately praises Midoriya's limited-injury solution.",SUP-UA-065-01,"Momo's specified instrument strategy clarifies applied inventiveness; rankings and shown manga test outcomes are dependent, state-specific capability measures.",Whether every book-specified event-winner/instrument detail appears in the manga requires precise source comparison.
UA:s0066,66,66,OPS/images/08_880719_880264_1_066_001.jpg,b000b3534fc990bb392e84f6c2e400da8c7aa31a87f22ac73e6c6ac8c402e961,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_DUPLICATE,"Indoor battle exercise: Midoriya/Ochako versus Bakugo/Iida, floor plan, victory rules; Lunch Rush and Thirteen describe Bakugo's noncooperation/anger and heroes' coordinated win.",,"Reviewed all captions/commentary; recap and map restate V02 first battle training, with no distinct material character inference beyond current Midoriya/Bakugo/Iida/Ochako models.",
UA:s0067,67,67,OPS/images/08_880719_880264_1_067_001.jpg,867800c568d708a46d8c5c799842d5a5ba9d7b28d556fe57b1d114c3c1c42b99,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,Shoto/Shoji versus Ojiro/Hagakure and remaining indoor-battle digest; Lunch Rush and Thirteen respond to students' effort with thoughts of extra food and improved USJ preparations.,SUP-UA-067-01,Ordinary professional-care thoughts are distinct book characterization; reprinted match events remain dependent.,"Scripted inner thoughts are book framing, not independently witnessed follow-through."
UA:s0068,68,68,OPS/images/08_880719_880264_1_068_001.jpg,2ea140a5bb7addd27612224ee5703dc7d4745cb610ef25338b1a06fc2bf4534f,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"USJ zone map and combat recap; Present Mic, Midnight, Aizawa and Vlad King distinguish easy student encounters with low-ranking villains from central danger and note Snipe's support.",SUP-UA-068-01,Explicit observer disagreement qualifies strong-student generalizations and maintains unequal-threat context.,No new USJ event is independently established by this commentary.
UA:s0069,69,69,OPS/images/08_880719_880264_1_069_001.jpg,44b4f50a74b81400dbad06ef7701c53cfd5848c053b1ba0dac2dc56140fbf279,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Remaining USJ zones: Ojiro solo hit-and-wait, Tokoyami/Koda opponents, water rescue, Thirteen's combat-experience self-critique; uncertain Aoyama hiding inference; Midnight water-limit comment and All Might fourth-wall wet-scene joke.",SUP-UA-069-01; SUP-UA-069-02; SUP-UA-069-03,Specific capability/decision limits and explicit uncertainty deserve separate treatment; source's conjecture is not converted into concealed-traitor evidence.,Aoyama's whereabouts are expressly conjectural here.; Commentary and gag authorship/continuity not independently established.
UA:s0070,70,70,OPS/images/08_880719_880264_1_070_001.jpg,6507e254d5561f928564d7cdab027ac3beeae411bb455744659adf2a5ceb498f,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_DUPLICATE,"Sports festival oath and obstacle-race recap: robots, Fall, mines; interim placements, Shoto/Bakugo rivalry and Midoriya chase; Present Mic dramatic narration/pun.",,All panels and meaningful commentary reviewed; restates V03–V04 Sports Festival race and known announcer idiom without new independent behavior or revised model responsibility.,
UA:s0071,71,71,OPS/images/08_880719_880264_1_071_001.jpg,cee82d8cf12bcebe3a31dabd4b2171a79a73d0ae1cce43434dcade5416638574,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_DUPLICATE,Obstacle-race result and cavalry battle recap/results; Aizawa acknowledges Midoriya's minefield tactic and Monoma's rational strategy; teacher/announcer comments on leader targeting and escape.,,"Reviewed all scores, pairings, captions and comments; known Sports Festival tactics and role-bound evaluations add no independent occasion beyond current Midoriya/Monoma/Aizawa domains.",
UA:s0072,72,72,OPS/images/08_880719_880264_1_072_001.jpg,d55f01aa5971f3ea37782fc9c974b1d08062b9954ce5be9460ffead6e08072e9,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_DUPLICATE,"Tournament bracket, Ojiro/Shoda withdrawals and Tetsutetsu/Shiozaki advancement; first-round outcomes and Aizawa's concise tactics comments, including Momo's interrupted preparation and Ochako's failed all-in attack.",,"All match text, diagrams and gags reviewed; synopsis of manga tournament does not supply independent motive or later readiness evidence. Aizawa calls Midoriya's escape a finger explosion, preserving his limited knowledge.",
UA:s0073,73,73,OPS/images/08_880719_880264_1_073_001.jpg,90c62880df8888fac0f7ae132cbb544e523ea52c166ce99c11fe0e0645b43f22,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_DUPLICATE,"Quarterfinal, semifinal and final Sports Festival digest; skill/matchup comments, Shoto's selective fire use, Bakugo's unsatisfying victory, final placements.",,"All match prose and visual montage reviewed. Known tactics, Shoto's incomplete state and Bakugo's dissatisfaction are already developed in current dossiers; no independent behavioral occasion.",
UA:s0074,74,74,OPS/images/08_880719_880264_1_074_001.jpg,14f4c1e81f374813ae6db58778d47f927bd72f5ad44690780f74e6fbeb01673c,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Workplace-experience procedure, top ten nomination totals, Aizawa/Midnight on uneven nominations and possible final-match impact, hero-name choices/gags.",SUP-UA-074-01,Separates observed nomination concentration from an explicitly conjectural publicity explanation; preserves teacher guidance and concern about choice.,"Midnight's final-match explanation is a question, not an adjudicated cause."
UA:s0075,75,75,OPS/images/08_880719_880264_1_075_001.jpg,f5434527f640a489c55b118f1d317262d94a97c428d39002e344a470446f3a1c,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Work-experience before/after montage: Bakugo hair correction, Mineta/Mt Lady complaint, Momo/Uwabami advertisement, Ochako martial arts, Kirishima/Fourth Kind physical correction.",SUP-UA-075-01,Preserve Mineta's perspective and comic 'trauma' labeling without treating discomfort as rehabilitation; other outcomes restate manga internships.,Montage does not show Mt Lady's conduct behind Mineta's complaint; comic caption is not a clinical diagnosis.
UA:s0076,76,76,OPS/images/08_880719_880264_1_076_001.jpg,f3e865405fa7574503f995e2dcb784efab47c19b07ce381635f241cb72279425,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution Enlarged small manga-text crop(s) additionally visually inspected.,models,REVIEWED_MATERIAL,Midoriya/Gran Torino Full Cowling progress; Aizawa/Midnight notice changed movement with limited knowledge; Iida regret and attributed teacher conversation about concealed incident and placement oversight.,SUP-UA-076-01; SUP-UA-076-02,Teacher retrospective self-critique and knowledge limits are substantively distinct from the manga action montage.,Aizawa's contemporaneous awareness of Iida's revenge is not established; Midnight's question remains unanswered.; Book commentary's live-event continuity/authorship not established.
UA:s0077,77,77,OPS/images/08_880719_880264_1_077_001.jpg,e0ff5ffa4a0b2c22121faf34fea19b8427328b91d81267893f099a4799f6296b,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Shoto/Endeavor placement and Hosu aid recap; teacher banter about convergence and internship lessons; displayed disciplinary notice for Endeavor, Manual and Gran Torino.",SUP-UA-077-01,Confirmed manga sanction plus explicit named group in UA. Source agent checked V07:p080 and p067; no new independent sanction or contradiction.,
UA:s0078,78,78,OPS/images/08_880719_880264_1_078_001.jpg,0dc1a4db7fe792c5e75515f3546442d79674b03cfc387d776934154c8288a3d4,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Final-exam change from robots to teachers after villain activation; Tsuyu/Tokoyami and Ochako/Aoyama academic assessments, tactical outcomes, Ectoplasm's design purpose and Thirteen's contact with Gunhead.",SUP-UA-078-01; SUP-UA-078-02,Explicit staff information exchange and differentiated assessment purposes enrich institutional/reconstruction context; exam scenes remain dependent.,Teacher dialogue authorship/event status not established; academic rankings apply only to these exams.
UA:s0079,79,79,OPS/images/08_880719_880264_1_079_001.jpg,0842d35119be1be8af5d0da24b72299c7cba82e2d64c62ca5443c92e20d6ac93,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Midoriya/Bakugo practical cooperation and strong academics; All Might's deliberate pairing rationale; Koda/Jiro versus Present Mic, Jiro's improvement after Momo study group, comic respect gap.",SUP-UA-079-01; SUP-UA-079-02,Academic cooperation is ordinary relational evidence; deliberate examiner pairing frames an existing action rather than a new validation event.,Editorial suggestion that Mic's style causes low respect is hedged and is not adopted as a stable peer judgment.
UA:s0080,80,80,OPS/images/08_880719_880264_1_080_001.jpg,096dbd5060da57cc724c57c60a3b1c38edcce99c688a093e7849665bd96f969d,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution Enlarged Snipe panel personally re-viewed; source-agent manga comparison consulted without claiming personal manga viewing.,models,REVIEWED_MATERIAL,"Shoto/Momo, Shoji/Hagakure and Iida/Ojiro academics/practical tests; Momo teaching talent; possible internship-related Iida dip; explicit editorial gate-escape account for Shoji/Hagakure.",SUP-UA-080-01; SUP-UA-080-02,Domain-specific learning distinctions and method-specific editorial account retained. Initial reviewer cuff interpretation corrected: enlarged image shows Snipe adjusting his hat; source-agent V08:p095 check finds no conflicting winning-method evidence.,
UA:s0081,81,81,OPS/images/08_880719_880264_1_081_001.jpg,81eb51da8575f91e033016ab1b7c86441517fb888c9ec504cefb44c8cbb3e17b,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Mineta/Sero written/practical assessment, envy at Sero in Midnight's lap and successful tape/ball strategy; failures of Kirishima/Sato and Kaminari/Mina; Cementoss/Nezu rationale and Aizawa's camp reassurance.",SUP-UA-081-01,Explicit academic competence and tactical resourcefulness coexist with jealousy/objectification; success does not constitute rehabilitation.,
UA:s0082,82,82,OPS/images/08_880719_880264_1_082_001.jpg,94d25ad2b4d55b5bd410bf7db1bec09e96797fc821552a209d3e999bcbbbed15,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Forest camp relocation/security and Pussycats assistance, earth-beast training, dinner montage; Vlad King's Class B pride and Nezu's expectation for both classes.",SUP-UA-082-01,"Added teacher exchange provides bounded peer/class-partisan characterization; camp events, food and facilities remain manga-dependent.",Scripted teacher exchange is not a separately witnessed live event.
UA:s0083,83,83,OPS/images/08_880719_880264_1_083_001.jpg,e29c4522a198686dcca3ab3a8222ad56d97769269a7fca541c4e77cbbdaf8ee5,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Camp second/third day: intense Quirk training, ordinary growth-paced comparison, remedial work, students' curry and nikujaga, Bakugo knife skill, courage test and villain-arrival cliffhanger.",SUP-UA-083-01,"Explicit qualification of extraordinary training and ordinary cooking competence retained; narrative sequence stops at forest attack, limiting shared editorial horizon.",
UA:s0084,84,84,OPS/images/08_880719_880264_1_084_001.jpg,233dea75d372f6564ca1c8cdb991454370d0d58abad096f92ee1964f92e472da,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution Enlarged school-name crop visually inspected; initial small-type uncertainty resolved.,models,REVIEWED_MATERIAL,"Monoma profile: Class B commander/pride/competition, May13,170cm,A blood,Kanagawa; French cuisine and bande dessinée; surprise-attack style; E/E/A/A/D ratings; Kendo's qualified appraisal.",SUP-UA-084-01; SUP-UA-084-02,Ordinary preferences and an attributed classmate distinction add characterization; ratings remain book-specific apparatus.,
UA:s0085,85,85,OPS/images/08_880719_880264_1_085_001.jpg,21878acc94b47b8212317367fd1bdd1494e70f187607e97fc49b8225818266db,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Monoma Copy/Phantom Thief; five-minute touch-copy and tactical switching, team direction and verbal provocation; sole Class B remedial student; Vlad King's concern about teaching his spiteful manner.",SUP-UA-085-01,"Separates dated ability limit, tactical leadership, antagonism and exam failure without treating ratings as all-domain competence.",Which specific final-exam component produced Monoma's failing grade is not specified in this inset.
UA:s0086,86,86,OPS/images/08_880719_880264_1_086_001.jpg,6bb733077b918ea902926b5ce1d224ecdc7ff138ded008ea84cc47ea08b5fc0a,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Kendo Class B representative and friendly adviser to Class A; Sept9,166cm,O,Chiba; motorbikes/black coffee, close combat; C/E/C/A/B ratings; Momo's sympathetic comment.",SUP-UA-086-01; SUP-UA-086-02,Preferences and cross-class peer perspective add ordinary characterization distinct from combat feats.,
UA:s0087,87,87,OPS/images/08_880719_880264_1_087_001.jpg,df6912816629dfb3dcf518014d34c6dc978fabf3fd4df3be89344363ac2c9637,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Kendo Battle Fist, enlargement/carry/fan applications, gas analysis, Monoma disciplinary chop, TV ad; Uwabami praises seriousness, study, looks and hopes for another ad.",SUP-UA-087-01; SUP-UA-087-02,Separate practical/care behavior from editorial approval of comic physical policing and mentor's combined training/publicity interests.,
UA:s0088,88,88,OPS/images/08_880719_880264_1_088_001.jpg,5a5f8303001f88010d3d868b0fd73365363cb71ad80d95e909f911d5e0544938,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Tetsutetsu friendship/rivalry profile; Oct16,174cm,B,Saitama; fighting games and spinach; close combat; B/C/C/C/B ratings; Kirishima's respectful uncertainty about rematch.",SUP-UA-088-01; SUP-UA-088-02,Preferences and peer acknowledgment expand ordinary/relational coverage while preserving limited early-state competition.,
UA:s0089,89,89,OPS/images/08_880719_880264_1_089_001.jpg,3b6f133f045beb1cea992a65fe471ca0dde2c45ac22b88858ba849208c4fe6c1,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Tetsutetsu Real Steel mechanics, fatigue/iron limits, ordinary-gun resistance and teammate-protection; punctuality despite rough appearance; Fourth Kind values apparently plain Quirks in his agency.",SUP-UA-089-01; SUP-UA-089-02,Ordinary conscientiousness and agency-fit distinction add discriminative texture; similar-looking Kirishima ability remains separate.,
UA:s0090,90,90,OPS/images/08_880719_880264_1_090_001.jpg,fb186491f77b6c36fca8225e928b33b8c11d20b124de900cab5d11144ac32e49,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Shiozaki profile: compassionate frontal style, exacting pursuit until satisfied; Sept8,167cm,AB,Kanagawa,bread,medium/long support; C/B/A/C/C ratings; Tetsutetsu calls her strong since admission.",SUP-UA-090-01; SUP-UA-090-02,Preference and peer appraisal add limited ordinary/relational texture; religion/interiority are not deduced solely from visual imagery.,
UA:s0091,91,91,OPS/images/08_880719_880264_1_091_001.jpg,6f9f82c820312a74ca584380154842c39fa5038dad5ea4ed3c58b6d8297ec7fe,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution Enlarged small manga-text crop(s) additionally visually inspected.,models,REVIEWED_MATERIAL,"Shiozaki 'Maria'/Vines, versatile detachable vines, fourth admission rank, Midoriya's analysis, strict objection to 'assassin' label, proposed precision-work aptitude and Mic's surprise.",SUP-UA-091-01,Early hero-name/ability state and evidential limits of aptitude inference need preservation; reprinted performance remains dependent.,"Later hero-name reconciliation pending; proposed fine-work suitability is editorial extrapolation, not shown occupational behavior."
UA:s0092,92,92,OPS/images/08_880719_880264_1_092_001.jpg,b377480d2525bbaa8a43c7a7eaea0e3c28c8881f2f27c898b99f26c4849ce389,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Honenuki: recommendation entrant, Softening, June20/174/AB/Kanagawa, likes giving/receiving massage, supports classmates after loss, Kendo appraisal. Shoda: Twin Impact, Feb2/165/O/Tokyo, boxing spectator, 35th race, withdrawal integrity and Kirishima praise.",SUP-UA-092-01; SUP-UA-092-02; SUP-UA-092-03; SUP-UA-092-04,"Ordinary preferences, cross-appearance judgments and principled withdrawal add subject-specific evidence; no automatic new dossier.",
UA:s0093,93,93,OPS/images/08_880719_880264_1_093_002.jpg,a8bdd5f4ec8818d91e095907630f344eb638e05e37d77ccb33107470eb14500f,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution Enlarged small manga-text crop(s) additionally visually inspected.,models,REVIEWED_MATERIAL,"Awase Weld/profile/smartphone games, emergency reliability and Momo support; Tsuburaba Solid Air/profile/ball games, defense and Monoma's defense of teammate after Bakugo broke barrier.",SUP-UA-093-01; SUP-UA-093-02,Preferences and attributed context-specific judgments add substantive character distinctions.,
UA:s0094,94,94,OPS/images/08_880719_880264_1_094_001.jpg,e1003dce440466af19a981be2db016ed8db257d7890540669ace335fb69b9228,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Six compact Class B profiles: Kaibara cameras, Bondo plastic models, Yanagi web surfing, Shishida naps, Kuroiro squid-ink pasta, Kodai matryoshka; names/Quirk labels/birthdays/heights/blood/prefectures.",SUP-UA-094-01; SUP-UA-094-02; SUP-UA-094-03; SUP-UA-094-04; SUP-UA-094-05; SUP-UA-094-06,All six profiles supply ordinary preferences and identity fields; no conditional behavior is invented from sparse facts.,
UA:s0095,95,95,OPS/images/08_880719_880264_1_095_002.jpg,d4bef2521e825077c66eb1e9f720a5f8adb10729a445c94b4a78bf8277d9b037,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,Six compact Class B profiles: Rin sushi/China; Komori mushroom dishes; Kamakiri insect collecting; Pony apples/Japanese anime/America; Tokage dinosaurs; Fukidashi drawing; identity/Quirk fields.,SUP-UA-095-01; SUP-UA-095-02; SUP-UA-095-03; SUP-UA-095-04; SUP-UA-095-05; SUP-UA-095-06,All six ordinary preferences and identity fields reviewed; no conditional reconstruction inferred from sparse profiles.,
UA:s0096,96,96,OPS/images/08_880719_880264_1_096_002.jpg,59daf4d2c7c3940c4393919030f6d2fddf3d652ae6f44bd5e51a6ccdd79b3bea,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Shinso general-course transfer aspiration/profile, cats/cycling, E/E/B/B/E ratings; Midoriya acknowledges known Brainwashing trigger but anger and continued analytical curiosity.",SUP-UA-096-01; SUP-UA-096-02,Adds ordinary texture and preserves knowledge/emotion distinction within the old tournament state.,
UA:s0097,97,97,OPS/images/08_880719_880264_1_097_001.jpg,d3886b9e968fde2648ddb0aadfc6a80ec221f93d21130f95823f04523e38eac7,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,Shinso Brainwashing trigger/release and possible transfer; editorial potential for both anti-villain and villain use; Aizawa's captured-villain interrogation example and misuse warning.,SUP-UA-097-01,Important source-boundary test: attributed proposed use is not an experimentally established truth-compulsion mechanism.,Interrogation example must be reconciled with later limits on complex cognitive commands; no truth-serum claim follows.
UA:s0098,98,98,OPS/images/08_880719_880264_1_098_002.jpg,cf2c17fe37e216eb469b627ba163705f5e9299bc399617174cf5ef021252a7f6,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Hatsume profile, support-course 1-H, Apr18/157/O/Kyoto, steampunk/chocolate, self-made gear support, E/E/C/A/D ratings; Iida angry but considers his own unquestioning trust.",SUP-UA-098-01; SUP-UA-098-02,Preferences and Iida's tentative self-critique add ordinary texture and trust calibration; early ratings remain apparatus.,
UA:s0099,99,99,OPS/images/08_880719_880264_1_099_001.jpg,2d9b17ad5a1f1ce514bf60437f0e291198590ff46ada32339f07a50905ddbe6f,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Hatsume Zoom five-kilometre visibility, self-promotion tracking, wire/hover soles, hydraulic bar, Air Jet-derived backpack; Present Mic irritated and impressed by endless presentation.",SUP-UA-099-01,Specific audience-monitoring use and speaker's mixed response retain context; gear feats are known manga-dependent designs.,
UA:s0100,100,100,OPS/images/08_880719_880264_1_100_001.jpg,5a8cd37252a6508e4132b5e696e0a8ef0beb03c9574daa8cbb446dbdf470c0ad,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Tsuyu friend-search feature begins: difficulty making friends/100-friend framing; cafeteria panic and classroom crowd manga panels with new Tsuyu captions noticing animal-like Quirks, hairstyles and a helmeted face.",SUP-UA-100-01,"Ordinary social desire and curiosity are presented in a constructed book feature, not certified as a new main-continuity scene.",Feature's personal authorship and canonical event status not established; refrain from treating cutout tour as independent manga behavior.
UA:s0101,101,101,OPS/images/08_880719_880264_1_101_001.jpg,30f2fbb4e3b72b5395e763277b24bd22859d1442801fb3ee7ef4730da7efdfcc,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Tsuyu's friend-search continuation: ordinary-looking general/business students, attractive cheerleader noses, dog-like mall visitor's fur, curiosity about Midoriya's former middle-school classmates.",SUP-UA-101-01,The feature adds visual/social curiosity while its noncontinuous collage proves it should not be treated as an independently observed itinerary.,Fictional/scripted commentary's main-continuity status and personal authorship remain unestablished.
UA:s0102,102,102,OPS/images/08_880719_880264_1_102_001.jpg,810816f8da8ff3da3bd66075be768ef38994200a77347897aa4944c8c3bfefd7,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution Enlarged husband-name/guilt text visually inspected to confirm exact 久 transcription.,models,REVIEWED_MATERIAL,"Family column: Inko guilt and reactions to son's risks, Hisashi name; Iida's mother a former hero/apparent retiree and hospital restraint; Ochako's parents' financial hardship and surprise support visit.",SUP-UA-102-01; SUP-UA-102-02; SUP-UA-102-03,Family facts can extend relational scope but must preserve temporal/qualifier differences and dependent manga anecdotes.,Iida mother's current retirement is phrased tentatively; no detailed career history supplied.
UA:s0103,103,,OPS/images/08_880719_880264_1_103_001.jpg,c658d52cbffc13785f40587ea7349f77f0fbc61fc01076799d6dd5830396f2ef,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_NO_MATERIAL_ADDITION,Second Smash: Professional Heroes divider with nine portraits and licensed-hero introduction.,,Entire page and all text/portraits inspected. Section navigation and generic professional-hero definition add no new character claim; no printed folio visible.,
UA:s0104,104,104,OPS/images/08_880719_880264_1_104_001.jpg,d932352fa6f80b22340d47776e0bf79edafc9bea3f3f7b34075c9e68857cc827,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"All Might No1/Symbol profile and true-form time limit; Toshinori,June10,220cm,A,Tokyo; Yakusugi cedars/movies; S in every rating; Midoriya's citizen admiration.",SUP-UA-104-01; SUP-UA-104-02,Ordinary preferences and public idealization must be separated from early embodied limits and rating apparatus.,
UA:s0105,105,105,OPS/images/08_880719_880264_1_105_001.jpg,5817dec072da5405d26f8ace347061e9fdb7211f5964bb26e596b922ad72781b,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"All Might OFA movement/weather effects, rumored drought rescue, debut video and rescue detours causing lateness; Aizawa criticizes repeated lateness despite helping others.",SUP-UA-105-01; SUP-UA-105-02,Preserve task-priority disagreement and mark drought anecdote as hearsay rather than a new verified feat.,"Drought-village rescue is explicitly introduced as a report/rumor, with no exact episode or primary corroboration."
UA:s0106,106,106,OPS/images/08_880719_880264_1_106_001.jpg,880ed44bfe3ae56a532cc7ca5efedff63035839172981bb4a9882b0f990f6645,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Aizawa rational/harsh but caring profile, Nov8/183/B/Tokyo,cats,surprise attacks,C/B/S/B/C; Momo tentatively credits practical-exam victory with some confidence.",SUP-UA-106-01; SUP-UA-106-02,Ordinary preference and calibrated self-assessment matter; already-known rational/care distinction is retained without new validation claims.,
UA:s0107,107,107,OPS/images/08_880719_880264_1_107_001.jpg,b97efdff6a0b58df8fcc81db4ec3ea6c852bd036ee87e1fda24110b260ea6c3c,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,Aizawa Erasure/blink/goggles/capture cloth mechanics; teacher expectations as editorial question; low media exposure/unrecognized by reporter; Present Mic same-year acquaintance and hero-name authorship.,SUP-UA-107-01,"Profession/visibility and longstanding peer naming clarify relations, with editorial motive conjecture kept qualified.",
UA:s0108,108,108,OPS/images/08_880719_880264_1_108_001.jpg,91d075b9b3df61bcb871c9816409fca9e944ac1710c1703ef07c50b91396f931,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Midnight flamboyant veteran-teacher profile; Kayama Nemuri,Mar9/175/A/Saitama,youth/thrills,surprise approach,D/C/A/C/C; Mineta's continuing envy of Sero after exam.",SUP-UA-108-01; SUP-UA-108-02,Profile preference and continuing jealous fan perspective add source-specific facts; no rehabilitation inferred.,
UA:s0109,109,109,OPS/images/08_880719_880264_1_109_001.jpg,1723eda975b19c8e163c4867809f3f2b0ad532bf85cce184894b89acb6779f89,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Midnight Somnambulist smell/skin exposure, stronger effect on males, costume utility and rumor, debut clothing-bill anecdote, enthusiastic exam work, Mt Lady's competitive age/costume complaint.",SUP-UA-109-01; SUP-UA-109-02,"Distinguish functional explanation, rumor, legislation proposal and rival's judgment; none establishes a universal character policy.","Costume legal anecdote names a submitted bill, not enacted text; exact manga/paratetext origin pending."
