locator,spine_ordinal,printed_page,image_member,image_sha256,review_method,reviewer,disposition,content_summary,evidence_ids,reason,uncertainties,named_or_identified_subjects,census_note
UAG:s0099,99,101,OPS/images/08_X10000_000062_1_101_001.jpg,24dc267713e9b4107a20d883ef9eacdb02f3086dd9673db21e537978b7972526,VISUAL_ORIGINAL_IMAGE: actual original file viewed with detail=original; tool may render a resized display. No OCR substitution.,models,REVIEWED_MATERIAL,"Kota's rescued relationship and red shoes, Eri rescue/music interest, ordinary heteromorph woman's reciprocal welcome to Midoriya.",SUP-UAG-099-01; SUP-UAG-099-02,All meaningful visible text and profile/visual context reviewed; selective distinct claims retained.,,Izumi Kota; Water Hose father; Water Hose mother; Muscular; Midoriya Izuku; Eri; Aizawa Shota; Ordinary Woman,"Individual named, role-identified or confidently visually identified diegetic subjects; aliases are not extra people and collective labels do not enumerate unshown members."
UAG:s0100,100,102,OPS/images/08_X10000_000062_1_102_001.jpg,59fda9465a2f7a104ef1bedf319d7585d3b4c25a092ec0357491e62145610eff,VISUAL_ORIGINAL_IMAGE: actual original file viewed with detail=original; tool may render a resized display. No OCR substitution.,models,REVIEWED_MATERIAL,Inko and Bakugo parents; Aoyama parents; preschool Dai; Mi/Tomo and Tenko; Shoji's rescued girl; Rody/Pino and Shimano siblings as main-manga cheering cameos.,SUP-UAG-100-01; SUP-UAG-100-02; SUP-UAG-100-03,All meaningful visible text and profile/visual context reviewed; selective distinct claims retained.,,Midoriya Inko; Midoriya Izuku; Bakugo Masaru; Bakugo Mitsuki; Bakugo Katsuki; Aoyama's mother; Aoyama's father; Aoyama Yuga; All For One; Dai; All Might; Mi-kun; Tomo-chan; Shimura Tenko / Shigaraki Tomura; Shoji Mezo; Unnamed girl rescued from drowning by Shoji; Rody Soul; Pino; Shimano Mahoro; Shimano Katsuma,"Individual named, role-identified or confidently visually identified diegetic subjects; aliases are not extra people and collective labels do not enumerate unshown members."
UAG:s0101,101,103,OPS/images/08_X10000_000062_1_103_001.jpg,f3c8589292963787f9fcedb12ec5a952bf30ed1716e50e649f8dbf039b2492e4,VISUAL_ORIGINAL_IMAGE: actual original file viewed with detail=original; tool may render a resized display. No OCR substitution.,models,REVIEWED_MATERIAL,"Big Three graduation and differing agency paths; Mirio number one eight years later, Class B rebuilding/Monoma bust, Mawata directs reconstruction.",SUP-UAG-101-01; SUP-UAG-101-02,All meaningful visible text and profile/visual context reviewed; selective distinct claims retained.,Not every small Class B reconstruction-montage figure is individually identified.,Togata Mirio; Amajiki Tamaki; Hado Nejire; Sir Nighteye; Centipeder; Fat Gum; Ryukyu; Midoriya Izuku; Monoma Neito; Honenuki Juzo; Kamui Woods; Mt. Lady; Fuwa Mawata; Present Mic; Kuroiro Shihai; Tetsutetsu Tetsutetsu; Kendo Itsuka; Yanagi Reiko; Komori Kinoko; Shiozaki Ibara; Kodai Yui,"Individual named, role-identified or confidently visually identified diegetic subjects; aliases are not extra people and collective labels do not enumerate unshown members."
UAG:s0102,102,104,OPS/images/08_X10000_000062_1_104_001.jpg,cc1a4fc0bbd45883aa037ed4af77e2d82f6f260d50d12b199522b6b13429df9e,VISUAL_ORIGINAL_IMAGE: actual original file viewed with detail=original; tool may render a resized display. No OCR substitution.,models,REVIEWED_MATERIAL,"Grown children: Dai, Kota, Eri and once-abandoned abused boy; Hatsume/Bibimi's funded design firm and doctor Yoshida Ryu's treatment becomes vocational inspiration.",SUP-UAG-102-01; SUP-UAG-102-02; SUP-UAG-102-03,All meaningful visible text and profile/visual context reviewed; selective distinct claims retained.,,Dai; Midoriya Izuku; Izumi Kota; Eri; Jiro Kyoka; Eri's two unnamed school friends; Unnamed abused boy rescued by elderly woman; Elderly woman who once passed Tenko and later helped a boy; Hatsume Mei; Kenranzaki Bibimi; Yoshida Ryu; Aizawa Shota; Bakugo Katsuki; Unnamed aspiring doctor classmate; Togata Mirio,"Individual named, role-identified or confidently visually identified diegetic subjects; aliases are not extra people and collective labels do not enumerate unshown members."
UAG:s0103,103,,OPS/images/08_X10000_000062_1_105_001.jpg,9dc6f700b2e5581f6071aeccb9dcde03e88b5bff11ba8763f9a014782824ae30,VISUAL_ORIGINAL_IMAGE: actual original file viewed with detail=original; tool may render a resized display. No OCR substitution.,models,REVIEWED_NO_MATERIAL_ADDITION,"Chapter2 Pro Hero Episode title page with All Might, Endeavor, Best Jeanist and Kamui Woods; invites retrospective war review.",,Title art and chapter framing read; no new behavior or individual fact beyond identifiable cast. No printed folio visible.,,All Might; Endeavor; Best Jeanist; Kamui Woods; Shigaraki Tomura,"Individual named, role-identified or confidently visually identified diegetic subjects; aliases are not extra people and collective labels do not enumerate unshown members."
UAG:s0104,104,106,OPS/images/08_X10000_000062_1_106_001.jpg,6407781bfc86c181e625f2145260cf844ef0f6321fd8ab546889089f74a929e9,VISUAL_ORIGINAL_IMAGE: actual original file viewed with detail=original; tool may render a resized display. No OCR substitution.,models,REVIEWED_MATERIAL,All Might profile: recovery to independent walking with support and present appointment as U.A. vice-principal; former One For All and continuing Midoriya mentorship.,SUP-UAG-104-01,All meaningful visible text and profile/visual context reviewed; selective distinct claims retained.,,All Might; Midoriya Izuku; All For One,"Individual named, role-identified or confidently visually identified diegetic subjects; aliases are not extra people and collective labels do not enumerate unshown members."
UAG:s0105,105,107,OPS/images/08_X10000_000062_1_107_001.jpg,0e7485cb1a5486e808efd85da923ee72493fc33142f20134a8d6a5d40bc87df5,VISUAL_ORIGINAL_IMAGE: actual original file viewed with detail=original; tool may render a resized display. No OCR substitution.,models,REVIEWED_MATERIAL,"All Might's quirkless childhood peace ideal, Nana succession/loss, first AFO clash, Midoriya succession offer and USJ under limit.",SUP-UAG-105-01,All meaningful visible text and profile/visual context reviewed; selective distinct claims retained.,,All Might; Shimura Nana; All For One; Gran Torino; Tsukauchi Naomasa; Midoriya Izuku; USJ Nomu,"Individual named, role-identified or confidently visually identified diegetic subjects; aliases are not extra people and collective labels do not enumerate unshown members."
UAG:s0106,106,108,OPS/images/08_X10000_000062_1_108_001.jpg,d35e8b7e73b9c9b99a2b990cf7c41597b8a701887aed28e5d46a9ffa3e8b2d8a,VISUAL_ORIGINAL_IMAGE: actual original file viewed with detail=original; tool may render a resized display. No OCR substitution.,models,REVIEWED_MATERIAL,"Kamino retirement and addressed successor; Inko's demand to live, guard and raise; Nighteye regret and changed-fate resolve; American names/style jokes.",SUP-UAG-106-01,All meaningful visible text and profile/visual context reviewed; selective distinct claims retained.,,All Might; All For One; Midoriya Izuku; Midoriya Inko; Sir Nighteye; Togata Mirio; USJ Nomu,"Individual named, role-identified or confidently visually identified diegetic subjects; aliases are not extra people and collective labels do not enumerate unshown members."
UAG:s0107,107,109,OPS/images/08_X10000_000062_1_109_001.jpg,9372a827a4d9cb127d295809fa4c718aeae2da2a525321095a0b5bed7f9790c0,VISUAL_ORIGINAL_IMAGE: actual original file viewed with detail=original; tool may render a resized display. No OCR substitution.,models,REVIEWED_MATERIAL,"All Might encourages Endeavor's own symbol, researches predecessor Quirks without sleep, is rejected by overburdened Midoriya, and receives renewed purpose through Stain and statue-cleaning woman.",SUP-UAG-107-01; SUP-UAG-107-02,All meaningful visible text and profile/visual context reviewed; selective distinct claims retained.,,All Might; Endeavor; Bakugo Katsuki; Todoroki Shoto; Midoriya Izuku; Nezu; All For One; Hawks; Best Jeanist; Stain; Woman rescued at Kamino who cleans All Might's statue,"Individual named, role-identified or confidently visually identified diegetic subjects; aliases are not extra people and collective labels do not enumerate unshown members."
UAG:s0108,108,110,OPS/images/08_X10000_000062_1_110_001.jpg,b04b981e0abf3e45f231b849da1b603b84bc8c33ee00f8a96abf9f96813153d7,VISUAL_ORIGINAL_IMAGE: actual original file viewed with detail=original; tool may render a resized display. No OCR substitution.,models,REVIEWED_MATERIAL,"All Might's armored final confrontation, Shoto/Iida dispatch, failed self-destruction, rescue by students/prayers and gifted remaining gear to Bakugo.",SUP-UAG-108-01,All meaningful visible text and profile/visual context reviewed; selective distinct claims retained.,,All Might; All For One; Sir Nighteye; Todoroki Shoto; Iida Tenya; Stain; Midoriya Izuku; Bakugo Katsuki,"Individual named, role-identified or confidently visually identified diegetic subjects; aliases are not extra people and collective labels do not enumerate unshown members."
UAG:s0109,109,111,OPS/images/08_X10000_000062_1_111_001.jpg,58f8a1a954bbfe67d889aaa279ea0522617316b366ef2e74bf4f48913e1c8f83,VISUAL_ORIGINAL_IMAGE: actual original file viewed with detail=original; tool may render a resized display. No OCR substitution.,models,REVIEWED_MATERIAL,"Armored All Might, private expenditure, untested rushed prototype, Heracles' autonomous help, utility cape/guard and all20 Class A-inspired functions with actual design descriptions.",SUP-UAG-109-01; SUP-UAG-109-02,All meaningful visible text and profile/visual context reviewed; selective distinct claims retained.,,All Might; Heracles (support machine); All For One; Kirishima Eijiro; Midoriya Izuku; Kaminari Denki; Sero Hanta; Sato Rikido; Tokoyami Fumikage; Ashido Mina; Uraraka Ochako; Iida Tenya; Aoyama Yuga; Shoji Mezo; Asui Tsuyu; Todoroki Shoto; Ojiro Mashirao; Koda Koji; Jiro Kyoka; Hagakure Toru; Yaoyorozu Momo; Mineta Minoru; Bakugo Katsuki,"Individual named, role-identified or confidently visually identified diegetic subjects; aliases are not extra people and collective labels do not enumerate unshown members."
UAG:s0110,110,112,OPS/images/08_X10000_000062_1_112_001.jpg,e03b496fd1a48963f298a897f8540ed94df844d62751c966c36e1d51480901e9,VISUAL_ORIGINAL_IMAGE: actual original file viewed with detail=original; tool may render a resized display. No OCR substitution.,models,REVIEWED_MATERIAL,"Endeavor profile preserves family harm and later refusal of surgery, cane walking, compensation and cooperation with All Might-led help for crime victims; Shoto inheritance history.",SUP-UAG-110-01; SUP-UAG-110-02,All meaningful visible text and profile/visual context reviewed; selective distinct claims retained.,,Endeavor; All Might; Todoroki Shoto; Todoroki Rei; Dabi / Todoroki Toya; Todoroki Fuyumi; Todoroki Natsuo; Midoriya Izuku; Bakugo Katsuki,"Individual named, role-identified or confidently visually identified diegetic subjects; aliases are not extra people and collective labels do not enumerate unshown members."
UAG:s0111,111,113,OPS/images/08_X10000_000062_1_113_001.jpg,cbd471d8a7aaadcea15c3dcd6016bdb6ba08d2c3c1fa0ce6c632c1f755596d33,VISUAL_ORIGINAL_IMAGE: actual original file viewed with detail=original; tool may render a resized display. No OCR substitution.,models,REVIEWED_MATERIAL,"Endeavor costume heat mechanisms and beard-flame interpretation, father's death/powerlessness, rivalry's distortion, Hosu response and Stain's intimidation.",SUP-UAG-111-01,All meaningful visible text and profile/visual context reviewed; selective distinct claims retained.,,Endeavor; Endeavor's father; All Might; Todoroki Shoto; Gran Torino; Stain; Hosu Nomu; Unnamed girl Endeavor's father tried to save,"Individual named, role-identified or confidently visually identified diegetic subjects; aliases are not extra people and collective labels do not enumerate unshown members."
UAG:s0112,112,114,OPS/images/08_X10000_000062_1_114_001.jpg,2f97805671ad5f91fbf6b3784f00bf03f2eb375dabd93ea49539209c528c045b,VISUAL_ORIGINAL_IMAGE: actual original file viewed with detail=original; tool may render a resized display. No OCR substitution.,models,REVIEWED_MATERIAL,Kamino exposes All Might's weakened form and frustrates inherited rank; asks about symbol; Fuyumi-assisted Shoto messaging and internships framed in comic parental fixation.,SUP-UAG-112-01,All meaningful visible text and profile/visual context reviewed; selective distinct claims retained.,,Endeavor; All Might; All For One; Todoroki Shoto; Todoroki Fuyumi; Bakugo Katsuki; Midoriya Izuku; Hawks,"Individual named, role-identified or confidently visually identified diegetic subjects; aliases are not extra people and collective labels do not enumerate unshown members."
UAG:s0113,113,115,OPS/images/08_X10000_000062_1_115_001.jpg,e5eca431241172f2fbfd3ed38e4652c82e4fe7eb0d7301c67cc82de1c29dc3ee,VISUAL_ORIGINAL_IMAGE: actual original file viewed with detail=original; tool may render a resized display. No OCR substitution.,models,REVIEWED_MATERIAL,"Endeavor and Hawks defeat Hood with combined help; winter internship adapts school learning to field repetition, and students rescue his family from Ending.",SUP-UAG-113-01,All meaningful visible text and profile/visual context reviewed; selective distinct claims retained.,,Endeavor; Hawks; Hood; Todoroki Shoto; Midoriya Izuku; Bakugo Katsuki; Ending; Todoroki Natsuo,"Individual named, role-identified or confidently visually identified diegetic subjects; aliases are not extra people and collective labels do not enumerate unshown members."
UAG:s0114,114,116,OPS/images/08_X10000_000062_1_116_001.jpg,7b9f0f006de6ae8e8ad7ad0d31b184175ed30fa950c0fb8dbb860fb4414f9739,VISUAL_ORIGINAL_IMAGE: actual original file viewed with detail=original; tool may render a resized display. No OCR substitution.,models,REVIEWED_MATERIAL,"Endeavor's first-war collapse after Dabi's identity disclosure; retrospective family history and the different responses of Rei, Fuyumi, Natsuo and Shoto.",SUP-UAG-114-01,All meaningful visible text and profile/visual context reviewed; selective distinct claims retained.,,Todoroki Enji / Endeavor; Todoroki Toya / Dabi; Todoroki Shoto; Todoroki Rei; Todoroki Fuyumi; Todoroki Natsuo; All Might; All For One; Shigaraki Tomura,"Individual named, role-identified or confidently visually identified diegetic subjects; aliases are not extra people and collective labels do not enumerate unshown members."
UAG:s0115,115,117,OPS/images/08_X10000_000062_1_117_001.jpg,489a810d29cd787b428b01dca6beaf124fa9db7187eb413c30125f71fbc92279,VISUAL_ORIGINAL_IMAGE: actual original file viewed with detail=original; tool may render a resized display. No OCR substitution.,models,REVIEWED_MATERIAL,Endeavor's final-war confrontation with All For One and Toya; relinquished fixation and the family gathering to stop the fatal fire.,SUP-UAG-115-01,All meaningful visible text and profile/visual context reviewed; selective distinct claims retained.,,Todoroki Enji / Endeavor; Todoroki Toya / Dabi; Todoroki Shoto; Todoroki Rei; Todoroki Fuyumi; Todoroki Natsuo; All For One,"Individual named, role-identified or confidently visually identified diegetic subjects; aliases are not extra people and collective labels do not enumerate unshown members."
UAG:s0116,116,118,OPS/images/08_X10000_000062_1_118_001.jpg,9c71aaa965c512756eaacac39037855f4be32c54f6468160a8df4c41946be77e,VISUAL_ORIGINAL_IMAGE: actual original file viewed with detail=original; tool may render a resized display. No OCR substitution.,models,REVIEWED_MATERIAL,"Hawks profile, lost-Quirk retirement and present Public Safety leadership; feather sensing and mixed-purpose mentorship of Tokoyami.",SUP-UAG-116-01,All meaningful visible text and profile/visual context reviewed; selective distinct claims retained.,,Takami Keigo / Hawks; Tokoyami Fumikage; All For One,"Individual named, role-identified or confidently visually identified diegetic subjects; aliases are not extra people and collective labels do not enumerate unshown members."
UAG:s0117,117,119,OPS/images/08_X10000_000062_1_119_001.jpg,70f56a0c22fc6198a975b0027b3f233c1f0dd85ee7ece7d073e1477d94ddf0ce,VISUAL_ORIGINAL_IMAGE: actual original file viewed with detail=original; tool may render a resized display. No OCR substitution.,models,REVIEWED_MATERIAL,"Hawks' damaged-wing support equipment, Hood operation, Best Jeanist's staged death and undercover actions; Twice's failed surrender and Dabi's exposure of his past.",SUP-UAG-117-01; SUP-UAG-117-02,All meaningful visible text and profile/visual context reviewed; selective distinct claims retained.,,Takami Keigo / Hawks; Todoroki Enji / Endeavor; Todoroki Toya / Dabi; Twice / Bubaigawara Jin; Best Jeanist; Hood; Tokoyami Fumikage,"Individual named, role-identified or confidently visually identified diegetic subjects; aliases are not extra people and collective labels do not enumerate unshown members."
UAG:s0118,118,120,OPS/images/08_X10000_000062_1_120_001.jpg,1a6bf657b474f55cedc78b4d8fd636df6e2321c8330edee7778da24e3aac82f8,VISUAL_ORIGINAL_IMAGE: actual original file viewed with detail=original; tool may render a resized display. No OCR substitution.,models,REVIEWED_MATERIAL,"Hawks' rescue of Lady Nagant, final-war resistance and vestige activity; childhood abuse, discovery of real heroes and the wish to support people trying to be right.",SUP-UAG-118-01; SUP-UAG-118-02,All meaningful visible text and profile/visual context reviewed; selective distinct claims retained.,Additional tiny stolen-Quirk vestige figures are not individually identified or counted.,Takami Keigo / Hawks; Lady Nagant; Midoriya Izuku; All For One; Todoroki Enji / Endeavor; Tokoyami Fumikage; Jiro Kyoka; All Might; Bakugo Katsuki; Shigaraki Tomura; Hawks' father (Takami); Hawks' mother (Tomi); Shigaraki Yoichi,"Individual named, role-identified or confidently visually identified diegetic subjects; aliases are not extra people and collective labels do not enumerate unshown members."
UAG:s0119,119,121,OPS/images/08_X10000_000062_1_121_001.jpg,c7e9b7f49906c50e8684a28f7b309000b3b7806c767abb167b7592e1a17ee607,VISUAL_ORIGINAL_IMAGE: actual original file viewed with detail=original; tool may render a resized display. No OCR substitution.,models,REVIEWED_MATERIAL,"Aizawa's post-injury teacher profile, self-developed capture-cloth training, Shinso's support and the death/reenrollment teaching policy shaped by Shirakumo's loss.",SUP-UAG-119-01,All meaningful visible text and profile/visual context reviewed; selective distinct claims retained.,,Aizawa Shota; Shinso Hitoshi; Shirakumo Oboro; Shigaraki Tomura; Midoriya Izuku,"Individual named, role-identified or confidently visually identified diegetic subjects; aliases are not extra people and collective labels do not enumerate unshown members."
UAG:s0120,120,122,OPS/images/08_X10000_000062_1_122_001.jpg,27620f3b8798b5459dba2e808cefe353484ccea4dfac5a75d76d19d4145e8378,VISUAL_ORIGINAL_IMAGE: actual original file viewed with detail=original; tool may render a resized display. No OCR substitution.,models,REVIEWED_MATERIAL,"Aizawa's capture cloth, cutting knife and goggles; USJ, forest camp and Eri rescue roles; cat preference, dry eyes and selective media exposure.",SUP-UAG-120-01; SUP-UAG-120-02,All meaningful visible text and profile/visual context reviewed; selective distinct claims retained.,,Aizawa Shota; Shirakumo Oboro; Todoroki Toya / Dabi; Twice / Bubaigawara Jin; Eri; Midoriya Izuku; Sir Nighteye; Amajiki Tamaki; Hojo Yu; Irinaka Joi / Mimic,"Individual named, role-identified or confidently visually identified diegetic subjects; aliases are not extra people and collective labels do not enumerate unshown members."
UAG:s0121,121,123,OPS/images/08_X10000_000062_1_123_001.jpg,9430ef3d7ccbd11891b0bf4975aee767553418b6f416778b6a793005537e67de,VISUAL_ORIGINAL_IMAGE: actual original file viewed with detail=original; tool may render a resized display. No OCR substitution.,models,REVIEWED_MATERIAL,"Aizawa and Mic reach Shirakumo within Kurogiri; first-war rescue and permanent injuries; Aoyama's rehabilitation appeal, cooperative Erasure, and use of Eri's entrusted horn fragment.",SUP-UAG-121-01; SUP-UAG-121-02,All meaningful visible text and profile/visual context reviewed; selective distinct claims retained.,,Aizawa Shota; Present Mic; Shirakumo Oboro; Kurogiri; Shigaraki Tomura; Crust; Todoroki Enji / Endeavor; Yoshida Ryu (doctor); Rock Lock; Aoyama Yuga; All For One; Monoma Neito; Manual; Eri; Midoriya Izuku,"Individual named, role-identified or confidently visually identified diegetic subjects; aliases are not extra people and collective labels do not enumerate unshown members."
UAG:s0122,122,124,OPS/images/08_X10000_000062_1_124_001.jpg,8d8ac70456132ce4e96997791c8fad37a9b1053a69eb5b975f0055ad84ca7cd7,VISUAL_ORIGINAL_IMAGE: actual original file viewed with detail=original; tool may render a resized display. No OCR substitution.,models,REVIEWED_MATERIAL,"Star and Stripe profile, US top-hero position, American air-force companions, eight hair tufts and national-color costume design.",SUP-UAG-122-01,All meaningful visible text and profile/visual context reviewed; selective distinct claims retained.,Air-force 'big brothers' are an explicitly described group; unnamed individual portraits are not multiplied into invented named subjects.,Star and Stripe / Cathleen Bate; All Might; Shigaraki Tomura; All For One,"Individual named, role-identified or confidently visually identified diegetic subjects; aliases are not extra people and collective labels do not enumerate unshown members."
UAG:s0123,123,125,OPS/images/08_X10000_000062_1_125_001.jpg,a3a6803cb9a9ba794a586a56872c137dfd9fcadfbe684fdaa81b758ec2bc1e1d,VISUAL_ORIGINAL_IMAGE: actual original file viewed with detail=original; tool may render a resized display. No OCR substitution.,models,REVIEWED_MATERIAL,"Star's procedural bypass to aid Japan, aerial battle, final New Order resistance and fatal outcome; childhood rescue by All Might and desire to exceed his contribution to peace.",SUP-UAG-123-01,All meaningful visible text and profile/visual context reviewed; selective distinct claims retained.,,Star and Stripe / Cathleen Bate; All Might; Shigaraki Tomura; All For One,"Individual named, role-identified or confidently visually identified diegetic subjects; aliases are not extra people and collective labels do not enumerate unshown members."
UAG:s0124,124,126,OPS/images/08_X10000_000062_1_126_001.jpg,483ee207f1abfbc59632307752bc9bb713692c853943b3186073165dd8076862,VISUAL_ORIGINAL_IMAGE: actual original file viewed with detail=original; tool may render a resized display. No OCR substitution.,models,REVIEWED_MATERIAL,"Gran Torino profile: present full retirement in the countryside, guidance of two successors, Nana connection and cape/cane/boots design.",SUP-UAG-124-01; SUP-UAG-124-02,All meaningful visible text and profile/visual context reviewed; selective distinct claims retained.,,Gran Torino / Sorahiko Torino; All Might; Shimura Nana; Midoriya Izuku; Sir Nighteye,"Individual named, role-identified or confidently visually identified diegetic subjects; aliases are not extra people and collective labels do not enumerate unshown members."
UAG:s0125,125,127,OPS/images/08_X10000_000062_1_127_001.jpg,fc454233505537c9055c3c0e57942e8d04050baa61042c272fb9d841abd39683,VISUAL_ORIGINAL_IMAGE: actual original file viewed with detail=original; tool may render a resized display. No OCR substitution.,models,REVIEWED_MATERIAL,"Gran Torino's Kamino restraint, Kurogiri capture and inability to stop Gigantomachia, first-war rescue/injury, and sweets and noisy-sleep gags.",SUP-UAG-125-01; SUP-UAG-125-02,All meaningful visible text and profile/visual context reviewed; selective distinct claims retained.,,Gran Torino / Sorahiko Torino; All Might; All For One; Kurogiri; Gigantomachia; Tsukauchi Naomasa; Shigaraki Tomura; Midoriya Izuku; Present Mic; Garaki Kyudai; Shimura Nana,"Individual named, role-identified or confidently visually identified diegetic subjects; aliases are not extra people and collective labels do not enumerate unshown members."
UAG:s0126,126,128,OPS/images/08_X10000_000062_1_128_001.jpg,e27f4e85bede1b1c4ed8da0d113392290d1f38bbd4acb7c92b02a6fbcdb1b451,VISUAL_ORIGINAL_IMAGE: actual original file viewed with detail=original; tool may render a resized display. No OCR substitution.,models,REVIEWED_MATERIAL,"Best Jeanist's present activity despite physical decline and broadened popularity; Bakugo's growth, extensive denim wardrobe and visual/strategic observation.",SUP-UAG-126-01; SUP-UAG-126-02,All meaningful visible text and profile/visual context reviewed; selective distinct claims retained.,,Best Jeanist; Bakugo Katsuki; Shigaraki Tomura,"Individual named, role-identified or confidently visually identified diegetic subjects; aliases are not extra people and collective labels do not enumerate unshown members."
UAG:s0127,127,129,OPS/images/08_X10000_000062_1_129_001.jpg,acd749d7bd2ff7c0e3488238f686d406bb8a85bc3de7646ad1936c97bb30fb25,VISUAL_ORIGINAL_IMAGE: actual original file viewed with detail=original; tool may render a resized display. No OCR substitution.,models,REVIEWED_MATERIAL,"Best Jeanist's rescue judgment and Kamino injury, staged-death return, Gigantomachia restraint and final-war command; recurring denim metaphors.",SUP-UAG-127-01,All meaningful visible text and profile/visual context reviewed; selective distinct claims retained.,,Best Jeanist; All For One; Gigantomachia; Todoroki Toya / Dabi; Shigaraki Tomura; Midoriya Izuku; Bakugo Katsuki; Togata Mirio; Hado Nejire; Amajiki Tamaki; Mirko; Edgeshot; Takami Keigo / Hawks,"Individual named, role-identified or confidently visually identified diegetic subjects; aliases are not extra people and collective labels do not enumerate unshown members."
UAG:s0128,128,130,OPS/images/08_X10000_000062_1_130_001.jpg,85d113c398f594362accb7052c10be300d2091d77f166b72be91ddc08d8a1216,VISUAL_ORIGINAL_IMAGE: actual original file viewed with detail=original; tool may render a resized display. No OCR substitution.,models,REVIEWED_MATERIAL,"Edgeshot's later overseas restoration treatment and pending return, Bakugo resuscitation and reciprocal gratitude, concealed-expression costume and thin-body technique.",SUP-UAG-128-01; SUP-UAG-128-02,All meaningful visible text and profile/visual context reviewed; selective distinct claims retained.,,Edgeshot; Bakugo Katsuki,"Individual named, role-identified or confidently visually identified diegetic subjects; aliases are not extra people and collective labels do not enumerate unshown members."
UAG:s0129,129,131,OPS/images/08_X10000_000062_1_131_001.jpg,7e3b87cffbf524d679a0fbd3916fa96e04cbccdef3441508f63127cce1d782c3,VISUAL_ORIGINAL_IMAGE: actual original file viewed with detail=original; tool may render a resized display. No OCR substitution.,models,REVIEWED_MATERIAL,"Edgeshot's stealth entry, leadership against the liberation army, Re-Destro defeat and Bakugo repair; earlier handicrafts-club relationship with Best Jeanist and Mirko's teasing about joining a team.",SUP-UAG-129-01,All meaningful visible text and profile/visual context reviewed; selective distinct claims retained.,,Edgeshot; All Might; Bakugo Katsuki; Kurogiri; Magne; Re-Destro; Mirko; Best Jeanist; Midoriya Izuku; Shigaraki Tomura,"Individual named, role-identified or confidently visually identified diegetic subjects; aliases are not extra people and collective labels do not enumerate unshown members."
UAG:s0130,130,132,OPS/images/08_X10000_000062_1_132_001.jpg,72cba436f35d58ed529fd8d7925ab0779f5ba1aa246015934fb46fb4db5421ce,VISUAL_ORIGINAL_IMAGE: actual original file viewed with detail=original; tool may render a resized display. No OCR substitution.,models,REVIEWED_MATERIAL,"Present Mic as continuing teacher, entertainer and radio DJ; English teaching, students called listeners, school-event commentary, headphones, directional speaker and commercial eyewear.",SUP-UAG-130-01,All meaningful visible text and profile/visual context reviewed; selective distinct claims retained.,,Present Mic; Aizawa Shota,"Individual named, role-identified or confidently visually identified diegetic subjects; aliases are not extra people and collective labels do not enumerate unshown members."
UAG:s0131,131,133,OPS/images/08_X10000_000062_1_133_001.jpg,3a4642ef781b64a6252450c0982dc08e4f493788258a9802a334c36d16bd54c8,VISUAL_ORIGINAL_IMAGE: actual original file viewed with detail=original; tool may render a resized display. No OCR substitution.,models,REVIEWED_MATERIAL,"Present Mic's insect defeat in the exam, anger at Garaki's use of restorative technology, hesitation over Shirakumo/Kurogiri, and the trio's never-realized agency dream.",SUP-UAG-131-01; SUP-UAG-131-02,All meaningful visible text and profile/visual context reviewed; selective distinct claims retained.,,Present Mic; Koda Koji; Jiro Kyoka; Aizawa Shota; Garaki Kyudai; Shirakumo Oboro; Kurogiri; Spinner; Shigaraki Tomura; Midoriya Izuku,"Individual named, role-identified or confidently visually identified diegetic subjects; aliases are not extra people and collective labels do not enumerate unshown members."
UAG:s0132,132,134,OPS/images/08_X10000_000062_1_134_001.jpg,f7fa4f24f842c9025dfacae1c18f9c26e9429bc2d5a1cb54e055456e5beda68c,VISUAL_ORIGINAL_IMAGE: actual original file viewed with detail=original; tool may render a resized display. No OCR substitution.,models,REVIEWED_MATERIAL,"Mirko's post-discharge overseas action with local heroes, newly appreciated teamwork, Bakugo rapport and prosthetic equipment made partly from existing robots.",SUP-UAG-132-01; SUP-UAG-132-02,All meaningful visible text and profile/visual context reviewed; selective distinct claims retained.,,Mirko; Bakugo Katsuki; All For One,"Individual named, role-identified or confidently visually identified diegetic subjects; aliases are not extra people and collective labels do not enumerate unshown members."
UAG:s0133,133,135,OPS/images/08_X10000_000062_1_135_001.jpg,59d41dd0ab48cce91b6358f2a2a2ea2f54f843a6b9fb42017e1e865b6741aa56,VISUAL_ORIGINAL_IMAGE: actual original file viewed with detail=original; tool may render a resized display. No OCR substitution.,models,REVIEWED_MATERIAL,"Mirko's rapid hospital assault and incomplete prevention of Shigaraki's awakening, severe injury and later biting resistance; impulsive language and kicking gags.",SUP-UAG-133-01,All meaningful visible text and profile/visual context reviewed; selective distinct claims retained.,,Mirko; Garaki Kyudai; Shigaraki Tomura; Bakugo Katsuki; Todoroki Enji / Endeavor; Takami Keigo / Hawks; Edgeshot; Best Jeanist; Todoroki Toya / Dabi,"Individual named, role-identified or confidently visually identified diegetic subjects; aliases are not extra people and collective labels do not enumerate unshown members."
